date;user;text;cleantext;tokens
2022-11-10 15:43:00;KAI121;"Selamat malam Kak. Calon penumpang KA Jarak Jauh, usia 18 tahun ke atas wajib sudah vaksin dosis ketiga (booster). Lalu, syarat RT-PCR/Antigen sudah dihapus. Info lengkap syarat perjalanan KA, silakan cek link berikut: http://bit.ly/sknaikkereta. Trims.
";selamat malam kak calon tumpang jarak usia wajib vaksin dosis booster syarat pcr antigen hapus info lengkap syarat jalan sila cek link terima kasih;['selamat', 'malam', 'kak', 'calon', 'tumpang', 'jarak', 'usia', 'wajib', 'vaksin', 'dosis', 'booster', 'syarat', 'pcr', 'antigen', 'hapus', 'info', 'lengkap', 'syarat', 'jalan', 'sila', 'cek', 'link', 'terima', 'kasih']
2022-11-10 15:26:00;yecayaa;Semangat ngonser pada besok, have fun. Jaga kesehatan, abis ngonser jangan lupa antigen :D;semangat ngonser besok have fun jaga sehat habis ngonser lupa antigen;['semangat', 'ngonser', 'besok', 'have', 'fun', 'jaga', 'sehat', 'habis', 'ngonser', 'lupa', 'antigen']
2022-11-10 15:24:00;0O484;"blue a : 2,5jt
transportasi ; (gojek) bogor-jakarta 300an ??
lightstick : 620k
merch (tas pvc, kipas) : 230 
antigen : 100

jd 3jt an??
";blue transportasi gojek bogor jakarta lightstick merch tas pvc kipas antigen;['blue', 'transportasi', 'gojek', 'bogor', 'jakarta', 'lightstick', 'merch', 'tas', 'pvc', 'kipas', 'antigen']
2022-11-10 15:22:00;KAI121;"Selamat malam Kak Rahvvana. Saat ini, layanan tes antigen sudah tidak tersedia di stasiun. Bila akan naik KA Antar Kota, penumpang usia mulai 18 tahun hanya wajib sudah vaksin dosis ketiga (Booster) ya. Informasi lengkapnya, bisa cek link berikut: http://bit.ly/sknaikkereta. Trims.
";selamat malam kak rahvvana sat layan tes antigen sedia stasiun kota tumpang usia wajib vaksin dosis booster informasi lengkap cek link terima kasih;['selamat', 'malam', 'kak', 'rahvvana', 'sat', 'layan', 'tes', 'antigen', 'sedia', 'stasiun', 'kota', 'tumpang', 'usia', 'wajib', 'vaksin', 'dosis', 'booster', 'informasi', 'lengkap', 'cek', 'link', 'terima', 'kasih']
2022-11-10 15:16:00;_ksjkim;"Iniii kaaaa, gaaada keterangan antigen. Tapi kalo di peraturan ticketing sih harus pcr bukan antigen. Selebihnya akuu gatau. Kalo nyari aman sih mending pcr deh ka
";terang antigen kalo atur ticketing sih pcr antigen tau kalo cari aman sih mending pcr deh;['terang', 'antigen', 'kalo', 'atur', 'ticketing', 'sih', 'pcr', 'antigen', 'tau', 'kalo', 'cari', 'aman', 'sih', 'mending', 'pcr', 'deh']
2022-11-10 15:14:00;jaeminlovzz;@_ksjkim @moanamenfess Kalau antigen aja boleh ga kak?;antigen kak;['antigen', 'kak']
2022-11-10 15:04:00;jeonuphoria;Mending antigen ga ya;mending antigen;['mending', 'antigen']
2022-11-10 14:58:00;chiacihuy;Oh antigen sendiri juga deh;antigen deh;['antigen', 'deh']
2022-11-10 14:55:00;lalifesa;@moanamenfess kmrn ada yg email cog katanya gpp antigen sih nder, cmn kl di web hrs pcr jd bingung;kemarin email cog antigen sih nder cuman web pcr bingung;['kemarin', 'email', 'cog', 'antigen', 'sih', 'nder', 'cuman', 'web', 'pcr', 'bingung']
2022-11-10 14:50:00;moanamenfess;-moa temen aku ada yang belum pcr nih kan pcr jadi nya 12 jam ya boleh antigen aja ga sihh??;moa teman pcr nih pcr nya jam antigen sih;['moa', 'teman', 'pcr', 'nih', 'pcr', 'nya', 'jam', 'antigen', 'sih']
2022-11-10 14:40:00;muthiafy;"Sekarang emang bener- bener gak bisa naik pesawat atau kereta kalau belum vaksin booster ya? masih shock aja sih kemarin ceritanya gue baru vaksin ke2 dan mau naik pesawat,dikira masih bisa gue pake test antigen jg. Taunya bener2 gak bisa ditahan dan sama security nya-
";pesawat kereta vaksin booster shock sih kemarin cerita gue vaksin pesawat gue pakai test antigen tau tahan security nya;['pesawat', 'kereta', 'vaksin', 'booster', 'shock', 'sih', 'kemarin', 'cerita', 'gue', 'vaksin', 'pesawat', 'gue', 'pakai', 'test', 'antigen', 'tau', 'tahan', 'security', 'nya']
2022-11-10 14:29:00;KAI121;"KA Kamandaka tergolong perjalanan aglomerasi, calon penumpang wajib vaksin minimal dosis pertama tanpa menunjukan hasil negatif rapid test antigen/RT-PCR. Info lengkap silakan cek link https://bit.ly/sknaikkereta. Trims. |3
";kamandaka golong jalan aglomerasi calon tumpang wajib vaksin minimal dosis hasil negatif rapid test antigen pcr info lengkap sila cek link terima kasih;['kamandaka', 'golong', 'jalan', 'aglomerasi', 'calon', 'tumpang', 'wajib', 'vaksin', 'minimal', 'dosis', 'hasil', 'negatif', 'rapid', 'test', 'antigen', 'pcr', 'info', 'lengkap', 'sila', 'cek', 'link', 'terima', 'kasih']
2022-11-10 14:08:00;plosyhrul;"Imunoprofilaksis terjadi melalui imunisasi aktif atau pasif. Pada imunisasi aktif,respons imun terjadi setelah seseorang terpapar dengan antigen. Imunisasi pasif terjadi bila 
seseorang menerima antibodi atau produk sel lainnya dari orang lain yang mendapatkan 
imunisasi aktif.
";imunoprofilaksis imunisasi aktif pasif imunisasi aktif respons imun orang papar antigen imunisasi pasif orang terima antibodi produk sel orang imunisasi aktif;['imunoprofilaksis', 'imunisasi', 'aktif', 'pasif', 'imunisasi', 'aktif', 'respons', 'imun', 'orang', 'papar', 'antigen', 'imunisasi', 'pasif', 'orang', 'terima', 'antibodi', 'produk', 'sel', 'orang', 'imunisasi', 'aktif']
2022-11-10 13:57:00;nastitimustika;" hallo kak, ijin bertanya dong. Untuk naik kereta apa memang wajib sudah booster ya? Jika belum booster, apakah aturan wajib antigen masih berlaku?
";halo kak ijin kereta wajib booster booster atur wajib antigen laku;['halo', 'kak', 'ijin', 'kereta', 'wajib', 'booster', 'booster', 'atur', 'wajib', 'antigen', 'laku']
2022-11-10 13:48:00;negeriiawan;@beomgyujodohku @dearsoobyoon @E_O_T2 @moanamenfess @cognitixID kakk..dirimu jadinya antigen atau pcr;kak antigen pcr;['kak', 'antigen', 'pcr']
2022-11-10 13:45:00;cumberbicht;"@ariaalora Ralat, barusan aku tes antigen dan yes, positif :"")";ralat barusan tes antigen yes positif;['ralat', 'barusan', 'tes', 'antigen', 'yes', 'positif']
2022-11-10 13:34:00;fikamshi;"kalau memang gak bisa booster nnti coba aja nanya ke promotornya kali aja ada solusi lain, kalo naik kereta jarak jauh sih kalo blm booster kan bisa pake surat antigen
";booster coba promotor kali solusi kalo kereta jarak sih kalo booster pakai surat antigen;['booster', 'coba', 'promotor', 'kali', 'solusi', 'kalo', 'kereta', 'jarak', 'sih', 'kalo', 'booster', 'pakai', 'surat', 'antigen']
2022-11-10 13:33:00;kangrrie;@negeriiawan @honeybiniejinie kalo aku jadinya antigen kak;kalo antigen kak;['kalo', 'antigen', 'kak']
2022-11-10 13:32:00;negeriiawan;@kangrrie @honeybiniejinie halo..mau tanyaa. kamu jadinya antigen atau pcr ya?;halo antigen pcr;['halo', 'antigen', 'pcr']
2022-11-10 13:25:00;jaemiilk;@choivioIet @foryoumoa Sorry ka, mau nanya emg harus banget pcr ya? G boleh antigen;sorry banget pcr antigen;['sorry', 'banget', 'pcr', 'antigen']
2022-11-10 13:20:00;Leo_Paramadita;" min izin bertanya.. untuk perjalanan ke Yogya, untuk dewasa, dengan kereta apakah masih perlu antigen/pcr jika sudah vaksin & booster? Untuk anak usia 5 tahun apakah sudah bisa juga, meski belum vaksin?
";min izin jalan yogya dewasa kereta antigen pcr vaksin booster anak usia vaksin;['min', 'izin', 'jalan', 'yogya', 'dewasa', 'kereta', 'antigen', 'pcr', 'vaksin', 'booster', 'anak', 'usia', 'vaksin']
2022-11-10 13:19:00;mikiwanda;@Seal_D_Deal Gatel bgt idung abis antigen wkwk;gatel banget hidung habis antigen wkwk;['gatel', 'banget', 'hidung', 'habis', 'antigen', 'wkwk']
2022-11-10 13:16:00;pinkirsche;@KAI121 Kalau pakai pcr / antigen gmn? Soalnya baru sampai dosis ke 2;pakai pcr antigen dosis;['pakai', 'pcr', 'antigen', 'dosis']
2022-11-10 13:15:00;fvcksynkills;@reflection_8_ @mpooyaa Iya, kalo advance printilannya nambah personal single use antigen stick ð¤­ð¤­ð¤­;iya kalo advance printilannya personal single use antigen stick;['iya', 'kalo', 'advance', 'printilannya', 'personal', 'single', 'use', 'antigen', 'stick']
2022-11-10 12:31:00;strdstwndrlst;Pen rt berkalikali soalnya doi spouse material w sejak jaman batu ð (gmau bilang bf material soalnya yg gini gacocoâ¦ https://t.co/k3rqoWpyWI;pengin berkalikali doi spouse material jaman batu bilang material gacoco;['pengin', 'berkalikali', 'doi', 'spouse', 'material', 'jaman', 'batu', 'bilang', 'material', 'gacoco']
2022-11-10 12:08:00;MaliyaniWella;"sekuat-kuatnya, sesiap-siapnya.

tetep nangis juga pas antigen garis merahnya dua ð¤£";kuat kuat menang pas antigen garis merah;['kuat', 'kuat', 'menang', 'pas', 'antigen', 'garis', 'merah']
2022-11-10 11:55:00;emran_assad;@worksfess Masih pake masker dan antigen 1x seminggu;pakai masker antigen minggu;['pakai', 'masker', 'antigen', 'minggu']
2022-11-10 11:22:00;byblablah;@nimacarons @pecelioo sikk kue do lapoo kok ono antigen sek wkwk;sikk kue lapoo sono antigen sek wkwk;['sikk', 'kue', 'lapoo', 'sono', 'antigen', 'sek', 'wkwk']
2022-11-10 11:15:00;KAI121;"Selamat malam Kak dan mohon maaf baru terbalaskan. Bagi penumpang KA Lokal Merak wajib sudah mendapatkan vaksinasi dosis pertama. Tidak wajib menunjukkan hasil negatif Rapid Antigen/RT-PCR ya. Info lebih lengkap, silakan cek link http://bit.ly/sknaikkereta. Trims.
";selamat malam kak mohon maf balas tumpang lokal merak wajib vaksinasi dosis wajib hasil negatif rapid antigen pcr info lengkap sila cek link terima kasih;['selamat', 'malam', 'kak', 'mohon', 'maf', 'balas', 'tumpang', 'lokal', 'merak', 'wajib', 'vaksinasi', 'dosis', 'wajib', 'hasil', 'negatif', 'rapid', 'antigen', 'pcr', 'info', 'lengkap', 'sila', 'cek', 'link', 'terima', 'kasih']
2022-11-10 11:14:00;nimacarons;@pecelioo @byblablah luru klinik-antigen-buka trip;luru klinik antigen buka trip;['luru', 'klinik', 'antigen', 'buka', 'trip']
2022-11-10 10:52:00;cottonzznie;"HAH????????????? ANJ?????? ANTIGEN BOLEHHH??????? Itu anw nunjukkin sertif/surat pcr nya kudu di print apa tunjukkin di pedulilindungi juga cukup?
";hah anjing antigen bolehhh anw nunjukkin sertif surat pcr nya kudu print tunjukkin pedulilindungi;['hah', 'anjing', 'antigen', 'bolehhh', 'anw', 'nunjukkin', 'sertif', 'surat', 'pcr', 'nya', 'kudu', 'print', 'tunjukkin', 'pedulilindungi']
2022-11-10 10:40:00;KAI121;"Selamat sore dan mohon maaf Kak. Saat ini tidak tersedia layanan pemeriksaan Rapid Test Antigen di stasiun. Bagi penumpang KA Jarak Jauh usia 18 tahun atau lebih, maka wajib sudah vaksin ketiga (booster). Informasi lengkap syarat naik KA, cek link: http://bit.ly/sknaikkereta. Trims.
";selamat sore mohon maf kak sat sedia layan pemeriksan rapid test antigen stasiun tumpang jarak usia wajib vaksin booster informasi lengkap syarat cek link terima kasih;['selamat', 'sore', 'mohon', 'maf', 'kak', 'sat', 'sedia', 'layan', 'pemeriksan', 'rapid', 'test', 'antigen', 'stasiun', 'tumpang', 'jarak', 'usia', 'wajib', 'vaksin', 'booster', 'informasi', 'lengkap', 'syarat', 'cek', 'link', 'terima', 'kasih']
2022-11-10 10:39:00;Remotecontrol_9;"W mau cerita. Tenaga w abis buat bulak balik cari tas transparan dan cari booster tetep gadapet akhirnya pcr dan antigen. Alias duit w abis banzai. Tapi tenang w tadi dpt sms gajian????
";cerita tenaga habis bulak cari tas transparan cari booster gadapet pcr antigen alias duit habis banzai tenang sms gaji;['cerita', 'tenaga', 'habis', 'bulak', 'cari', 'tas', 'transparan', 'cari', 'booster', 'gadapet', 'pcr', 'antigen', 'alias', 'duit', 'habis', 'banzai', 'tenang', 'sms', 'gaji']
2022-11-10 10:04:00;watamerong;ini nyampe rmh antigen aja apa ya ð¥²;rumah antigen;['rumah', 'antigen']
2022-11-10 09:47:00;keong_tanduk;@SmgMenfess2 titip pertanyaan, kalo perjalanan luar provinsi bisa tanpa booster ga ya dari semarang? dan bisa tes antigen di stasiun ga yaa;titip pertanyan kalo jalan provinsi booster semarang tes antigen stasiun;['titip', 'pertanyan', 'kalo', 'jalan', 'provinsi', 'booster', 'semarang', 'tes', 'antigen', 'stasiun']
2022-11-10 09:42:00;MuspresRI;"Tanggal : 12 Oktober 2022
Waktu : 13.00 - 16.00
Tempat : Museum Kepresidenan RI Balai Kirti
Dresscode : Batik
*Undangan berlaku untuk 2 orang wajib melampirkan surat hasil antigen negatif dan identitas di pintu masuk.
";tanggal oktober museum presiden balai kirti dresscode batik undang laku orang wajib lampir surat hasil antigen negatif identitas pintu masuk;['tanggal', 'oktober', 'museum', 'presiden', 'balai', 'kirti', 'dresscode', 'batik', 'undang', 'laku', 'orang', 'wajib', 'lampir', 'surat', 'hasil', 'antigen', 'negatif', 'identitas', 'pintu', 'masuk']
2022-11-10 09:20:00;trfenao;RT @SoniaVaswani: @DKIJakarta Halo, kalau persediaan vaksin booster tutup, tolong di update syarat PPLN bagi wni yg belum menerima vaksin bâ¦;halo dian vaksin booster tutup update syarat ppln wni terima vaksin;['halo', 'dian', 'vaksin', 'booster', 'tutup', 'update', 'syarat', 'ppln', 'wni', 'terima', 'vaksin']
2022-11-10 09:17:00;KAI121;"Mulai 30 Agustus 2022, hasil negatif RT-PCR dan rapid tes antigen sudah tidak berlaku. Bagi calon penumpang KA antar kota yang telah berusia 18 tahun wajib menunjukkan sertifikat Booster ya Kak. Trims.
";agustus hasil negatif pcr rapid tes antigen laku calon tumpang kota usia wajib sertifikat booster kak terima kasih;['agustus', 'hasil', 'negatif', 'pcr', 'rapid', 'tes', 'antigen', 'laku', 'calon', 'tumpang', 'kota', 'usia', 'wajib', 'sertifikat', 'booster', 'kak', 'terima', 'kasih']
2022-11-10 09:08:00;prodbysang;Jadi ini boleh antigen ga sih TT;antigen sih;['antigen', 'sih']
2022-11-10 08:32:00;KAI121;"wajib sudah vaksin dosis kedua ya. Lalu tidak wajib menunjukan hasil negatif RT-PCR/Rapid Test Antigen. Info lengkapnya silakan cek link http://bit.ly/sknaikkereta. Trims. |2
";wajib vaksin dosis wajib hasil negatif pcr rapid test antigen info lengkap sila cek link terima kasih;['wajib', 'vaksin', 'dosis', 'wajib', 'hasil', 'negatif', 'pcr', 'rapid', 'test', 'antigen', 'info', 'lengkap', 'sila', 'cek', 'link', 'terima', 'kasih']
2022-11-10 08:11:00;kangrrie;@honeybiniejinie SUMPAH KAK MAKASIH BGT, aku daritadi labil di rs mau pcr atau antigen, jdi ketolong abis liat tweetmuð­;sumpah kak terima kasih banget daritadi labil pcr antigen habis lihat tweetmu;['sumpah', 'kak', 'terima', 'kasih', 'banget', 'daritadi', 'labil', 'pcr', 'antigen', 'habis', 'lihat', 'tweetmu']
2022-11-10 08:00:00;octaRya92;"dan udah seminggu ini druma ga lepas2 masker, ga tdr sm anak-anak jg krn kmrn sempet demam seharian + batuk. udah antigen alhamdulillah (-) cm ya ttp ga berani kendor prokes dan ga berani deket anak anak dlu sampe bener bener sehat
";minggu druma lepas masker tidur anak anak kemarin demam batuk antigen alhamdulillah berani kendor prokes berani anak anak sehat;['minggu', 'druma', 'lepas', 'masker', 'tidur', 'anak', 'anak', 'kemarin', 'demam', 'batuk', 'antigen', 'alhamdulillah', 'berani', 'kendor', 'prokes', 'berani', 'anak', 'anak', 'sehat']
2022-11-10 07:57:00;lapsustik_yk;"Sudah mendapatkan vaksin booster (dengan sertifikat vaksin atau aplikasi peduli lindungi, bagi yang belum mendapatkan vaksin booster bisa dengan hasil rapid test/antigen)
";vaksin booster sertifikat vaksin aplikasi peduli lindung vaksin booster hasil rapid test antigen;['vaksin', 'booster', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindung', 'vaksin', 'booster', 'hasil', 'rapid', 'test', 'antigen']
2022-11-10 07:45:00;honeybiniejinie;Tau gitu.. aku antigen yg murah https://t.co/kjGCvm8NCM;tau antigen murah;['tau', 'antigen', 'murah']
2022-11-10 07:43:00;kurisetaru_;"Makasi Dit. Aneh banget nih sakitnya, kadang badan oke tapi kadang migrain terus meler2 lagi. Jadi bener2 gak bisa diprediksi, makanya aku WFH full seminggu ini. Aku udah antigen pun negatif.
";terima kasih dit aneh banget nih sakit kadang badan oke kadang migrain meler prediksi wfh full minggu antigen negatif;['terima', 'kasih', 'dit', 'aneh', 'banget', 'nih', 'sakit', 'kadang', 'badan', 'oke', 'kadang', 'migrain', 'meler', 'prediksi', 'wfh', 'full', 'minggu', 'antigen', 'negatif']
2022-11-10 07:37:00;merecently;@KAI121 min info dong aturan terbaru perjalanan jarak jauh, kalo belum vaksin booster gimana ya? Apa masih bisa pake antigen?;min info atur jalan jarak kalo vaksin booster pakai antigen;['min', 'info', 'atur', 'jalan', 'jarak', 'kalo', 'vaksin', 'booster', 'pakai', 'antigen']
2022-11-10 07:33:00;ativleeyyss;"siap siap padang-pyb (8 jam)
pyb-pasid (2,5 jam) antigen bentar
lanjut pasid- berastagi (8 jam)

nonstop! wkwkwkwk";padang pyb jam pyb pasid jam antigen bentar pasid berastagi jam nonstop wkwkwkwk;['padang', 'pyb', 'jam', 'pyb', 'pasid', 'jam', 'antigen', 'bentar', 'pasid', 'berastagi', 'jam', 'nonstop', 'wkwkwkwk']
2022-11-10 07:21:00;hannifan;@_carolineputri Mendadak konsultasi dengan antigen (+) jadi meningkat ini, padahal 2-3 minggu kemaren sudah jarang sekali.;dadak konsultasi antigen tingkat minggu kemarin jarang;['dadak', 'konsultasi', 'antigen', 'tingkat', 'minggu', 'kemarin', 'jarang']
2022-11-10 07:14:00;kookgyulyeah;"Setelah berbagai pemeriksaan termasuk antigen+rontgen+dahak hasil akhirnya aku kena tb paru. Disuntik antibiotik buat tau alergi nggaknya terus lgsg masuk ruang isolasi. Lumayan tuh 4 hari 3 malem baru boleh pulang
";pemeriksan masuk antigen rontgen dahak hasil kena paru suntik antibiotik tau alergi nggaknya langsung masuk ruang isolasi lumayan tuh malam pulang;['pemeriksan', 'masuk', 'antigen', 'rontgen', 'dahak', 'hasil', 'kena', 'paru', 'suntik', 'antibiotik', 'tau', 'alergi', 'nggaknya', 'langsung', 'masuk', 'ruang', 'isolasi', 'lumayan', 'tuh', 'malam', 'pulang']
2022-11-10 07:09:00;lilypher0;Hallo min @KAI121 untuk yang belum vaksin booster, kalo mau naik KA Lokal apa harus antigen/PCR dulu?;halo min vaksin booster kalo lokal antigen pcr;['halo', 'min', 'vaksin', 'booster', 'kalo', 'lokal', 'antigen', 'pcr']
2022-11-10 07:05:00;hyuukaaii;gusysyssyy kalo nonton konser tuh harus pcr yaaa? atau boleh antigen?;gusysyssyy kalo tonton konser tuh pcr antigen;['gusysyssyy', 'kalo', 'tonton', 'konser', 'tuh', 'pcr', 'antigen']
2022-11-10 06:54:00;SoniaVaswani;"Halo, kalau persediaan vaksin booster tutup, tolong di update syarat PPLN bagi wni yg belum menerima vaksin booster. Saya belum sempat vaskin booster karena saya kena covid 2x(feb & juli) jadi menerima  status hijau. Tapi sekarang desember rencana ke LN, apakah cukup pcr/Antigen?
";halo dian vaksin booster tutup update syarat ppln wni terima vaksin booster vaskin booster kena covid feb juli terima status hijau desember rencana pcr antigen;['halo', 'dian', 'vaksin', 'booster', 'tutup', 'update', 'syarat', 'ppln', 'wni', 'terima', 'vaksin', 'booster', 'vaskin', 'booster', 'kena', 'covid', 'feb', 'juli', 'terima', 'status', 'hijau', 'desember', 'rencana', 'pcr', 'antigen']
2022-11-10 06:53:00;lilypher0;@tkolala_ @KAI121 Halo kak aku mau tanya untuk KA Lokal apa harus antigen/PCR dulu kalo belum vaksin booster?;halo kak lokal antigen pcr kalo vaksin booster;['halo', 'kak', 'lokal', 'antigen', 'pcr', 'kalo', 'vaksin', 'booster']
2022-11-10 06:51:00;lilypher0;@sahabat_kereta Min, aku belum vaksin booster, kalo mau beli tiket kereta lokal apa harus antigen/PCR dulu?;min vaksin booster kalo beli tiket kereta lokal antigen pcr;['min', 'vaksin', 'booster', 'kalo', 'beli', 'tiket', 'kereta', 'lokal', 'antigen', 'pcr']
2022-11-10 06:50:00;inggarpuspitaaa;@sidd_qq @nziealfa Isihhh wkwkk, pdhl numpak sepur we wes gak perlu antigen ya gess, asal we vaksin ke 3 ð¤­;isihhh wkwkk numpak sepur wes antigen gess vaksin;['isihhh', 'wkwkk', 'numpak', 'sepur', 'wes', 'antigen', 'gess', 'vaksin']
2022-11-10 06:32:00;Unsoedfess1963;info tempat antigen di pwt plus harganya dong jends;info antigen pwt plus harga jends;['info', 'antigen', 'pwt', 'plus', 'harga', 'jends']
2022-11-10 06:05:00;Senjata_Pena;"Halo admin 
@KAI121
 saya berencana ingin naik kereta dari Stasiun Balapan, Solo. Apakah di Stasiun Balapan ada tes antigen? Jikapun ada, tes antigennya dibuka jam berapa sampai jam berapa ya? Sekaligus untuk biaya yang harus dikeluarkan berapa?
";halo admin rencana kereta stasiun balap solo stasiun balap tes antigen tes antigen buka jam jam biaya;['halo', 'admin', 'rencana', 'kereta', 'stasiun', 'balap', 'solo', 'stasiun', 'balap', 'tes', 'antigen', 'tes', 'antigen', 'buka', 'jam', 'jam', 'biaya']
2022-11-10 06:00:00;Naili___R;@apriskaa terakhir bulan lalu ga pake pcr or antigen priis, w belum booster juga;pakai pcr antigen priis booster;['pakai', 'pcr', 'antigen', 'priis', 'booster']
2022-11-10 05:50:00;apriskaa;Kalo belom booster gabisa naek kapal ya? Kudu PCR? Ga antigen skrg?;kalo booster kapal kudu pcr antigen;['kalo', 'booster', 'kapal', 'kudu', 'pcr', 'antigen']
2022-11-10 05:34:00;vintagetee_;life update mau bawa pasien jumat eh pasiennya antigen reaktif, mmg idup ada2 aja https://t.co/FXpf8v7Ape;life update bawa pasien jumat pasien antigen reaktif hidup;['life', 'update', 'bawa', 'pasien', 'jumat', 'pasien', 'antigen', 'reaktif', 'hidup']
2022-11-10 05:25:00;Salsabi10924934;@magicbluehour_ Katanya sih yg 17 thun itu kan karna ga boleh booster jdi di ganti antigen/swab;sih booster ganti antigen swab;['sih', 'booster', 'ganti', 'antigen', 'swab']
2022-11-10 05:22:00;Salsabi10924934;"@magicbluehour_ Harus antigen dluuu

Itu kamu beneran jdi nonton konser atau cuma dateng kesana den?";antigen dluuu tonton konser kesana den;['antigen', 'dluuu', 'tonton', 'konser', 'kesana', 'den']
2022-11-10 05:22:00;niluhkanindah;@dwaekkissi Kmrn aku baru tanya kata PCR di wilayah ku pcr jg lg ga ada jd aku sendiri baru antigen aja https://t.co/sDtcWj9XGE;kemarin pcr wilayah pcr antigen;['kemarin', 'pcr', 'wilayah', 'pcr', 'antigen']
2022-11-10 05:17:00;kacaukiciw;@lilypher0 Halo kak. Untuk ka lokal kemarin gak harus antigen kak. Minimal sudah vaksin 2x ya kak.;halo kak lokal kemarin antigen kak minimal vaksin kak;['halo', 'kak', 'lokal', 'kemarin', 'antigen', 'kak', 'minimal', 'vaksin', 'kak']
2022-11-10 05:16:00;KAI121;@hrspydh menunjukan hasil negatif RT-PCR/Rapid Test Antigen. Info lengkapnya silakan cek link https://t.co/Gex6hLK2n2. Trims. |2;hasil negatif pcr rapid test antigen info lengkap sila cek link terima kasih;['hasil', 'negatif', 'pcr', 'rapid', 'test', 'antigen', 'info', 'lengkap', 'sila', 'cek', 'link', 'terima', 'kasih']
2022-11-10 05:15:00;Askrlfess;[askrl] ada yg punya sample antibodi/antigen yg positif dan negatif gak? butuh buat tugas kuliah soalnyað­ðkalo ada share plis;askrl sample antibodi antigen positif negatif butuh tugas kuliah kalo share plis;['askrl', 'sample', 'antibodi', 'antigen', 'positif', 'negatif', 'butuh', 'tugas', 'kuliah', 'kalo', 'share', 'plis']
2022-11-10 04:49:00;cox3ATP;@HKMULYA Semangat dengan antigen anti bodi dan turunan si SelT~;semangat antigen anti bodi turun selt;['semangat', 'antigen', 'anti', 'bodi', 'turun', 'selt']
2022-11-10 04:31:00;krezz_cool;"kok mirip sama politisi partai sebelah yah, diskusi A dah dijawab lompat ke B, dijawab lg lompat ke C, ...... T: anda sakit covid, P: ciri2nya apa dok, lawong hasil antigen negative, T: soalnya anda abis ke panti pijet
";politis partai belah diskusi deh lompat lompat sakit covid ciri nya dok lawong hasil antigen negative habis panti pijet;['politis', 'partai', 'belah', 'diskusi', 'deh', 'lompat', 'lompat', 'sakit', 'covid', 'ciri', 'nya', 'dok', 'lawong', 'hasil', 'antigen', 'negative', 'habis', 'panti', 'pijet']
2022-11-10 04:18:00;ranfuyura;@ck__304 iyaa, aku nanya kemarenn katanya gpp antigen;iya kemarenn antigen;['iya', 'kemarenn', 'antigen']
2022-11-10 04:18:00;Seal_D_Deal;"@mikiwanda Amiiiiin negatif.... negatif.. negatif

ðtp antigen hasilnya cepet si keluarnya juga ya";amin negatif negatif negatif antigen hasil cepat;['amin', 'negatif', 'negatif', 'negatif', 'antigen', 'hasil', 'cepat']
2022-11-10 04:15:00;mikiwanda;"@MasahikoID Miki di suruh antigen dlu today di rs dket rumah
Kalo negatif hesok baru ke sana :"")";mik suruh antigen today dket rumah kalo negatif hesok;['mik', 'suruh', 'antigen', 'today', 'dket', 'rumah', 'kalo', 'negatif', 'hesok']
2022-11-10 04:12:00;abigailkeikoo;Biasanya cuma ngulang sampe di antigen, eh periode ini kurang jd harus pcr wkwkwkk;ngulang antigen periode pcr wkwkwkk;['ngulang', 'antigen', 'periode', 'pcr', 'wkwkwkk']
2022-11-10 04:09:00;firzaauliaa25;"Yang nunggu mesti di antigen (wajar) terus nunggu sampe jam 7 taunya suruh balik ke depan minta surat kamar kaya cape bangettt administrasinya bolak balik padahal benefit kelas VIP pelayanannya kaya regular..
Ditambah malem gak dikasih obat jadi mesti minta ke suster
";tunggu mesti antigen wajar tunggu jam tau suruh surat kamar kayak capek banget administrasi bolak benefit kelas vip layan kayak regular malam kasih obat mesti suster;['tunggu', 'mesti', 'antigen', 'wajar', 'tunggu', 'jam', 'tau', 'suruh', 'surat', 'kamar', 'kayak', 'capek', 'banget', 'administrasi', 'bolak', 'benefit', 'kelas', 'vip', 'layan', 'kayak', 'regular', 'malam', 'kasih', 'obat', 'mesti', 'suster']
2022-11-10 04:07:00;firzaauliaa25;"Duh kalau sakit jangan ke Prim**** Hospital deh

Kemarin masuk IGD jam 1 siang ambil darah & rongent terus back n forth ngurusin administrasi (registrasi, balik lagi ngurusin Antigen karena mau rawat inap terus balik lagi karena hasil rongent ada bercak2 di paru2 jadi harus pcr)
";duh sakit prim hospital deh kemarin masuk igd jam siang ambil darah rongent back forth urus administrasi registrasi urus antigen rawat inap hasil rongent bercak paru pcr;['duh', 'sakit', 'prim', 'hospital', 'deh', 'kemarin', 'masuk', 'igd', 'jam', 'siang', 'ambil', 'darah', 'rongent', 'back', 'forth', 'urus', 'administrasi', 'registrasi', 'urus', 'antigen', 'rawat', 'inap', 'hasil', 'rongent', 'bercak', 'paru', 'pcr']
