date;user;text;cleantext;tokens
2022-06-15 23:58:00;SariNande2020;@RizkyAm78320933 Booster bgt emang;booster banget;['booster', 'banget']
2022-06-15 23:57:00;BachtiarKakang;"Pemerintah tengah memperkirakan kapan vaksin Booster covid 19 dosis kedua diperlukan
#LangkahDukungKemajuanRI https://t.co/UvssUDYQ1r";perintah vaksin booster covid dosis;['perintah', 'vaksin', 'booster', 'covid', 'dosis']
2022-06-15 23:57:00;BachtiarKakang;"Kementerian kesehatan RI belum berencana memberikan vaksin covid 19 Booster anak
#LangkahDukungKemajuanRI https://t.co/UooZ4nuivi";menteri sehat rencana vaksin covid booster anak;['menteri', 'sehat', 'rencana', 'vaksin', 'covid', 'booster', 'anak']
2022-06-15 23:56:00;KatokRombeng;"Hadapi Varian Baru Corona Pemerintah Dorong Peningkatan Vaksinasi Booster.!!

#LangkahDukungKemajuanRI https://t.co/XpjAiwRf7m";hadap varian corona perintah dorong tingkat vaksinasi booster;['hadap', 'varian', 'corona', 'perintah', 'dorong', 'tingkat', 'vaksinasi', 'booster']
2022-06-15 23:56:00;harucarts;RT @markjuyeons: hi semua! so iâve decided buat jual tiket the b zone aku blue section, alesanku jual karena ga baca tnc kalo harus boosterâ¦;decided jual tiket the zone blue section alesanku jual baca tnc kalo booster;['decided', 'jual', 'tiket', 'the', 'zone', 'blue', 'section', 'alesanku', 'jual', 'baca', 'tnc', 'kalo', 'booster']
2022-06-15 23:55:00;MillyBachtiar;"Pemerintah tengah memperkirakan kapan vaksinasi Booster coffee 19 dosis kedua diperlukan
#LangkahDukungKemajuanRI https://t.co/xmbCfejRHc";perintah vaksinasi booster coffee dosis;['perintah', 'vaksinasi', 'booster', 'coffee', 'dosis']
2022-06-15 23:54:00;pongkyagung;"RT @AV4tarPemburu: Waspada gejala BA.4 dan BA.5.
. 
. 
Vaksinasi booster merupakan upaya bersama pencegahan supaya imunitas tubuh tetap terâ¦";waspada gejala vaksinasi booster rupa upaya cegah imunitas tubuh ter;['waspada', 'gejala', 'vaksinasi', 'booster', 'rupa', 'upaya', 'cegah', 'imunitas', 'tubuh', 'ter']
2022-06-15 23:52:00;Leciteaa_;"Demam :(
Efek dari vaksin booster kemaren https://t.co/vS8IoVBXod";demam efek vaksin booster kemarin;['demam', 'efek', 'vaksin', 'booster', 'kemarin']
2022-06-15 23:51:00;firmanstosa;@JodohBisaDiatur Wes Ben,Jarno ae..klo perlu ksh smangat ambil booster ke 4ð;wes ben jarno kalo kasih semangat ambil booster;['wes', 'ben', 'jarno', 'kalo', 'kasih', 'semangat', 'ambil', 'booster']
2022-06-15 23:51:00;zero_165;RT @_Banyoe: Tatapannya kosong sementara pikirannya takut dan cemas saat membayangkan wajah Opung mengingatkan ajakan boosterð¤­;tatap kosong pikir takut cemas sat bayang wajah opung aja booster;['tatap', 'kosong', 'pikir', 'takut', 'cemas', 'sat', 'bayang', 'wajah', 'opung', 'aja', 'booster']
2022-06-15 23:50:00;KatokRombeng;"Kementrian Kesehatan RI Belum Berencana Memberikan Vaksin Covid-19 Booster Anak.!!

#LangkahDukungKemajuanRI https://t.co/eQIdpNVJhS";tri sehat rencana vaksin covid booster anak;['tri', 'sehat', 'rencana', 'vaksin', 'covid', 'booster', 'anak']
2022-06-15 23:49:00;_rakyatmerdeka;"Kepala Penasihat Medis Gedung Putih Anthony Fauci Kena Covid, Sudah 2 Kali Booster
 https://t.co/1kDhpbgsya";kepala nasihat medis gedung putih anthony fauci kena covid kali booster;['kepala', 'nasihat', 'medis', 'gedung', 'putih', 'anthony', 'fauci', 'kena', 'covid', 'kali', 'booster']
2022-06-15 23:47:00;KatokRombeng;"Pemerintah Telah Memperkirakan Kapan Vaksinasi Booster Covid-19 Dosis Kedua Diperlukan.!!

#LangkahDukungKemajuanRI https://t.co/S6edKfnmzJ";perintah vaksinasi booster covid dosis;['perintah', 'vaksinasi', 'booster', 'covid', 'dosis']
2022-06-15 23:47:00;ochaliadewi1709;"RT @ProfesorZubairi: Situasi pandemi terkini:

-Kasus baru tembus 1000
-Jakarta terbanyak: 730
-Total pasien di rumah sakit di Jakarta: 200â¦";situasi pandemi tembus jakarta total pasien rumah sakit jakarta;['situasi', 'pandemi', 'tembus', 'jakarta', 'total', 'pasien', 'rumah', 'sakit', 'jakarta']
2022-06-15 23:45:00;ddablueknot;saatnya mencari ingfo vaksin booster;sat cari ingfo vaksin booster;['sat', 'cari', 'ingfo', 'vaksin', 'booster']
2022-06-15 23:45:00;NoviRoose;"Kementerian kesehatan RI belum berencana memberikan vaksin Cobid-19 booster anak.
#LangkahDukungKemajuanRI https://t.co/sH97bxO6PS";menteri sehat rencana vaksin cobid booster anak;['menteri', 'sehat', 'rencana', 'vaksin', 'cobid', 'booster', 'anak']
2022-06-15 23:44:00;StopPlandemit;RT @Pr1nC3j03: @StopPlandemit Juragannya aja kena copit pdhl udah 4 dosis ... makanya promo booster disini https://t.co/zzVJMSTecK;juragan kena copit dosis promo booster;['juragan', 'kena', 'copit', 'dosis', 'promo', 'booster']
2022-06-15 23:43:00;NoviRoose;"Pemerintah tengah memperkirakan kapan vaksinasi booster Covid-19 dosis kedua diberlakukan.
#LangkahDukungKemajuanRI https://t.co/MxUoIzzAZO";perintah vaksinasi booster covid dosis laku;['perintah', 'vaksinasi', 'booster', 'covid', 'dosis', 'laku']
2022-06-15 23:40:00;AzizLaheut;"Kementerian kesehatan RI belum berencana memberikan vaksin covid 19 Booster anak

Jangan biarkan kekecewaan menghanâ¦ https://t.co/GANjT47eAe";menteri sehat rencana vaksin covid booster anak biar kekecewan menghan;['menteri', 'sehat', 'rencana', 'vaksin', 'covid', 'booster', 'anak', 'biar', 'kekecewan', 'menghan']
2022-06-15 23:39:00;jesuisjoliey;"ada yg pake sanck video? boleh nih saling invite kode booster https://t.co/R2Fx2tuK4I
komen aja ya link kalian, biaâ¦ https://t.co/JiPiHGFspE";pakai sanck video nih invite kode booster komen link bia;['pakai', 'sanck', 'video', 'nih', 'invite', 'kode', 'booster', 'komen', 'link', 'bia']
2022-06-15 23:39:00;AzizLaheut;"Pemerintah tengah memperkirakan kapan vaksin Booster covid 19 dosis kedua diperlukan

Jangan biarkan kekecewaan menâ¦ https://t.co/PAxI29Izby";perintah vaksin booster covid dosis biar kekecewan men;['perintah', 'vaksin', 'booster', 'covid', 'dosis', 'biar', 'kekecewan', 'men']
2022-06-15 23:29:00;MamaAlifia;"Dakwah Harus Menjadi Habit Pengemban Dakwah | One Minute Booster Extra

Seorang Muslim akan terbiasa melakukannya tâ¦ https://t.co/G1ACRFmWqY";dakwah habit emban dakwah one mute booster extra orang muslim laku;['dakwah', 'habit', 'emban', 'dakwah', 'one', 'mute', 'booster', 'extra', 'orang', 'muslim', 'laku']
2022-06-15 23:28:00;FatirahM;@anithawatif Betul ke anith? Tapi durian milk booster tauu ð¥°;anith durian milk booster tau;['anith', 'durian', 'milk', 'booster', 'tau']
2022-06-15 23:27:00;firdaalfianii;Sekian cerita booster vaksin hari ini. Badan masih lemes shay. Cape juga bikin thread. Haha.;sekian cerita booster vaksin badan lemes say capek bikin thread haha;['sekian', 'cerita', 'booster', 'vaksin', 'badan', 'lemes', 'say', 'capek', 'bikin', 'thread', 'haha']
2022-06-15 23:27:00;rinjanita;mungkin selama ini ASI booster dan pemancing LDR ku adalah indomie ð­ð­;asi booster pancing ldr indomie;['asi', 'booster', 'pancing', 'ldr', 'indomie']
2022-06-15 23:26:00;dawndipta;@rentfess energy booster buat kamu. karena ini hourly, kamu bisa rent aku setiap hari apapun selama ga ada client yâ¦ https://t.co/TDda4JGejg;energy booster hourly rent client;['energy', 'booster', 'hourly', 'rent', 'client']
2022-06-15 23:21:00;_Mood_Booster;@FWBESS Simpen di lemari atau di kotak.. ð;simpan lemari kotak;['simpan', 'lemari', 'kotak']
2022-06-15 23:13:00;keranakerani;Pemerintah memperkirakan waktu penentuan vaksin booster dosis kedua diperlukan. #LangkahDukungKemajuanRI https://t.co/AuUKAUzncO;perintah vaksin booster dosis;['perintah', 'vaksin', 'booster', 'dosis']
2022-06-15 23:10:00;firdaalfianii;Karena waktu di Indonesia aku udah dapet 2 dosis vaksin Astra Zeneca jadi biar aman perlu booster. Apalagi kalo mau travel ke Eropa.;indonesia dosis vaksin astra zeneca biar aman booster kalo travel eropa;['indonesia', 'dosis', 'vaksin', 'astra', 'zeneca', 'biar', 'aman', 'booster', 'kalo', 'travel', 'eropa']
2022-06-15 23:10:00;sebatsdulz;"Kemenkes belum berencana memberikan vaksin booster untuk anak-anak karena masih mendahulukan kelompok rawan. #LangkahDukungKemajuanRI
";kemenkes rencana vaksin booster anak anak kelompok rawan;['kemenkes', 'rencana', 'vaksin', 'booster', 'anak', 'anak', 'kelompok', 'rawan']
2022-06-15 23:10:00;Arreta20;Vaksinasi Booster dosis kedua diperkirakan akan diberikan #LangkahDukungKemajuanRI https://t.co/CsFY8Xp5yZ;vaksinasi booster dosis;['vaksinasi', 'booster', 'dosis']
2022-06-15 23:09:00;Aeyza66;Pemerintah akan fokus pemberian vaksinasi booster pada lansia terlebih dahulu #LangkahDukungKemajuanRI https://t.co/i6caHdyAPD;perintah fokus vaksinasi booster lansia;['perintah', 'fokus', 'vaksinasi', 'booster', 'lansia']
2022-06-15 23:09:00;lapas_cilacap;"KAKANWIL KEMENKUMHAM JATENG, A YUSPAHRUDDIN: Jaga Kesehatan, Pegawai Imigrasi Semarang Ikuti Suntik Immune Booster
https://t.co/u662syscny";kakanwil kemenkumham jateng yuspahruddin jaga sehat pegawai imigrasi semarang suntik immune booster;['kakanwil', 'kemenkumham', 'jateng', 'yuspahruddin', 'jaga', 'sehat', 'pegawai', 'imigrasi', 'semarang', 'suntik', 'immune', 'booster']
2022-06-15 23:08:00;koalafah;"Jan : ke perantauan
Feb : struggle jalani keidupan kulyah
Mar : masi sama nambah liburan tipis2
Apr : baksos
May : struggle ta, idul Fitri, liburan, sakit gara2 booster
Jun : back to bored lyfe, ke Bromo
";rantau feb struggle jalan keidupan kulyah mar libur tipis apr baksos struggle idul fitri libur sakit gara booster jun back bored lyfe bromo;['rantau', 'feb', 'struggle', 'jalan', 'keidupan', 'kulyah', 'mar', 'libur', 'tipis', 'apr', 'baksos', 'struggle', 'idul', 'fitri', 'libur', 'sakit', 'gara', 'booster', 'jun', 'back', 'bored', 'lyfe', 'bromo']
2022-06-15 23:05:00;ssaallbiill;RT @tanyarlfes: Tanyarl Abang gue abis booster kok jadi kejang2 terus kuping sama idungnya keluar conge deres banget.;tanyarl abang gue habis booster kejang kuping hidung conge deres banget;['tanyarl', 'abang', 'gue', 'habis', 'booster', 'kejang', 'kuping', 'hidung', 'conge', 'deres', 'banget']
2022-06-15 23:04:00;Narrtooo11;Kementrian kesehatan RI belum berencana memberikan vaksinasi covid-19 booster anak #LangkahDukungKemajuanRI https://t.co/qEU24V6yTn;tri sehat rencana vaksinasi covid booster anak;['tri', 'sehat', 'rencana', 'vaksinasi', 'covid', 'booster', 'anak']
2022-06-15 23:04:00;Agis58435061;Kementerian Kesehatan RI belum berencana untuk memberikan vaksin booster Covid-19 pada anak-anak.â¦ https://t.co/IOS7xmJ6Yl;menteri sehat rencana vaksin booster covid anak anak;['menteri', 'sehat', 'rencana', 'vaksin', 'booster', 'covid', 'anak', 'anak']
2022-06-15 23:03:00;CintaLinlin;Dan kapan s dosis kedua ini diperlukan atau booster  #LangkahDukungKemajuanRI https://t.co/ZbbB7cBtrJ;dosis booster;['dosis', 'booster']
2022-06-15 23:03:00;Raffaellaa12;"Pemerintah tengah memperkirakan kapan vaksin booster di perlukan
#LangkahDukungKemajuanRI https://t.co/R2yCsaz0ip";perintah vaksin booster;['perintah', 'vaksin', 'booster']
2022-06-15 23:01:00;tepungbumbuser1;Pemerintah tengah memperkirakan kapan vaksinasi booster kedua diperlukan #LangkahDukungKemajuanRI https://t.co/651d3sxPbe;perintah vaksinasi booster;['perintah', 'vaksinasi', 'booster']
2022-06-15 23:01:00;tiffanirafinia;Kementerian kesehatan belum berencana memberikan vaksin booster untuk anak #LangkahDukungKemajuanRI https://t.co/JSu8UMJZpj;menteri sehat rencana vaksin booster anak;['menteri', 'sehat', 'rencana', 'vaksin', 'booster', 'anak']
2022-06-15 23:01:00;komandandz;Pemerintah menekankan pemberian vaksinasi covid 19 booster kedua bakal diberikan dengan pertimbangan prioritas vaksâ¦ https://t.co/eU9ZJLHQgS;perintah tekan vaksinasi covid booster timbang prioritas vaks;['perintah', 'tekan', 'vaksinasi', 'covid', 'booster', 'timbang', 'prioritas', 'vaks']
2022-06-15 23:01:00;yayanayna1;saat ini oeemrintah belum berencana untuk mwmberikan vaksin booster covid-19 kepada anak anakâ¦ https://t.co/ukcFgL5xnJ;sat oeemrintah rencana mwmberikan vaksin booster covid anak anak;['sat', 'oeemrintah', 'rencana', 'mwmberikan', 'vaksin', 'booster', 'covid', 'anak', 'anak']
2022-06-15 23:01:00;SyatirT;"Beritanya bahwa kementerian kesehatan RI belum berencana memberikan vaksin covid-19 booster anak
 #LangkahDukungKemajuanRI
";berita menteri sehat rencana vaksin covid booster anak;['berita', 'menteri', 'sehat', 'rencana', 'vaksin', 'covid', 'booster', 'anak']
2022-06-15 23:01:00;firdaalfianii;"Sore tadi, temen satu flat ngajak booster walk in (langsung datang ke lokasi) ke Woodsley Health Centre yang jaraknya sekitar 5 menit jalan kaki. ????
";sore teman flat ajak booster walk langsung lokasi woodsley health centre jarak menit jalan kaki;['sore', 'teman', 'flat', 'ajak', 'booster', 'walk', 'langsung', 'lokasi', 'woodsley', 'health', 'centre', 'jarak', 'menit', 'jalan', 'kaki']
2022-06-15 23:00:00;iseeu1000;Kalian yg vaksin booster sakitnya brp hari sampe bener2 sembuh ? :(;vaksin booster sakit sembuh;['vaksin', 'booster', 'sakit', 'sembuh']
2022-06-15 23:00:00;mario_nggara;"Vaksin Booster saat ini masih pada kelompok rawan, lansia hingga pengin dah komorbird dan belom ada rencana untuk anak"" #LangkahDukungKemajuanRI
";vaksin booster sat kelompok rawan lansia pengin deh komorbird rencana anak;['vaksin', 'booster', 'sat', 'kelompok', 'rawan', 'lansia', 'pengin', 'deh', 'komorbird', 'rencana', 'anak']
2022-06-15 23:00:00;Onionoke;Pemberian vaksinasi Covid19 booster kedua akan diberikan dgn pertimbangan prioritas vaksin lengkap dan 3 dosis sudaâ¦ https://t.co/KnoawndHMO;vaksinasi covid booster timbang prioritas vaksin lengkap dosis suda;['vaksinasi', 'covid', 'booster', 'timbang', 'prioritas', 'vaksin', 'lengkap', 'dosis', 'suda']
2022-06-15 23:00:00;CalistoNoera;"Pemerintah tengah memperkirakan pemberian vaksinasi booster dosis ke dua

#LangkahDukungKemajuanRI https://t.co/r93IfMJw5T";perintah vaksinasi booster dosis;['perintah', 'vaksinasi', 'booster', 'dosis']
2022-06-15 23:00:00;Rahmafitrisa;Pemerintah tengah memperkirakan kapan vaksinasi booster covid 19 dosis kedua diperlukan untuk diberikan kepada masyâ¦ https://t.co/m5wUUfs9d1;perintah vaksinasi booster covid dosis masy;['perintah', 'vaksinasi', 'booster', 'covid', 'dosis', 'masy']
2022-06-15 23:00:00;Bobo72694944;Kementerian kesehatan republik Indonesia saat ini belum berencana memberikan vaksin covid 19 booster anak karena paâ¦ https://t.co/xDQavXdpqf;menteri sehat republik indonesia sat rencana vaksin covid booster anak pa;['menteri', 'sehat', 'republik', 'indonesia', 'sat', 'rencana', 'vaksin', 'covid', 'booster', 'anak', 'pa']
2022-06-15 23:00:00;Dandi86969778;"Prioritas vaksinasi booster masih menargetkan kelompok usia rawan 
#LangkahDukungKemajuanRI https://t.co/8JrXUOMMab";prioritas vaksinasi booster target kelompok usia rawan;['prioritas', 'vaksinasi', 'booster', 'target', 'kelompok', 'usia', 'rawan']
2022-06-15 23:00:00;AnantaBahri;"Kementerian kesehatan RI belum berencana memberikan vaksin covid 19 booster pada anak. Karena masih prioritas untuk kelompok rentan dan lansia. #LangkahDukungKemajuanRI
";menteri sehat rencana vaksin covid booster anak prioritas kelompok rentan lansia;['menteri', 'sehat', 'rencana', 'vaksin', 'covid', 'booster', 'anak', 'prioritas', 'kelompok', 'rentan', 'lansia']
2022-06-15 23:00:00;Rah34s;Kementerian kesehatan RI belum berencana memberikan vaksin covid-19 booster terhadap anak- anak.dan saat ini pemeriâ¦ https://t.co/Hnumw0Z2PA;menteri sehat rencana vaksin covid booster hadap anak anak sat meri;['menteri', 'sehat', 'rencana', 'vaksin', 'covid', 'booster', 'hadap', 'anak', 'anak', 'sat', 'meri']
2022-06-15 23:00:00;Pistalinaa;Pemerintah tengah memperkirakan kapan vaksinasi booster covid 19 dosis kedua akan di berikan, dengan pertimbangan dâ¦ https://t.co/ALJhJ6AVns;perintah vaksinasi booster covid dosis ikan timbang;['perintah', 'vaksinasi', 'booster', 'covid', 'dosis', 'ikan', 'timbang']
2022-06-15 23:00:00;Nananisyaa;"Guyss ternyataa Pemerintah tengah memperkirakan kapan vaksinasi booster covid 19 dosis kedua akan di berikan, dengan pertimbangan dan prioritas vaksin lengkap dan tiga sudah mencapai target #LangkahDukungKemajuanRI
";guyss nyata perintah vaksinasi booster covid dosis ikan timbang prioritas vaksin lengkap capai target;['guyss', 'nyata', 'perintah', 'vaksinasi', 'booster', 'covid', 'dosis', 'ikan', 'timbang', 'prioritas', 'vaksin', 'lengkap', 'capai', 'target']
2022-06-15 23:00:00;Bobasiip;"Kemenkes blm berencana memberikan vaksin covid-19 booster anak
#LangkahDukungKemajuanRI https://t.co/M1qobDSXZA";kemenkes rencana vaksin covid booster anak;['kemenkes', 'rencana', 'vaksin', 'covid', 'booster', 'anak']
2022-06-15 23:00:00;Napatrisa;"Kalian harus tau nih Pemerintah tengah memperkirakan kapan vaksinasi booster covid 19 dosis kedua akan di berikan, dengan pertimbangan dan prioritas vaksin lengkap dan tiga sudah mencapai target #LangkahDukungKemajuanRI
";tau nih perintah vaksinasi booster covid dosis ikan timbang prioritas vaksin lengkap capai target;['tau', 'nih', 'perintah', 'vaksinasi', 'booster', 'covid', 'dosis', 'ikan', 'timbang', 'prioritas', 'vaksin', 'lengkap', 'capai', 'target']
2022-06-15 23:00:00;AbqaryCaiden;"Kementrian kesehatan belum berencana untuk memberikan vaksinasi booster pada anak

#LangkahDukungKemajuanRI https://t.co/p2tJe5wGZs";tri sehat rencana vaksinasi booster anak;['tri', 'sehat', 'rencana', 'vaksinasi', 'booster', 'anak']
2022-06-15 23:00:00;Etalase12;"Pemberian vaksin booster kepada anak belum terniatkan oleh kementerian kesehatan
#LangkahDukungKemajuanRI https://t.co/gUuZo405IG";vaksin booster anak niat menteri sehat;['vaksin', 'booster', 'anak', 'niat', 'menteri', 'sehat']
2022-06-15 23:00:00;GeraldSteffanus;"Pemerintah tengah menggodok kepastian pemberian vaksinasi booster dosis ke dua

#LangkahDukungKemajuanRI https://t.co/j5axvmKQY5";perintah godok vaksinasi booster dosis;['perintah', 'godok', 'vaksinasi', 'booster', 'dosis']
2022-06-15 23:00:00;nuryaninunungx;"Pemerintah belum merencanakan memberikan vaksinasi booster pada anak anak

#LangkahDukungKemajuanRI https://t.co/MU8WVSbSIL";perintah rencana vaksinasi booster anak anak;['perintah', 'rencana', 'vaksinasi', 'booster', 'anak', 'anak']
2022-06-15 23:00:00;Pistiyunisa;"Wahh Pemerintah tengah memperkirakan kapan vaksinasi booster covid 19 dosis kedua akan di berikan, dengan pertimbangan dan prioritas vaksin lengkap dan tiga sudah mencapai target #LangkahDukungKemajuanRI
";perintah vaksinasi booster covid dosis ikan timbang prioritas vaksin lengkap capai target;['perintah', 'vaksinasi', 'booster', 'covid', 'dosis', 'ikan', 'timbang', 'prioritas', 'vaksin', 'lengkap', 'capai', 'target']
2022-06-15 23:00:00;Hutson93349947;Pemerintah saat ini sedang memperkirakan kapan vaksinasi booster covid-19 untuk dosis kedua diperlukan.â¦ https://t.co/1beSeMMW1i;perintah sat vaksinasi booster covid dosis;['perintah', 'sat', 'vaksinasi', 'booster', 'covid', 'dosis']
2022-06-16 23:58:00;Penyair_Berdiri;"Apapun variannya Prokes & Vaksinasi Kuncinya. Pandemi belum berakhir, Vaksin Booster & Tak Abai dengan Prokes cuma itu solusi menuju endemi. Genapi Vaksinasi Seluruh Anggota Keluarga Kita Hingga BOOSTER

#VaksinAmanLolosUjiKlinis
#JumatBerkah
";varian prokes vaksinasi kunci pandemi vaksin booster abai prokes solusi tuju endemi genap vaksinasi anggota keluarga booster;['varian', 'prokes', 'vaksinasi', 'kunci', 'pandemi', 'vaksin', 'booster', 'abai', 'prokes', 'solusi', 'tuju', 'endemi', 'genap', 'vaksinasi', 'anggota', 'keluarga', 'booster']
2022-06-16 23:56:00;TaliaZahira;"""Kami serius mengimbau agar seluruh pemda di Jatim melakukan percepatan vaksinasi khususnya dosis dua dan booster,"" ungkap Gubernur Jatim";serius imbau pemda jatim laku cepat vaksinasi khusus dosis booster gubernur jatim;['serius', 'imbau', 'pemda', 'jatim', 'laku', 'cepat', 'vaksinasi', 'khusus', 'dosis', 'booster', 'gubernur', 'jatim']
2022-06-16 23:56:00;dokjaimpact;gue mau booster hari ini... fak gue takut ððð;gue booster fak gue takut;['gue', 'booster', 'fak', 'gue', 'takut']
2022-06-16 23:55:00;TabananHumas;RT @TabananHumas: Dalam rangka Hari Bhayangkara Ke - 76, Ayo hadiri Vaksinasi dosis ke -  2 dan 3 ( Booster ), jenis vaksin Astra Zeneca, uâ¦;rangka bhayangkara ayo hadir vaksinasi dosis booster jenis vaksin astra zeneca;['rangka', 'bhayangkara', 'ayo', 'hadir', 'vaksinasi', 'dosis', 'booster', 'jenis', 'vaksin', 'astra', 'zeneca']
2022-06-16 23:54:00;TabananHumas;RT @TabananHumas: Polsek Kerambitan melaksanakan Penling Himbauan agar masyarakat yang belum vaksinasi dosis 2 dan Booster untuk mengikutiâ¦;polsek kerambit laksana penling himbauan masyarakat vaksinasi dosis booster;['polsek', 'kerambit', 'laksana', 'penling', 'himbauan', 'masyarakat', 'vaksinasi', 'dosis', 'booster']
2022-06-16 23:54:00;TabananHumas;"Polsek Kerambitan melaksanakan Penling Himbauan agar masyarakat yang belum vaksinasi dosis 2 dan Booster untuk mengikuti gebyar vaksinasi Hari Bhayangkara Ke 76. #ayokitavaksin #ayovaksìncovid19 #vaksinbooster #vaksìnasicovid19 #vaksìncovid19 #polrestabanan
";polsek kerambit laksana penling himbauan masyarakat vaksinasi dosis booster gebyar vaksinasi bhayangkara;['polsek', 'kerambit', 'laksana', 'penling', 'himbauan', 'masyarakat', 'vaksinasi', 'dosis', 'booster', 'gebyar', 'vaksinasi', 'bhayangkara']
2022-06-16 23:54:00;rimnoor;RT @detikcom: Kasus harian COVID-19 RI kembali menembus angka 1.000 pada Rabu (15/6/2022). Berikut catatan dari mantan Direktur WHO Asia Teâ¦;covid tembus angka rabu catat mantan direktur who asia te;['covid', 'tembus', 'angka', 'rabu', 'catat', 'mantan', 'direktur', 'who', 'asia', 'te']
2022-06-16 23:53:00;koalakapas;@_hamtarochoi Booster lu vaksinnya beda sama dosis 1 2 ya?;booster vaksin beda dosis;['booster', 'vaksin', 'beda', 'dosis']
2022-06-16 23:53:00;FaniaTania4;Gubernur Khofifah ingin percepatan vaksinasi khususnya pemkab dan pemkot agar menancap gas percepatan vaksinasi covâ¦ https://t.co/YP7Ev35jaB;gubernur khofifah cepat vaksinasi khusus pemkab pemkot tancap gas cepat vaksinasi cov;['gubernur', 'khofifah', 'cepat', 'vaksinasi', 'khusus', 'pemkab', 'pemkot', 'tancap', 'gas', 'cepat', 'vaksinasi', 'cov']
2022-06-16 23:53:00;RenKyu323;@tue205pjs Ayo booster cepatð­ aku punya feeling tahun ini masað­ð­ð­ð­ð­;ayo booster cepat feeling;['ayo', 'booster', 'cepat', 'feeling']
2022-06-16 23:52:00;dimvarYbryatta;Pembaruan tabel teteh, asalna hanya berdasarkan jumlah peserta booster, sekarang mah berdasarkan bobot, ranking 1 =â¦ https://t.co/vKkz1Yiivv;tabel teteh asalna dasar booster mah dasar bobot ranking;['tabel', 'teteh', 'asalna', 'dasar', 'booster', 'mah', 'dasar', 'bobot', 'ranking']
2022-06-16 23:51:00;upuutt;Pen jalan jalan tapi harus booster. Terus di berita covid naik lagi, mana varian baru pula ð;pengin jalan jalan booster berita covid varian;['pengin', 'jalan', 'jalan', 'booster', 'berita', 'covid', 'varian']
2022-06-16 23:51:00;naisafitri__;RT @skinsofun: Buat yang punya masalah pelembab ga menyerap ke kulit atau pelembab kurang nampol, bisa banget pake eBright Hydro Moisture Bâ¦;pelembab serap kulit pelembab nampol banget pakai ebright hydro moisture;['pelembab', 'serap', 'kulit', 'pelembab', 'nampol', 'banget', 'pakai', 'ebright', 'hydro', 'moisture']
2022-06-16 23:50:00;rania_yanti;Pemerintah Provinsi Jawa Timur menargetkan percepatan vaksinasi dosis kedua dan ketiga karena masih rendahnya penerâ¦ https://t.co/4svuEYkS9x;perintah provinsi jawa timur target cepat vaksinasi dosis rendah ter;['perintah', 'provinsi', 'jawa', 'timur', 'target', 'cepat', 'vaksinasi', 'dosis', 'rendah', 'ter']
2022-06-16 23:46:00;marapolesmon;"Ni yang anjingedankeren real nangis pas scene MSnya whitebase mau take off detail bgsttt lah pokonya, bisa liat Guncannon, GM, Core Booster, semua crewnya, Sayla juga ada banget itu auranya cantiknya kalem, plus soundtracknya remake original pasti tau lah https://open.spotify.com/track/47bLI2vhOqgkq4khebCBp7?si=bzFJs4prQW6LoPHGpzCY2Q&utm_source=copy-link
";anjingedankeren real menang pas scene msnya whitebase take off detail bgsttt pokok lihat guncannon core booster crewnya sayla banget aura cantik kalem plus soundtracknya remake original tau;['anjingedankeren', 'real', 'menang', 'pas', 'scene', 'msnya', 'whitebase', 'take', 'off', 'detail', 'bgsttt', 'pokok', 'lihat', 'guncannon', 'core', 'booster', 'crewnya', 'sayla', 'banget', 'aura', 'cantik', 'kalem', 'plus', 'soundtracknya', 'remake', 'original', 'tau']
2022-06-16 23:46:00;LaniaPutri15;Vaksinasi Booster Masih Rendah, Gubernur Jatim Khofifah Minta Dipercepat;vaksinasi booster rendah gubernur jatim khofifah cepat;['vaksinasi', 'booster', 'rendah', 'gubernur', 'jatim', 'khofifah', 'cepat']
2022-06-16 23:45:00;tue205pjs;"Eh kalo ngonser kudu vaksin booster gak sih? Aku baru vaksin 2 soalnya. Kalo T&C buat konser The Boyz yg festival kudu booster. Tapi kan aku maunya ambil seating (kalo misal ntar Dream ngonser) ??
";kalo ngonser kudu vaksin booster sih vaksin kalo konser the boyz festival kudu booster ambil seating kalo entar dream ngonser;['kalo', 'ngonser', 'kudu', 'vaksin', 'booster', 'sih', 'vaksin', 'kalo', 'konser', 'the', 'boyz', 'festival', 'kudu', 'booster', 'ambil', 'seating', 'kalo', 'entar', 'dream', 'ngonser']
2022-06-16 23:45:00;uyun_runtesih;@Bandung_Dinkes mohon info jenis dan kadwal vaksin booster di dinkes kota bandung, terima kasih sebelumnyað;mohon info jenis kadwal vaksin booster dinkes kota bandung terima kasih;['mohon', 'info', 'jenis', 'kadwal', 'vaksin', 'booster', 'dinkes', 'kota', 'bandung', 'terima', 'kasih']
2022-06-16 23:44:00;salrywa;hari ini aku mau booster guys!!;booster guys;['booster', 'guys']
2022-06-16 23:37:00;Sawasi3;RT @DPP_PKB: Ketum DPP PKB Gus Muhaimin Iskandar menilai pemerintah tidak perlu melakukan langkah ekstrem usai konfirmasi kasus COVID-19 vaâ¦;tum dpp pkb gus muhaimin iskandar nilai perintah laku langkah ekstrem konfirmasi covid va;['tum', 'dpp', 'pkb', 'gus', 'muhaimin', 'iskandar', 'nilai', 'perintah', 'laku', 'langkah', 'ekstrem', 'konfirmasi', 'covid', 'va']
