accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.67533;0.65829;"[0.62       0.72666667 0.73333333 0.64       0.7        0.61333333
 0.70666667 0.66       0.63333333 0.72      ]";"[0.64285714 0.66571429 0.65714286 0.67142857 0.62571429 0.65714286
 0.66285714 0.65428571 0.68857143 0.65714286]";[-1 -1  1 ...  1  1 -1];"[[0.56477235 0.43522765]
 [0.5226162  0.4773838 ]
 [0.4531356  0.5468644 ]
 ...
 [0.48347874 0.51652126]
 [0.49220793 0.50779207]
 [0.54355882 0.45644118]]";"[[0.55740558 0.44259442]
 [0.55731427 0.44268573]
 [0.51643919 0.48356081]
 ...
 [0.54267954 0.45732046]
 [0.54533473 0.45466527]
 [0.56299672 0.43700328]]"
0.67533;0.65829;"[0.62       0.72666667 0.73333333 0.64       0.7        0.61333333
 0.70666667 0.66       0.63333333 0.72      ]";"[0.64285714 0.66571429 0.65714286 0.67142857 0.62571429 0.65714286
 0.66285714 0.65428571 0.68857143 0.65714286]";[-1 -1  1 ...  1  1 -1];"[[0.56477235 0.43522765]
 [0.5226162  0.4773838 ]
 [0.4531356  0.5468644 ]
 ...
 [0.48347874 0.51652126]
 [0.49220793 0.50779207]
 [0.54355882 0.45644118]]";"[[0.55740558 0.44259442]
 [0.55731427 0.44268573]
 [0.51643919 0.48356081]
 ...
 [0.54267954 0.45732046]
 [0.54533473 0.45466527]
 [0.56299672 0.43700328]]"
0.672;0.70343;"[0.65333333 0.72       0.74       0.6        0.71333333 0.58
 0.69333333 0.7        0.60666667 0.71333333]";"[0.68571429 0.73142857 0.71142857 0.71714286 0.68571429 0.68571429
 0.71428571 0.68857143 0.68857143 0.72571429]";[-1 -1  1 ... -1  1 -1];"[[0.72511972 0.27488028]
 [0.60737878 0.39262122]
 [0.44580135 0.55419865]
 ...
 [0.52475088 0.47524912]
 [0.48621927 0.51378073]
 [0.63172126 0.36827874]]";"[[0.62473666 0.37526334]
 [0.63222773 0.36777227]
 [0.51907218 0.48092782]
 ...
 [0.56994379 0.43005621]
 [0.60084496 0.39915504]
 [0.59311412 0.40688588]]"
0.672;0.70343;"[0.65333333 0.72       0.74       0.6        0.71333333 0.58
 0.69333333 0.7        0.60666667 0.71333333]";"[0.68571429 0.73142857 0.71142857 0.71714286 0.68571429 0.68571429
 0.71428571 0.68857143 0.68857143 0.72571429]";[-1 -1  1 ... -1  1 -1];"[[0.72511972 0.27488028]
 [0.60737878 0.39262122]
 [0.44580135 0.55419865]
 ...
 [0.52475088 0.47524912]
 [0.48621927 0.51378073]
 [0.63172126 0.36827874]]";"[[0.62473666 0.37526334]
 [0.63222773 0.36777227]
 [0.51907218 0.48092782]
 ...
 [0.56994379 0.43005621]
 [0.60084496 0.39915504]
 [0.59311412 0.40688588]]"
0.662;0.676;"[0.59333333 0.68666667 0.71333333 0.63333333 0.72       0.58666667
 0.72666667 0.66666667 0.6        0.69333333]";"[0.64       0.70285714 0.67428571 0.68857143 0.68       0.67142857
 0.66857143 0.69428571 0.68857143 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[0.82467325 0.17532675]
 [0.68917951 0.31082049]
 [0.44130479 0.55869521]
 ...
 [0.54182655 0.45817345]
 [0.52909524 0.47090476]
 [0.70041072 0.29958928]]";"[[0.66723916 0.33276084]
 [0.73056897 0.26943103]
 [0.52901981 0.47098019]
 ...
 [0.60627422 0.39372578]
 [0.59758912 0.40241088]
 [0.62621625 0.37378375]]"
0.662;0.676;"[0.59333333 0.68666667 0.71333333 0.63333333 0.72       0.58666667
 0.72666667 0.66666667 0.6        0.69333333]";"[0.64       0.70285714 0.67428571 0.68857143 0.68       0.67142857
 0.66857143 0.69428571 0.68857143 0.65142857]";[-1 -1  1 ... -1 -1 -1];"[[0.82467325 0.17532675]
 [0.68917951 0.31082049]
 [0.44130479 0.55869521]
 ...
 [0.54182655 0.45817345]
 [0.52909524 0.47090476]
 [0.70041072 0.29958928]]";"[[0.66723916 0.33276084]
 [0.73056897 0.26943103]
 [0.52901981 0.47098019]
 ...
 [0.60627422 0.39372578]
 [0.59758912 0.40241088]
 [0.62621625 0.37378375]]"
0.66267;0.62229;"[0.59333333 0.66666667 0.70666667 0.62666667 0.7        0.62
 0.73333333 0.68666667 0.60666667 0.68666667]";"[0.62285714 0.64285714 0.63714286 0.62571429 0.62285714 0.59714286
 0.62571429 0.66       0.59142857 0.59714286]";[ 1 -1  1 ... -1 -1 -1];"[[0.49485714 0.50514286]
 [0.72751688 0.27248312]
 [0.39240772 0.60759228]
 ...
 [0.59824339 0.40175661]
 [0.55458526 0.44541474]
 [0.60149804 0.39850196]]";"[[0.51185185 0.48814815]
 [0.76346896 0.23653104]
 [0.56908773 0.43091227]
 ...
 [0.64298187 0.35701813]
 [0.61986451 0.38013549]
 [0.58763487 0.41236513]]"
0.66267;0.62229;"[0.59333333 0.66666667 0.70666667 0.62666667 0.7        0.62
 0.73333333 0.68666667 0.60666667 0.68666667]";"[0.62285714 0.64285714 0.63714286 0.62571429 0.62285714 0.59714286
 0.62571429 0.66       0.59142857 0.59714286]";[ 1 -1  1 ... -1 -1 -1];"[[0.49485714 0.50514286]
 [0.72751688 0.27248312]
 [0.39240772 0.60759228]
 ...
 [0.59824339 0.40175661]
 [0.55458526 0.44541474]
 [0.60149804 0.39850196]]";"[[0.51185185 0.48814815]
 [0.76346896 0.23653104]
 [0.56908773 0.43091227]
 ...
 [0.64298187 0.35701813]
 [0.61986451 0.38013549]
 [0.58763487 0.41236513]]"
0.634;0.53;"[0.62       0.61333333 0.68666667 0.61333333 0.62       0.60666667
 0.68666667 0.63333333 0.6        0.66      ]";"[0.54285714 0.51428571 0.50857143 0.51714286 0.58285714 0.51428571
 0.51428571 0.54857143 0.52285714 0.53428571]";[ 1  1 -1 ... -1 -1  1];"[[0.49485714 0.50514286]
 [0.49485714 0.50514286]
 [0.60097955 0.39902045]
 ...
 [0.60255071 0.39744929]
 [0.60097955 0.39902045]
 [0.49485714 0.50514286]]";"[[0.51185185 0.48814815]
 [0.51185185 0.48814815]
 [0.65534994 0.34465006]
 ...
 [0.60541389 0.39458611]
 [0.64429172 0.35570828]
 [0.51259259 0.48740741]]"
0.634;0.53;"[0.62       0.61333333 0.68666667 0.61333333 0.62       0.60666667
 0.68666667 0.63333333 0.6        0.66      ]";"[0.54285714 0.51428571 0.50857143 0.51714286 0.58285714 0.51428571
 0.51428571 0.54857143 0.52285714 0.53428571]";[ 1  1 -1 ... -1 -1  1];"[[0.49485714 0.50514286]
 [0.49485714 0.50514286]
 [0.60097955 0.39902045]
 ...
 [0.60255071 0.39744929]
 [0.60097955 0.39902045]
 [0.49485714 0.50514286]]";"[[0.51185185 0.48814815]
 [0.51185185 0.48814815]
 [0.65534994 0.34465006]
 ...
 [0.60541389 0.39458611]
 [0.64429172 0.35570828]
 [0.51259259 0.48740741]]"
0.68467;0.70143;"[0.65333333 0.76666667 0.72       0.65333333 0.69333333 0.57333333
 0.72666667 0.69333333 0.60666667 0.76      ]";"[0.68285714 0.69142857 0.70285714 0.70285714 0.66857143 0.70571429
 0.71428571 0.7        0.73142857 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[0.69717417 0.30282583]
 [0.57297004 0.42702996]
 [0.10355308 0.89644692]
 ...
 [0.48330406 0.51669594]
 [0.54894736 0.45105264]
 [0.73572336 0.26427664]]";"[[0.61534721 0.38465279]
 [0.57211275 0.42788725]
 [0.56480208 0.43519792]
 ...
 [0.60484055 0.39515945]
 [0.52945949 0.47054051]
 [0.64688331 0.35311669]]"
0.68467;0.70143;"[0.65333333 0.76666667 0.72       0.65333333 0.69333333 0.57333333
 0.72666667 0.69333333 0.60666667 0.76      ]";"[0.68285714 0.69142857 0.70285714 0.70285714 0.66857143 0.70571429
 0.71428571 0.7        0.73142857 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[0.69717417 0.30282583]
 [0.57297004 0.42702996]
 [0.10355308 0.89644692]
 ...
 [0.48330406 0.51669594]
 [0.54894736 0.45105264]
 [0.73572336 0.26427664]]";"[[0.61534721 0.38465279]
 [0.57211275 0.42788725]
 [0.56480208 0.43519792]
 ...
 [0.60484055 0.39515945]
 [0.52945949 0.47054051]
 [0.64688331 0.35311669]]"
0.67667;0.70514;"[0.67333333 0.73333333 0.72       0.61333333 0.72666667 0.58
 0.71333333 0.68666667 0.62       0.7       ]";"[0.69714286 0.72857143 0.71714286 0.7        0.69142857 0.68571429
 0.7        0.68571429 0.71428571 0.73142857]";[-1 -1  1 ... -1  1 -1];"[[0.82527787 0.17472213]
 [0.7653418  0.2346582 ]
 [0.14319312 0.85680688]
 ...
 [0.54992087 0.45007913]
 [0.49562451 0.50437549]
 [0.85017798 0.14982202]]";"[[0.70704359 0.29295641]
 [0.7116231  0.2883769 ]
 [0.62608487 0.37391513]
 ...
 [0.65645716 0.34354284]
 [0.60282299 0.39717701]
 [0.72579594 0.27420406]]"
0.67667;0.70514;"[0.67333333 0.73333333 0.72       0.61333333 0.72666667 0.58
 0.71333333 0.68666667 0.62       0.7       ]";"[0.69714286 0.72857143 0.71714286 0.7        0.69142857 0.68571429
 0.7        0.68571429 0.71428571 0.73142857]";[-1 -1  1 ... -1  1 -1];"[[0.82527787 0.17472213]
 [0.7653418  0.2346582 ]
 [0.14319312 0.85680688]
 ...
 [0.54992087 0.45007913]
 [0.49562451 0.50437549]
 [0.85017798 0.14982202]]";"[[0.70704359 0.29295641]
 [0.7116231  0.2883769 ]
 [0.62608487 0.37391513]
 ...
 [0.65645716 0.34354284]
 [0.60282299 0.39717701]
 [0.72579594 0.27420406]]"
0.67733;0.67086;"[0.62       0.7        0.71333333 0.65333333 0.74       0.62666667
 0.73333333 0.69333333 0.60666667 0.68666667]";"[0.63428571 0.69142857 0.66571429 0.65428571 0.68857143 0.66571429
 0.69428571 0.68285714 0.66571429 0.66571429]";[-1 -1  1 ... -1 -1 -1];"[[0.8917799  0.1082201 ]
 [0.67936231 0.32063769]
 [0.26189042 0.73810958]
 ...
 [0.59759249 0.40240751]
 [0.57850188 0.42149812]
 [0.89812462 0.10187538]]";"[[0.77082622 0.22917378]
 [0.74978187 0.25021813]
 [0.72587326 0.27412674]
 ...
 [0.73474401 0.26525599]
 [0.62885051 0.37114949]
 [0.80933784 0.19066216]]"
0.67733;0.67086;"[0.62       0.7        0.71333333 0.65333333 0.74       0.62666667
 0.73333333 0.69333333 0.60666667 0.68666667]";"[0.63428571 0.69142857 0.66571429 0.65428571 0.68857143 0.66571429
 0.69428571 0.68285714 0.66571429 0.66571429]";[-1 -1  1 ... -1 -1 -1];"[[0.8917799  0.1082201 ]
 [0.67936231 0.32063769]
 [0.26189042 0.73810958]
 ...
 [0.59759249 0.40240751]
 [0.57850188 0.42149812]
 [0.89812462 0.10187538]]";"[[0.77082622 0.22917378]
 [0.74978187 0.25021813]
 [0.72587326 0.27412674]
 ...
 [0.73474401 0.26525599]
 [0.62885051 0.37114949]
 [0.80933784 0.19066216]]"
0.66133;0.61886;"[0.60666667 0.68666667 0.72666667 0.60666667 0.70666667 0.61333333
 0.73333333 0.66666667 0.58       0.68666667]";"[0.62571429 0.65428571 0.62571429 0.63142857 0.60571429 0.60285714
 0.62       0.65142857 0.58       0.59142857]";[ 1 -1  1 ... -1 -1 -1];"[[0.49485714 0.50514286]
 [0.72206478 0.27793522]
 [0.22222554 0.77777446]
 ...
 [0.6877607  0.3122393 ]
 [0.61725856 0.38274144]
 [0.69382099 0.30617901]]";"[[0.51185185 0.48814815]
 [0.77648852 0.22351148]
 [0.76442352 0.23557648]
 ...
 [0.79253341 0.20746659]
 [0.67278976 0.32721024]
 [0.64639969 0.35360031]]"
0.66133;0.61886;"[0.60666667 0.68666667 0.72666667 0.60666667 0.70666667 0.61333333
 0.73333333 0.66666667 0.58       0.68666667]";"[0.62571429 0.65428571 0.62571429 0.63142857 0.60571429 0.60285714
 0.62       0.65142857 0.58       0.59142857]";[ 1 -1  1 ... -1 -1 -1];"[[0.49485714 0.50514286]
 [0.72206478 0.27793522]
 [0.22222554 0.77777446]
 ...
 [0.6877607  0.3122393 ]
 [0.61725856 0.38274144]
 [0.69382099 0.30617901]]";"[[0.51185185 0.48814815]
 [0.77648852 0.22351148]
 [0.76442352 0.23557648]
 ...
 [0.79253341 0.20746659]
 [0.67278976 0.32721024]
 [0.64639969 0.35360031]]"
0.63067;0.52371;"[0.60666667 0.61333333 0.67333333 0.6        0.62       0.63333333
 0.67333333 0.63333333 0.59333333 0.66      ]";"[0.53428571 0.51428571 0.50571429 0.51714286 0.58       0.48571429
 0.51428571 0.54285714 0.52857143 0.51428571]";[ 1  1 -1 ... -1 -1  1];"[[0.49485714 0.50514286]
 [0.49485714 0.50514286]
 [0.6556723  0.3443277 ]
 ...
 [0.65830325 0.34169675]
 [0.6556723  0.3443277 ]
 [0.49485714 0.50514286]]";"[[0.51185185 0.48814815]
 [0.51185185 0.48814815]
 [0.70535161 0.29464839]
 ...
 [0.66003851 0.33996149]
 [0.69672272 0.30327728]
 [0.51259259 0.48740741]]"
0.63067;0.52371;"[0.60666667 0.61333333 0.67333333 0.6        0.62       0.63333333
 0.67333333 0.63333333 0.59333333 0.66      ]";"[0.53428571 0.51428571 0.50571429 0.51714286 0.58       0.48571429
 0.51428571 0.54285714 0.52857143 0.51428571]";[ 1  1 -1 ... -1 -1  1];"[[0.49485714 0.50514286]
 [0.49485714 0.50514286]
 [0.6556723  0.3443277 ]
 ...
 [0.65830325 0.34169675]
 [0.6556723  0.3443277 ]
 [0.49485714 0.50514286]]";"[[0.51185185 0.48814815]
 [0.51185185 0.48814815]
 [0.70535161 0.29464839]
 ...
 [0.66003851 0.33996149]
 [0.69672272 0.30327728]
 [0.51259259 0.48740741]]"
0.68067;0.69943;"[0.65333333 0.74       0.72666667 0.64666667 0.69333333 0.56666667
 0.71333333 0.68666667 0.63333333 0.74666667]";"[0.67428571 0.69714286 0.70857143 0.68857143 0.68571429 0.70571429
 0.71714286 0.68       0.72285714 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[0.72255887 0.27744113]
 [0.59141551 0.40858449]
 [0.10316123 0.89683877]
 ...
 [0.4891557  0.5108443 ]
 [0.52107226 0.47892774]
 [0.73789604 0.26210396]]";"[[0.62623333 0.37376667]
 [0.60561901 0.39438099]
 [0.57251083 0.42748917]
 ...
 [0.60897528 0.39102472]
 [0.54027475 0.45972525]
 [0.67288265 0.32711735]]"
0.68067;0.69943;"[0.65333333 0.74       0.72666667 0.64666667 0.69333333 0.56666667
 0.71333333 0.68666667 0.63333333 0.74666667]";"[0.67428571 0.69714286 0.70857143 0.68857143 0.68571429 0.70571429
 0.71714286 0.68       0.72285714 0.71428571]";[-1 -1  1 ...  1 -1 -1];"[[0.72255887 0.27744113]
 [0.59141551 0.40858449]
 [0.10316123 0.89683877]
 ...
 [0.4891557  0.5108443 ]
 [0.52107226 0.47892774]
 [0.73789604 0.26210396]]";"[[0.62623333 0.37376667]
 [0.60561901 0.39438099]
 [0.57251083 0.42748917]
 ...
 [0.60897528 0.39102472]
 [0.54027475 0.45972525]
 [0.67288265 0.32711735]]"
0.67933;0.70771;"[0.64666667 0.74       0.73333333 0.62       0.72       0.58666667
 0.71333333 0.69333333 0.62       0.72      ]";"[0.7        0.73714286 0.70857143 0.7        0.70571429 0.68571429
 0.69714286 0.70285714 0.70571429 0.73428571]";[-1 -1  1 ... -1 -1 -1];"[[0.82668467 0.17331533]
 [0.7579635  0.2420365 ]
 [0.1487194  0.8512806 ]
 ...
 [0.55901783 0.44098217]
 [0.50514162 0.49485838]
 [0.84020528 0.15979472]]";"[[0.69805558 0.30194442]
 [0.72896745 0.27103255]
 [0.63346777 0.36653223]
 ...
 [0.64608722 0.35391278]
 [0.57557251 0.42442749]
 [0.73631132 0.26368868]]"
0.67933;0.70771;"[0.64666667 0.74       0.73333333 0.62       0.72       0.58666667
 0.71333333 0.69333333 0.62       0.72      ]";"[0.7        0.73714286 0.70857143 0.7        0.70571429 0.68571429
 0.69714286 0.70285714 0.70571429 0.73428571]";[-1 -1  1 ... -1 -1 -1];"[[0.82668467 0.17331533]
 [0.7579635  0.2420365 ]
 [0.1487194  0.8512806 ]
 ...
 [0.55901783 0.44098217]
 [0.50514162 0.49485838]
 [0.84020528 0.15979472]]";"[[0.69805558 0.30194442]
 [0.72896745 0.27103255]
 [0.63346777 0.36653223]
 ...
 [0.64608722 0.35391278]
 [0.57557251 0.42442749]
 [0.73631132 0.26368868]]"
0.67;0.66829;"[0.58666667 0.69333333 0.71333333 0.64       0.72       0.63333333
 0.72       0.68       0.60666667 0.70666667]";"[0.62285714 0.69142857 0.66285714 0.66       0.68285714 0.66
 0.68857143 0.68       0.66285714 0.67142857]";[-1 -1  1 ... -1 -1 -1];"[[0.88520213 0.11479787]
 [0.68712329 0.31287671]
 [0.27914469 0.72085531]
 ...
 [0.62613207 0.37386793]
 [0.56532824 0.43467176]
 [0.88739132 0.11260868]]";"[[0.74742985 0.25257015]
 [0.7553619  0.2446381 ]
 [0.73503685 0.26496315]
 ...
 [0.7111071  0.2888929 ]
 [0.60576225 0.39423775]
 [0.8026652  0.1973348 ]]"
0.67;0.66829;"[0.58666667 0.69333333 0.71333333 0.64       0.72       0.63333333
 0.72       0.68       0.60666667 0.70666667]";"[0.62285714 0.69142857 0.66285714 0.66       0.68285714 0.66
 0.68857143 0.68       0.66285714 0.67142857]";[-1 -1  1 ... -1 -1 -1];"[[0.88520213 0.11479787]
 [0.68712329 0.31287671]
 [0.27914469 0.72085531]
 ...
 [0.62613207 0.37386793]
 [0.56532824 0.43467176]
 [0.88739132 0.11260868]]";"[[0.74742985 0.25257015]
 [0.7553619  0.2446381 ]
 [0.73503685 0.26496315]
 ...
 [0.7111071  0.2888929 ]
 [0.60576225 0.39423775]
 [0.8026652  0.1973348 ]]"
0.656;0.616;"[0.58       0.68       0.72       0.59333333 0.68       0.61333333
 0.74       0.67333333 0.59333333 0.68666667]";"[0.62285714 0.64857143 0.62857143 0.63142857 0.60571429 0.60285714
 0.60285714 0.64285714 0.57428571 0.6       ]";[ 1 -1  1 ... -1 -1 -1];"[[0.49485714 0.50514286]
 [0.73050936 0.26949064]
 [0.26999348 0.73000652]
 ...
 [0.69614488 0.30385512]
 [0.60069758 0.39930242]
 [0.70025678 0.29974322]]";"[[0.51185185 0.48814815]
 [0.78627684 0.21372316]
 [0.7722731  0.2277269 ]
 ...
 [0.76129734 0.23870266]
 [0.64068841 0.35931159]
 [0.66244038 0.33755962]]"
0.656;0.616;"[0.58       0.68       0.72       0.59333333 0.68       0.61333333
 0.74       0.67333333 0.59333333 0.68666667]";"[0.62285714 0.64857143 0.62857143 0.63142857 0.60571429 0.60285714
 0.60285714 0.64285714 0.57428571 0.6       ]";[ 1 -1  1 ... -1 -1 -1];"[[0.49485714 0.50514286]
 [0.73050936 0.26949064]
 [0.26999348 0.73000652]
 ...
 [0.69614488 0.30385512]
 [0.60069758 0.39930242]
 [0.70025678 0.29974322]]";"[[0.51185185 0.48814815]
 [0.78627684 0.21372316]
 [0.7722731  0.2277269 ]
 ...
 [0.76129734 0.23870266]
 [0.64068841 0.35931159]
 [0.66244038 0.33755962]]"
0.628;0.52057;"[0.60666667 0.60666667 0.67333333 0.59333333 0.63333333 0.63333333
 0.67333333 0.62       0.59333333 0.64666667]";"[0.53142857 0.51428571 0.50571429 0.51714286 0.58       0.48571429
 0.49714286 0.54285714 0.51428571 0.51714286]";[ 1  1 -1 ... -1 -1  1];"[[0.49485714 0.50514286]
 [0.49485714 0.50514286]
 [0.64526635 0.35473365]
 ...
 [0.65235242 0.34764758]
 [0.64526635 0.35473365]
 [0.49485714 0.50514286]]";"[[0.51185185 0.48814815]
 [0.51185185 0.48814815]
 [0.69023425 0.30976575]
 ...
 [0.64986545 0.35013455]
 [0.68120527 0.31879473]
 [0.51259259 0.48740741]]"
0.628;0.52057;"[0.60666667 0.60666667 0.67333333 0.59333333 0.63333333 0.63333333
 0.67333333 0.62       0.59333333 0.64666667]";"[0.53142857 0.51428571 0.50571429 0.51714286 0.58       0.48571429
 0.49714286 0.54285714 0.51428571 0.51714286]";[ 1  1 -1 ... -1 -1  1];"[[0.49485714 0.50514286]
 [0.49485714 0.50514286]
 [0.64526635 0.35473365]
 ...
 [0.65235242 0.34764758]
 [0.64526635 0.35473365]
 [0.49485714 0.50514286]]";"[[0.51185185 0.48814815]
 [0.51185185 0.48814815]
 [0.69023425 0.30976575]
 ...
 [0.64986545 0.35013455]
 [0.68120527 0.31879473]
 [0.51259259 0.48740741]]"
