accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.75067;0.77743;"[0.76666667 0.74666667 0.76666667 0.72       0.77333333 0.70666667
 0.76       0.74666667 0.70666667 0.81333333]";"[0.76285714 0.80571429 0.75428571 0.74285714 0.76571429 0.77428571
 0.79428571 0.79714286 0.78571429 0.79142857]";[-1 -1  1 ... -1 -1 -1];"[-0.76720615 -0.47675647  0.837256   ... -0.05656709 -0.11354801
 -1.29073389]";"[-0.92926571 -0.17997074 -0.20007012 ... -0.51076042 -0.33189204
 -1.22257423]"
0.75267;0.77943;"[0.76666667 0.75333333 0.76666667 0.71333333 0.78666667 0.70666667
 0.76666667 0.76       0.7        0.80666667]";"[0.76857143 0.8        0.76571429 0.74       0.76       0.77428571
 0.79428571 0.80571429 0.79142857 0.79428571]";[-1 -1  1 ... -1 -1 -1];"[-0.68290257 -0.48176299  0.81860283 ... -0.05097508 -0.10803012
 -1.25095793]";"[-0.86762243 -0.18476781 -0.19027986 ... -0.50414654 -0.27930269
 -1.18343765]"
0.758;0.79229;"[0.78       0.74666667 0.76666667 0.73333333 0.78       0.73333333
 0.76666667 0.74       0.71333333 0.82      ]";"[0.76       0.80857143 0.77142857 0.77142857 0.77428571 0.78571429
 0.81428571 0.82       0.81714286 0.8       ]";[-1 -1  1 ... -1 -1 -1];"[-1.14094039 -0.43380791  0.83977214 ... -0.02077753 -0.10940248
 -1.60198238]";"[-1.05157013 -0.11329638 -0.08958348 ... -0.53948344 -0.41157204
 -1.28176741]"
0.75333;0.794;"[0.77333333 0.74       0.75333333 0.72666667 0.79333333 0.72
 0.77333333 0.76666667 0.7        0.78666667]";"[0.76285714 0.80857143 0.78857143 0.77142857 0.77428571 0.78571429
 0.81714286 0.82       0.82       0.79142857]";[-1 -1  1 ... -1 -1 -1];"[-1.0932455  -0.45664674  0.83617669 ... -0.00810851 -0.11312144
 -1.58163139]";"[-0.98313703 -0.11657728 -0.08296971 ... -0.55471804 -0.34249965
 -1.23544798]"
0.75133;0.79714;"[0.76666667 0.72       0.77333333 0.73333333 0.78666667 0.72
 0.76       0.76       0.71333333 0.78      ]";"[0.76857143 0.82       0.79142857 0.76857143 0.78857143 0.77714286
 0.8        0.83142857 0.82285714 0.80285714]";[-1 -1  1 ...  1 -1 -1];"[-1.27180675 -0.35952552  0.82919779 ...  0.04858648 -0.13461596
 -1.76225565]";"[-1.09874577 -0.03403974 -0.11274267 ... -0.6056676  -0.68074429
 -1.3401847 ]"
0.75067;0.796;"[0.76666667 0.73333333 0.76       0.74       0.78666667 0.70666667
 0.77333333 0.75333333 0.71333333 0.77333333]";"[0.76571429 0.82       0.8        0.76571429 0.78285714 0.78
 0.80571429 0.82857143 0.81428571 0.79714286]";[-1 -1  1 ...  1 -1 -1];"[-1.25152634 -0.39303603  0.80207812 ...  0.06231348 -0.12423017
 -1.76070648]";"[-1.02166201 -0.05100731 -0.09795476 ... -0.61820495 -0.5612204
 -1.29887001]"
0.748;0.78829;"[0.76666667 0.74       0.78666667 0.71333333 0.78       0.7
 0.75333333 0.76       0.71333333 0.76666667]";"[0.78857143 0.80285714 0.78571429 0.74       0.78857143 0.77714286
 0.80571429 0.79428571 0.82285714 0.77714286]";[-1 -1  1 ...  1 -1 -1];"[-1.30927209 -0.28111533  0.87745314 ...  0.04694679 -0.33827112
 -1.88855955]";"[-1.12900611  0.09331624 -0.13705841 ... -0.62341994 -0.70329257
 -1.37930515]"
0.75933;0.79114;"[0.76666667 0.77333333 0.79333333 0.71333333 0.78666667 0.73333333
 0.76       0.78666667 0.70666667 0.77333333]";"[0.78571429 0.80285714 0.80285714 0.75428571 0.78857143 0.77142857
 0.81428571 0.8        0.80857143 0.78285714]";[-1 -1  1 ...  1 -1 -1];"[-1.24607844 -0.32734791  0.82907558 ...  0.09148172 -0.23332937
 -1.87282001]";"[-1.01582469  0.04145698 -0.10697881 ... -0.63735462 -0.5973358
 -1.26342192]"
0.72133;0.72314;"[0.76       0.72       0.76666667 0.66       0.73333333 0.65333333
 0.76       0.73333333 0.70666667 0.72      ]";"[0.71428571 0.74857143 0.70285714 0.69142857 0.74571429 0.71428571
 0.75428571 0.73428571 0.73142857 0.69428571]";[-1 -1  1 ... -1 -1 -1];"[-1.03693911 -0.79683088  1.31017095 ... -0.55310797 -0.1673742
 -1.92924494]";"[-1.59635224 -0.06898528  0.11621653 ... -1.04764187 -1.00029622
 -1.75547958]"
0.72467;0.72057;"[0.76       0.7        0.72       0.66       0.74       0.68
 0.79333333 0.72       0.74       0.73333333]";"[0.73428571 0.74857143 0.71428571 0.69714286 0.74       0.69714286
 0.73714286 0.69714286 0.72857143 0.71142857]";[-1 -1  1 ... -1 -1 -1];"[-0.91937594 -0.87692881  1.22979101 ... -0.47550127 -0.03575241
 -2.02657843]";"[-1.51423871 -0.15048358  0.23013862 ... -1.05311983 -0.99986267
 -1.73606824]"
0.75533;0.76971;"[0.78666667 0.76       0.76666667 0.74       0.76       0.74
 0.78       0.71333333 0.70666667 0.8       ]";"[0.77428571 0.78857143 0.76857143 0.72571429 0.74571429 0.76857143
 0.76571429 0.8        0.77142857 0.78857143]";[-1 -1  1 ... -1 -1 -1];"[-0.97669638 -0.45366451  0.6919081  ... -0.09296433 -0.11450723
 -1.19088442]";"[-0.74906083 -0.12189001 -0.39761327 ... -0.35372325 -0.10489585
 -0.73493745]"
0.75467;0.76943;"[0.78666667 0.75333333 0.76666667 0.73333333 0.76666667 0.74
 0.78       0.72       0.70666667 0.79333333]";"[0.76857143 0.78857143 0.77142857 0.72571429 0.74571429 0.76571429
 0.76571429 0.8        0.77142857 0.79142857]";[-1 -1  1 ... -1 -1 -1];"[-0.98408964 -0.45411669  0.68734646 ... -0.09651814 -0.11759531
 -1.19323998]";"[-0.75303316 -0.11981426 -0.39626606 ... -0.34851026 -0.10536241
 -0.73119322]"
0.754;0.79543;"[0.77333333 0.73333333 0.76666667 0.73333333 0.77333333 0.74666667
 0.78666667 0.71333333 0.70666667 0.80666667]";"[0.76285714 0.79714286 0.80857143 0.76857143 0.76       0.79428571
 0.79142857 0.81428571 0.82       0.83714286]";[-1 -1  1 ...  1 -1 -1];"[-1.18942615 -0.34822304  0.65566782 ...  0.03085417 -0.10021384
 -1.28041152]";"[-0.8882393  -0.13464332 -0.43418894 ... -0.38868248 -0.13310431
 -0.87476775]"
0.752;0.79514;"[0.77333333 0.73333333 0.76666667 0.73333333 0.77333333 0.74
 0.78666667 0.7        0.70666667 0.80666667]";"[0.76571429 0.79714286 0.80285714 0.76857143 0.76       0.79428571
 0.79142857 0.81428571 0.82       0.83714286]";[-1 -1  1 ...  1 -1 -1];"[-1.18828439 -0.34906879  0.65465612 ...  0.0328344  -0.09923571
 -1.28003175]";"[-0.88944768 -0.13444995 -0.43356015 ... -0.38614688 -0.12939963
 -0.87035196]"
0.75933;0.81543;"[0.78666667 0.76666667 0.78       0.72       0.78       0.74666667
 0.76       0.72666667 0.73333333 0.79333333]";"[0.80857143 0.82       0.82285714 0.78       0.78571429 0.79714286
 0.82285714 0.84       0.84857143 0.82857143]";[-1 -1  1 ...  1 -1 -1];"[-1.29679392 -0.16579138  0.62292336 ...  0.05563309 -0.41372846
 -1.39490278]";"[-0.9265945   0.03066333 -0.58051423 ... -0.52756715 -0.38779184
 -0.98405324]"
0.75733;0.81686;"[0.78666667 0.75333333 0.78       0.72       0.78       0.74
 0.76       0.72666667 0.74       0.78666667]";"[0.80571429 0.82285714 0.82285714 0.78571429 0.78285714 0.80571429
 0.82285714 0.84       0.84857143 0.83142857]";[-1 -1  1 ...  1 -1 -1];"[-1.2949262  -0.16637216  0.61962167 ...  0.05577682 -0.41633861
 -1.39254308]";"[-0.92814083  0.03195602 -0.58135119 ... -0.52617407 -0.37553854
 -0.98418107]"
0.768;0.80171;"[0.78       0.77333333 0.81333333 0.73333333 0.78       0.76666667
 0.76666667 0.73333333 0.74666667 0.78666667]";"[0.78857143 0.81714286 0.8        0.78       0.78285714 0.79428571
 0.82285714 0.81428571 0.81714286 0.8       ]";[-1 -1  1 ...  1 -1 -1];"[-1.30806951 -0.34031077  0.85959651 ...  0.10374867 -0.46794351
 -1.61803043]";"[-0.81810913  0.09006384 -0.65961131 ... -0.54929896 -0.49292292
 -0.90269505]"
0.76733;0.802;"[0.77333333 0.77333333 0.79333333 0.74666667 0.78       0.76666667
 0.76666667 0.72666667 0.74666667 0.8       ]";"[0.79142857 0.81428571 0.8        0.79142857 0.78285714 0.78857143
 0.82       0.81714286 0.82285714 0.79142857]";[-1 -1  1 ...  1 -1 -1];"[-1.27502277 -0.34801451  0.85490103 ...  0.08690718 -0.46252474
 -1.61278188]";"[-0.82888641  0.0964658  -0.66615764 ... -0.5714937  -0.46440717
 -0.90094875]"
0.72733;0.72286;"[0.77333333 0.72666667 0.78       0.68       0.76       0.65333333
 0.73333333 0.76       0.69333333 0.71333333]";"[0.73142857 0.75428571 0.69714286 0.68       0.74857143 0.71428571
 0.72857143 0.71428571 0.73428571 0.72571429]";[-1 -1  1 ... -1  1 -1];"[-1.11648401 -0.83630062  1.15053238 ... -0.38769361  0.17840537
 -1.91373915]";"[-1.23564326 -0.00919644 -0.22541552 ... -0.99048993 -0.99983971
 -1.48846845]"
0.718;0.72457;"[0.76       0.7        0.74666667 0.68       0.75333333 0.67333333
 0.7        0.74666667 0.68666667 0.73333333]";"[0.72285714 0.75142857 0.71142857 0.70285714 0.75142857 0.70571429
 0.73714286 0.7        0.71714286 0.74571429]";[-1 -1  1 ... -1  1 -1];"[-1.08496176 -0.81236286  1.12246344 ... -0.34949514  0.16185456
 -1.8538928 ]";"[-1.24070852 -0.01270978 -0.21870066 ... -1.00754823 -0.99995559
 -1.45375809]"
0.76;0.782;"[0.78       0.76       0.78       0.74       0.77333333 0.74
 0.77333333 0.73333333 0.71333333 0.80666667]";"[0.75428571 0.81428571 0.76857143 0.74857143 0.76857143 0.76857143
 0.79714286 0.81142857 0.78571429 0.80285714]";[-1 -1  1 ... -1 -1 -1];"[-1.1889632  -0.45730387  0.7869094  ... -0.10808486 -0.14448752
 -1.44675537]";"[-0.97974894 -0.08677316 -0.37345557 ... -0.47873875 -0.31500361
 -1.08935194]"
0.758;0.78314;"[0.78666667 0.76       0.77333333 0.72666667 0.76       0.72666667
 0.76666667 0.74666667 0.71333333 0.82      ]";"[0.75428571 0.81142857 0.78       0.75428571 0.76       0.77142857
 0.8        0.80857143 0.78857143 0.80285714]";[-1 -1  1 ... -1 -1 -1];"[-1.18600916 -0.45760621  0.7558073  ... -0.08346871 -0.13219023
 -1.44611327]";"[-0.94539162 -0.07951576 -0.37868752 ... -0.45418133 -0.27713906
 -1.0348539 ]"
0.74733;0.796;"[0.78       0.75333333 0.76666667 0.72666667 0.76666667 0.70666667
 0.76666667 0.72666667 0.7        0.78      ]";"[0.76285714 0.80857143 0.78       0.76857143 0.78285714 0.79714286
 0.79142857 0.82857143 0.82571429 0.81428571]";[-1 -1  1 ... -1 -1 -1];"[-1.26450299 -0.38925677  0.75352004 ... -0.01516525 -0.11180185
 -1.4885419 ]";"[-1.04245437 -0.06436255 -0.38250003 ... -0.49752137 -0.36563311
 -1.17037347]"
0.75067;0.79714;"[0.78       0.75333333 0.76666667 0.72666667 0.76666667 0.70666667
 0.77333333 0.74       0.7        0.79333333]";"[0.76857143 0.81142857 0.79428571 0.76857143 0.77428571 0.79142857
 0.79714286 0.82857143 0.82       0.81714286]";[-1 -1  1 ...  1 -1 -1];"[-1.28232096 -0.39050725  0.73238097 ...  0.01253997 -0.09195569
 -1.47455091]";"[-1.00776026 -0.06278944 -0.39322155 ... -0.4843976  -0.31920185
 -1.10526714]"
0.75667;0.8;"[0.78666667 0.75333333 0.77333333 0.74666667 0.77333333 0.72666667
 0.77333333 0.74       0.73333333 0.76      ]";"[0.76571429 0.82       0.78       0.78285714 0.77428571 0.78
 0.82571429 0.82285714 0.83428571 0.81428571]";[-1 -1  1 ...  1 -1 -1];"[-1.28620198 -0.29440529  0.7536637  ...  0.03326111 -0.1863514
 -1.62192408]";"[-1.03665305  0.02521973 -0.44004009 ... -0.59066538 -0.58301791
 -1.2327981 ]"
0.758;0.80314;"[0.78666667 0.75333333 0.76       0.74       0.78666667 0.73333333
 0.77333333 0.74       0.72666667 0.78      ]";"[0.77428571 0.81714286 0.8        0.78       0.77714286 0.78857143
 0.81714286 0.83142857 0.83142857 0.81428571]";[-1 -1  1 ...  1 -1 -1];"[-1.29759622 -0.32021393  0.71807255 ...  0.04203593 -0.13244339
 -1.61260316]";"[-1.00355005  0.03015353 -0.46026963 ... -0.57551273 -0.51785309
 -1.16959674]"
0.75533;0.79257;"[0.78       0.76666667 0.78       0.74666667 0.76666667 0.72
 0.77333333 0.74       0.72666667 0.75333333]";"[0.76285714 0.81714286 0.77714286 0.76285714 0.79142857 0.78285714
 0.81428571 0.8        0.82571429 0.79142857]";[-1 -1  1 ...  1 -1 -1];"[-1.19238896 -0.35260395  0.90302225 ...  0.02277429 -0.325468
 -1.75088194]";"[-0.95643075  0.10650234 -0.48581293 ... -0.6040425  -0.61809265
 -1.25262763]"
0.76;0.796;"[0.78       0.77333333 0.76       0.74666667 0.78666667 0.76
 0.76666667 0.74666667 0.73333333 0.74666667]";"[0.77428571 0.81142857 0.79428571 0.76857143 0.78571429 0.78285714
 0.81714286 0.80285714 0.83142857 0.79142857]";[-1 -1  1 ...  1 -1 -1];"[-1.18721607 -0.37853297  0.87994701 ...  0.02576498 -0.24836105
 -1.75069191]";"[-0.92677152  0.11420614 -0.50029685 ... -0.59627146 -0.54714854
 -1.14990872]"
0.71733;0.72429;"[0.76666667 0.70666667 0.77333333 0.65333333 0.73333333 0.63333333
 0.75333333 0.75333333 0.70666667 0.69333333]";"[0.70857143 0.76285714 0.69142857 0.68285714 0.74285714 0.70857143
 0.73714286 0.73428571 0.74285714 0.73142857]";[-1 -1  1 ... -1 -1 -1];"[-0.90331479 -0.80992346  1.35791039 ... -0.72200216 -0.10691024
 -1.87724553]";"[-1.33116439  0.23111693 -0.14333104 ... -1.11766031 -0.7814936
 -1.57793915]"
0.70933;0.72629;"[0.76       0.69333333 0.72       0.66       0.76666667 0.67333333
 0.72       0.72       0.66666667 0.71333333]";"[0.71142857 0.76       0.70571429 0.7        0.74285714 0.70857143
 0.74857143 0.71142857 0.74       0.73428571]";[-1 -1  1 ... -1 -1 -1];"[-1.03813114 -0.80519797  1.11441473 ... -0.55866146 -0.07525522
 -1.88078391]";"[-1.43765816  0.1154771  -0.09844216 ... -1.12533957 -0.89439009
 -1.52387165]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99988228 0.9999025  0.99993638 ... 0.99991283 0.99991977 0.99988089];"[-0.99999311 -0.99997723 -0.99997173 ... -0.99998257 -0.99996631
 -0.99999097]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.9998726  0.99989548 0.99992908 ... 0.99990268 0.99991139 0.99987276];"[-0.99999257 -0.99997546 -0.99997015 ... -0.99998207 -0.99996412
 -0.99998885]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99942591 0.99971044 0.99997656 ... 0.99976937 0.99986724 0.99943024];"[-0.99995705 -0.99983113 -0.99979452 ... -0.99986514 -0.99976628
 -0.9999339 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99941488 0.99970583 0.99997721 ... 0.99977347 0.9998773  0.99942204];"[-0.99996641 -0.99983731 -0.99979933 ... -0.99985522 -0.99975773
 -0.99993706]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99565328 0.99692099 0.99857109 ... 0.99701355 0.99805093 0.99527027];"[-0.99956434 -0.9988516  -0.99868162 ... -0.99924799 -0.99889489
 -0.99965213]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99534967 0.99660575 0.99831963 ... 0.99677747 0.99806834 0.99492723];"[-0.99968564 -0.99895482 -0.99876873 ... -0.99916659 -0.99883001
 -0.99969705]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98625185 0.99004134 0.99609266 ... 0.99083038 0.99221888 0.98440578];"[-0.99907759 -0.9969498  -0.99638106 ... -0.99827257 -0.99723493
 -0.99988332]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98577438 0.98909507 0.99573642 ... 0.99031429 0.99303938 0.98357187];"[-0.99908697 -0.99703948 -0.99647052 ... -0.99809934 -0.99695608
 -0.99995245]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.71229375 0.79503307 0.94425744 ... 0.80535372 0.83624354 0.75445541];"[-0.99976005 -0.9499833  -0.92667007 ... -0.98234951 -0.97048405
 -0.98625828]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.68254637 0.76857844 0.9471161  ... 0.78157504 0.88627239 0.72307908];"[-1.00063963 -0.95007949 -0.92622928 ... -0.98790249 -0.97410273
 -0.98963313]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99986007 0.99988252 0.99994447 ... 0.99990276 0.99993408 0.99985546];"[-1.00000382 -0.9999731  -0.99995897 ... -0.99997397 -0.99995998
 -0.99999036]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99982015 0.99985474 0.99992011 ... 0.99987475 0.9999014  0.99981998];"[-0.99999851 -0.99997658 -0.99996214 ... -0.99997928 -0.99995993
 -0.99999731]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99898252 0.99947662 0.99985939 ... 0.99944299 0.99956876 0.99905591];"[-1.00003589 -0.99979457 -0.99972298 ... -0.99986708 -0.99982572
 -0.99998864]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99891785 0.99935904 0.99979566 ... 0.99939025 0.99964456 0.99895219];"[-1.00000575 -0.99982814 -0.99975301 ... -0.99977029 -0.99967117
 -0.99989785]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99386336 0.99602275 0.99801506 ... 0.99531226 0.99579219 0.99387245];"[-0.99981803 -0.99861342 -0.99827089 ... -0.99900161 -0.99921364
 -0.99961231]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99411401 0.99562431 0.99809834 ... 0.99555299 0.99800182 0.9936609 ];"[-0.99976319 -0.99882455 -0.99845706 ... -0.99924268 -0.99909289
 -0.9999402 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.9800498  0.98773126 0.99253087 ... 0.98547161 0.98412109 0.98038271];"[-0.9998834  -0.99636774 -0.99571249 ... -0.99784814 -0.99828335
 -0.99979885]"
