accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98211889 0.98719388 0.99469079 ... 0.98700486 0.99116938 0.98066361];"[-0.99950118 -0.9966536  -0.99577102 ... -0.99777324 -0.99765407
 -1.0000617 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.67703548 0.7725255  0.85659899 ... 0.74982911 0.73336383 0.75108171];"[-1.00315093 -0.94456258 -0.93233297 ... -0.96711885 -0.9815086
 -0.97268456]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.70214014 0.77689439 0.93461309 ... 0.76890104 0.87754691 0.74104328];"[-1.00496034 -0.9519505  -0.93384372 ... -0.98854563 -0.99146893
 -0.99103021]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99767347 0.99776032 0.99866691 ... 0.99798338 0.99814043 0.99756748];"[-0.99994641 -0.99981106 -0.99970876 ... -0.99986484 -0.99972279
 -0.99998354]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99755272 0.99766217 0.99856109 ... 0.99786616 0.99802427 0.99745805];"[-0.99989239 -0.99975606 -0.99965139 ... -0.99982803 -0.99968477
 -0.99994602]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98597883 0.98708069 0.99234043 ... 0.98842732 0.9897241  0.98526991];"[-0.99987567 -0.99894644 -0.99841449 ... -0.99924979 -0.99848807
 -1.00011369]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98569257 0.98687233 0.99213619 ... 0.98818695 0.98947621 0.98501442];"[-0.99968551 -0.99875337 -0.99821216 ... -0.99924518 -0.99846826
 -1.00011385]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.93902814 0.94371437 0.96879646 ... 0.94879353 0.9575056  0.93315825];"[-0.99880525 -0.99450549 -0.99202943 ... -0.99631912 -0.99324236
 -1.0003877 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.93840551 0.94307779 0.9683887  ... 0.94824999 0.95720596 0.93252619];"[-0.99870064 -0.99450355 -0.99196901 ... -0.99627555 -0.99308112
 -1.00042262]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.85364055 0.86544657 0.93447606 ... 0.87875855 0.89813728 0.8347551 ];"[-0.99604452 -0.98398979 -0.97799747 ... -0.99094884 -0.98291014
 -1.00283788]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.85268532 0.86320016 0.93409819 ... 0.87742978 0.89861198 0.83337994];"[-0.99535539 -0.98473706 -0.97778306 ... -0.99096349 -0.98197355
 -1.00226051]"
0.512;0.65457;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.63142857 0.65142857 0.68571429 0.66857143 0.65428571 0.62285714
 0.68285714 0.65142857 0.66       0.63714286]";[-1 -1  1 ... -1  1 -1];"[-0.52259819 -0.25519239  0.46007493 ... -0.21956639  0.08086015
 -0.57650997]";"[-1.03114034 -0.83987487 -0.72319339 ... -0.95383363 -0.89637884
 -1.03870993]"
0.512;0.64714;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.62857143 0.64857143 0.68857143 0.65142857 0.66       0.61142857
 0.66571429 0.62571429 0.65142857 0.64      ]";[-1 -1  1 ... -1  1 -1];"[-0.4909986  -0.25140135  0.51769028 ... -0.19134884  0.20022069
 -0.56489055]";"[-1.01479143 -0.85609356 -0.7214741  ... -0.95454509 -0.85274961
 -1.03785003]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99675716 0.9965898  0.99834167 ... 0.99713421 0.99780699 0.99646832];"[-1.00000581 -0.99970835 -0.99947525 ... -0.9997272  -0.99964462
 -1.00003514]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.9960881  0.99612188 0.99787024 ... 0.99653179 0.99722248 0.99589285];"[-0.99999276 -0.99974136 -0.99945876 ... -0.99971668 -0.99960163
 -1.0000553 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98091859 0.98169311 0.99008804 ... 0.98360882 0.98708109 0.97967882];"[-1.00023774 -0.99836554 -0.99733649 ... -0.9985329  -0.99815884
 -1.00005931]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.97962912 0.98091768 0.98986813 ... 0.98268858 0.98651388 0.97858396];"[-1.00012076 -0.99862106 -0.997279   ... -0.99862671 -0.9980101
 -1.00038371]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.92317563 0.92700614 0.9609237  ... 0.93277668 0.94866363 0.91712873];"[-1.00041227 -0.99308024 -0.98900998 ... -0.99469465 -0.99412115
 -1.00108214]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.92028998 0.92456456 0.96283012 ... 0.93079496 0.95037489 0.91388787];"[-0.9995971  -0.99339353 -0.98808575 ... -0.99469274 -0.99179806
 -1.00115819]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.82140203 0.83511687 0.91167366 ... 0.84451142 0.87633035 0.8081928 ];"[-1.00051623 -0.98126559 -0.97330308 ... -0.98743369 -0.98555448
 -1.00181921]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.81968169 0.83163296 0.92447599 ... 0.84411871 0.88599736 0.80398535];"[-0.99886396 -0.98326512 -0.97078668 ... -0.98791581 -0.98219106
 -1.00366986]"
0.512;0.65429;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.62571429 0.65714286 0.66       0.65142857 0.65428571 0.63714286
 0.67428571 0.65428571 0.66285714 0.66571429]";[-1 -1  1 ... -1  1 -1];"[-0.41632017 -0.29340506  0.31784567 ... -0.24791965  0.0499262
 -0.46692807]";"[-1.04227911 -0.84191536 -0.76653578 ... -0.91179602 -0.91300758
 -0.99213254]"
0.512;0.65714;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.64571429 0.67142857 0.67428571 0.66285714 0.64285714 0.62857143
 0.68       0.64       0.66857143 0.65714286]";[-1 -1  1 ... -1  1 -1];"[-0.46619864 -0.34151735  0.49786775 ... -0.27311541  0.18286129
 -0.53529356]";"[-1.01383963 -0.86015307 -0.72284824 ... -0.94270784 -0.87616463
 -1.0295002 ]"
