accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.96962958 0.97659037 0.9866138  ... 0.9734461  0.97628047 0.96527059];"[-0.99947878 -0.99555422 -0.99358491 ... -0.9969079  -0.99649674
 -1.00082148]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.96558355 0.97174478 0.98750602 ... 0.97032774 0.98081827 0.95982582];"[-0.99869722 -0.99464741 -0.99207543 ... -0.99662519 -0.99501037
 -1.00144062]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.60665105 0.69152891 0.81030017 ... 0.62731222 0.58232802 0.67749998];"[-0.99608557 -0.92831344 -0.90103422 ... -0.96659879 -0.98268993
 -0.9653613 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.587138   0.65701147 0.88705096 ... 0.59559543 0.81709183 0.62875151];"[-1.00667465 -0.92873599 -0.88792226 ... -0.9830209  -0.9875911
 -0.98361727]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98133716 0.98229668 0.98967207 ... 0.98379169 0.98496177 0.9786748 ];"[-0.9995446  -0.9988225  -0.99779364 ... -0.99908912 -0.99825053
 -1.00043418]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98101291 0.98227572 0.98953529 ... 0.9836163  0.98476097 0.97828269];"[-0.99951266 -0.99863087 -0.99769107 ... -0.99908258 -0.99825049
 -1.0004302 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.95417531 0.95682961 0.9748379  ... 0.96055189 0.96367695 0.94783206];"[-0.99920899 -0.99713109 -0.99485739 ... -0.99778716 -0.99581792
 -1.00123197]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.95304911 0.95641252 0.97416495 ... 0.95979739 0.96285948 0.94655449];"[-0.99923627 -0.99708659 -0.9948598  ... -0.99770076 -0.99572106
 -1.00118077]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.87566727 0.88442293 0.9363988  ... 0.89232922 0.90697081 0.85571506];"[-0.99757267 -0.99068278 -0.98425206 ... -0.99321513 -0.98718393
 -1.0029233 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.87378598 0.88380457 0.93569274 ... 0.891048   0.90528525 0.85350935];"[-0.99771973 -0.99078424 -0.98432139 ... -0.99283687 -0.98716949
 -1.00310558]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.7551557  0.77260841 0.88551075 ... 0.79085917 0.81942269 0.71238715];"[-0.99252525 -0.97803158 -0.96323788 ... -0.98575409 -0.97292022
 -1.00780934]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.75398255 0.771734   0.88656803 ... 0.79027351 0.81949355 0.71034332];"[-0.992246   -0.97778309 -0.96274326 ... -0.98550411 -0.97201758
 -1.00771791]"
0.512;0.71143;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.69714286 0.73714286 0.70857143 0.66571429 0.72571429 0.7
 0.73142857 0.72285714 0.7        0.72571429]";[-1 -1  1 ... -1 -1 -1];"[-0.79307656 -0.51284754  0.399976   ... -0.46727694 -0.14981174
 -0.86245963]";"[-1.03323706 -0.79461022 -0.61163744 ... -0.93074698 -0.85695651
 -1.03615593]"
0.512;0.70886;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.70571429 0.73428571 0.71428571 0.66571429 0.72285714 0.7
 0.73142857 0.70857143 0.69714286 0.70857143]";[-1 -1  1 ... -1  1 -1];"[-0.79043629 -0.52253511  0.44554368 ... -0.45788069  0.02449145
 -0.86552708]";"[-1.02589077 -0.81874501 -0.61342217 ... -0.93813073 -0.7549675
 -1.04184453]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.97873442 0.97742707 0.98915842 ... 0.98044826 0.98440203 0.97641809];"[-0.9998573  -0.99872889 -0.99674111 ... -0.99857192 -0.99787648
 -1.00032982]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.97540695 0.97585198 0.98753282 ... 0.97772005 0.98171417 0.97331016];"[-0.99975299 -0.99866751 -0.99632653 ... -0.99848028 -0.99752723
 -1.00034898]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.94883192 0.94682475 0.97383879 ... 0.95336087 0.96258094 0.94353039];"[-0.99989787 -0.99677072 -0.99241129 ... -0.99677859 -0.99508863
 -1.00092836]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.9417232  0.94350438 0.9710355  ... 0.94763565 0.95728297 0.93703919];"[-0.99936586 -0.99632861 -0.99122852 ... -0.99639173 -0.99412121
 -1.00092875]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.86422588 0.86082647 0.9311399  ... 0.87460674 0.90551058 0.84904272];"[-0.99914685 -0.99006422 -0.97900457 ... -0.99098794 -0.98686559
 -1.00159996]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.84842619 0.85224891 0.92761211 ... 0.8608223  0.89521385 0.8340195 ];"[-0.99886906 -0.99002499 -0.97616857 ... -0.99011392 -0.98399269
 -1.00281342]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.73660834 0.73690316 0.87022236 ... 0.75823135 0.81238239 0.70834913];"[-0.99930072 -0.97824471 -0.95805423 ... -0.98179756 -0.97505616
 -1.00362142]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.7110456  0.71990244 0.87140518 ... 0.73605525 0.80067369 0.68214079];"[-0.99744462 -0.97793033 -0.95094082 ... -0.9808425  -0.96901955
 -1.00548449]"
0.51333;0.69571;"[0.51333333 0.51333333 0.52       0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.51333333 0.50666667]";"[0.72285714 0.68       0.67714286 0.64285714 0.71142857 0.67714286
 0.72857143 0.71714286 0.68285714 0.71714286]";[-1 -1  1 ... -1 -1 -1];"[-0.59309099 -0.57591705  0.25350952 ... -0.50648926 -0.10867034
 -0.70979887]";"[-1.04171581 -0.81539557 -0.68646774 ... -0.90879582 -0.89521799
 -0.986038  ]"
0.512;0.70171;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.74571429 0.73714286 0.66857143 0.66       0.70857143 0.68
 0.72285714 0.71428571 0.67142857 0.70857143]";[-1 -1  1 ... -1  1 -1];"[-0.64532058 -0.57624637  0.46531228 ... -0.55010325  0.05669316
 -0.75335193]";"[-1.0200055  -0.82963632 -0.60358257 ... -0.92135392 -0.80531973
 -1.02830805]"
