accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.76533;0.80457;"[0.77333333 0.76       0.77333333 0.74       0.76666667 0.77333333
 0.76       0.76       0.74666667 0.8       ]";"[0.79428571 0.80571429 0.79714286 0.79142857 0.78857143 0.78285714
 0.82285714 0.81142857 0.83714286 0.81428571]";[-1 -1  1 ... -1 -1 -1];"[-1.38172612 -0.12325258  0.90997153 ... -0.01142542 -0.62111386
 -2.10068961]";"[-0.90154406  0.20012192 -0.64767855 ... -0.49576032 -0.35377887
 -1.52090996]"
0.736;0.72629;"[0.78       0.74666667 0.76666667 0.69333333 0.75333333 0.68
 0.72666667 0.77333333 0.72       0.72      ]";"[0.73142857 0.75714286 0.69142857 0.67714286 0.74857143 0.70857143
 0.73714286 0.72857143 0.73714286 0.74571429]";[-1 -1  1 ... -1 -1 -1];"[-1.00024844 -0.79732439  1.20367902 ... -0.28627393 -0.91713068
 -1.80844247]";"[-1.24374603  0.01194252 -0.04237069 ... -1.05038167 -1.00020021
 -1.37945864]"
0.73067;0.72314;"[0.76666667 0.72666667 0.75333333 0.70666667 0.76       0.68666667
 0.72       0.75333333 0.7        0.73333333]";"[0.73142857 0.75714286 0.69428571 0.69142857 0.74571429 0.7
 0.73714286 0.71428571 0.72       0.74      ]";[-1 -1  1 ... -1 -1 -1];"[-0.99965852 -0.7747719   1.18118426 ... -0.23318663 -0.50935509
 -1.77799587]";"[-1.21563471  0.01613106 -0.05514052 ... -1.02949107  0.16688399
 -1.35980605]"
0.76067;0.802;"[0.78666667 0.76       0.77333333 0.74666667 0.79333333 0.75333333
 0.74       0.76       0.71333333 0.78      ]";"[0.78       0.82       0.79714286 0.76857143 0.79714286 0.77714286
 0.80857143 0.83142857 0.81142857 0.82857143]";[-1 -1  1 ... -1 -1 -1];"[-1.19323478 -0.3218973   0.93640993 ... -0.19472591 -0.26841126
 -1.95206616]";"[-1.04917311 -0.02583913 -0.38905353 ... -0.57893831 -0.34839996
 -1.45786406]"
0.75667;0.80657;"[0.78       0.75333333 0.75333333 0.72666667 0.77333333 0.74666667
 0.75333333 0.77333333 0.71333333 0.79333333]";"[0.78571429 0.81428571 0.80857143 0.77428571 0.8        0.78285714
 0.8        0.84571429 0.81428571 0.84      ]";[-1 -1  1 ... -1 -1 -1];"[-1.22479217 -0.32866059  0.90644391 ... -0.14251892 -0.28956607
 -1.90685264]";"[-1.07286771  0.00727825 -0.4069517  ... -0.51376675 -0.26481482
 -1.39973136]"
0.76;0.808;"[0.78666667 0.76       0.76       0.75333333 0.78       0.75333333
 0.75333333 0.76666667 0.7        0.78666667]";"[0.78571429 0.83142857 0.79428571 0.78285714 0.8        0.78571429
 0.80285714 0.84       0.82       0.83714286]";[-1 -1  1 ... -1 -1 -1];"[-1.18900476 -0.30134963  0.90710827 ... -0.17466406 -0.27628288
 -1.97460551]";"[-1.03445941 -0.00816233 -0.38641988 ... -0.6003056  -0.37835606
 -1.4668256 ]"
0.75533;0.80714;"[0.78666667 0.75333333 0.75333333 0.74       0.77333333 0.74666667
 0.75333333 0.76       0.71333333 0.77333333]";"[0.78285714 0.82285714 0.80285714 0.77428571 0.79714286 0.78
 0.81714286 0.84       0.82       0.83428571]";[-1 -1  1 ... -1 -1 -1];"[-1.23618437 -0.30264443  0.88170168 ... -0.11719476 -0.28887156
 -1.9244112 ]";"[-1.0611351   0.02047874 -0.40297478 ... -0.53093759 -0.28881599
 -1.42958849]"
0.76;0.80343;"[0.79333333 0.78       0.75333333 0.77333333 0.74666667 0.74666667
 0.76       0.75333333 0.72       0.77333333]";"[0.77714286 0.82       0.78571429 0.77428571 0.79428571 0.77714286
 0.82571429 0.83428571 0.82285714 0.82285714]";[-1 -1  1 ... -1 -1 -1];"[-1.2290541  -0.19504333  0.89309213 ... -0.26244997 -0.34910019
 -2.0253962 ]";"[-1.03704519  0.0501498  -0.39812419 ... -0.68150331 -0.59307126
 -1.50056425]"
0.76067;0.80571;"[0.79333333 0.77333333 0.75333333 0.76       0.76       0.74666667
 0.76       0.75333333 0.72666667 0.78      ]";"[0.8        0.81714286 0.80285714 0.77714286 0.79428571 0.77428571
 0.81714286 0.83142857 0.82285714 0.82      ]";[-1 -1  1 ... -1 -1 -1];"[-1.29631841 -0.19972665  0.85299253 ... -0.18694203 -0.36180418
 -1.99063978]";"[-1.03723566  0.073063   -0.43082874 ... -0.61509428 -0.47361623
 -1.43220122]"
0.76533;0.79343;"[0.79333333 0.78       0.78666667 0.77333333 0.76666667 0.74
 0.74       0.74666667 0.75333333 0.77333333]";"[0.78857143 0.80285714 0.78285714 0.75428571 0.79428571 0.78285714
 0.81714286 0.81142857 0.80571429 0.79428571]";[-1 -1  1 ... -1 -1 -1];"[-1.18688247 -0.21444256  0.97914637 ... -0.20945467 -0.45803555
 -2.00694608]";"[-0.9869302   0.16549441 -0.42558288 ... -0.67575057 -0.68841996
 -1.48783921]"
0.764;0.79543;"[0.78       0.78       0.77333333 0.75333333 0.76666667 0.76666667
 0.74       0.74       0.74666667 0.79333333]";"[0.78571429 0.79428571 0.79428571 0.75428571 0.78       0.78285714
 0.82       0.81428571 0.82285714 0.80571429]";[-1 -1  1 ... -1 -1 -1];"[-1.32989234 -0.21959042  0.96704195 ... -0.12164996 -0.44794621
 -2.02388141]";"[-0.97005577  0.1955346  -0.46093837 ... -0.65109256 -0.55162413
 -1.40677378]"
0.72333;0.72857;"[0.77333333 0.73333333 0.74666667 0.66       0.74666667 0.66666667
 0.76       0.75333333 0.70666667 0.68666667]";"[0.72285714 0.75714286 0.70571429 0.67714286 0.74571429 0.71714286
 0.74       0.74571429 0.74285714 0.73142857]";[-1 -1  1 ... -1 -1 -1];"[-0.89307391 -0.77901097  1.4378451  ... -0.62663894 -0.37692687
 -1.8515615 ]";"[-1.27824756  0.21783424 -0.01844819 ... -1.15455444 -0.85201202
 -1.37891302]"
0.712;0.72886;"[0.76666667 0.70666667 0.71333333 0.68       0.76666667 0.68666667
 0.72666667 0.72       0.68       0.67333333]";"[0.72857143 0.74571429 0.71428571 0.70571429 0.73142857 0.70285714
 0.74285714 0.72285714 0.75142857 0.74285714]";[-1 -1  1 ... -1 -1 -1];"[-0.99964881 -0.80816926  1.21890182 ... -0.44396913 -0.47736116
 -1.77629059]";"[-1.26373915  0.09773879 -0.01301042 ... -1.08426663 -0.30930088
 -1.369309  ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99868287 0.99898816 0.99953643 ... 0.99908469 0.99921666 0.9982378 ];"[-0.99993848 -0.99981631 -0.999739   ... -0.99984965 -0.99971785
 -1.00007509]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99856593 0.99892255 0.99949219 ... 0.99899954 0.99914269 0.99807419];"[-0.99998591 -0.99983823 -0.99975896 ... -0.99984911 -0.99970929
 -1.00007422]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99594746 0.99680345 0.99823437 ... 0.99704669 0.99747382 0.99487715];"[-0.9998624  -0.99955163 -0.99935742 ... -0.99960313 -0.99930121
 -1.00012781]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99566265 0.99665168 0.99815981 ... 0.99689374 0.9973234  0.9944824 ];"[-0.99986112 -0.99949495 -0.9992854  ... -0.9992985  -0.99898412
 -0.99987356]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98713501 0.98997478 0.99450807 ... 0.98989323 0.99251168 0.98367863];"[-0.99961455 -0.99840457 -0.99776978 ... -0.99879599 -0.99770476
 -1.00059803]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98608319 0.98919942 0.99404469 ... 0.98913646 0.9922702  0.98235488];"[-0.99948414 -0.99816751 -0.99751508 ... -0.99893634 -0.99782779
 -1.00108388]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.97228962 0.97837245 0.99007258 ... 0.9789022  0.98270199 0.96453322];"[-0.99859021 -0.99555768 -0.99406696 ... -0.99723902 -0.99485087
 -1.00119615]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.96957012 0.97566252 0.98884739 ... 0.97683943 0.98249763 0.96122145];"[-0.99846871 -0.99518627 -0.99368647 ... -0.99713104 -0.99435465
 -1.00164141]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.59624043 0.6947357  0.89790413 ... 0.68642453 0.67684977 0.64937883];"[-0.99815452 -0.92755643 -0.88591283 ... -0.97582514 -0.94780221
 -0.97547656]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.52325022 0.63691909 0.88604909 ... 0.63078912 0.77095567 0.5831002 ];"[-1.00467172 -0.92633197 -0.88167851 ... -0.98139322 -0.94768796
 -0.98124737]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99851594 0.99873587 0.9994956  ... 0.99887731 0.99919602 0.99820933];"[-0.9999954  -0.99986135 -0.9996998  ... -0.99984681 -0.99972281
 -1.0000696 ]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99804981 0.99845454 0.9993291  ... 0.99853151 0.99890478 0.99767356];"[-0.99999594 -0.99982202 -0.99965293 ... -0.99983624 -0.99965857
 -1.00009751]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99567697 0.9964669  0.99826289 ... 0.99664328 0.99743724 0.9949729 ];"[-1.00000439 -0.99965368 -0.999279   ... -0.9996024  -0.99934871
 -1.00015278]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99457347 0.99569552 0.99787934 ... 0.9957753  0.99689589 0.99376518];"[-0.99998005 -0.99950227 -0.99910926 ... -0.99952421 -0.99922401
 -1.00031969]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98680084 0.98922857 0.99436246 ... 0.98853539 0.99172481 0.98451863];"[-0.99977737 -0.99821054 -0.99719617 ... -0.99878943 -0.99834483
 -1.00046766]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.98385883 0.98642787 0.99317383 ... 0.98578809 0.9923065  0.981092  ];"[-0.9995808  -0.99784942 -0.9966367  ... -0.99860759 -0.99758538
 -1.00075031]"
