accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.756;0.772;"[0.74666667 0.78666667 0.80666667 0.70666667 0.78       0.73333333
 0.78666667 0.74666667 0.72       0.74666667]";"[0.76       0.79142857 0.79428571 0.71714286 0.76       0.76285714
 0.79142857 0.78285714 0.78571429 0.77428571]";[-1 -1  1 ... -1 -1 -1];"[[0.6246333  0.3753667 ]
 [0.56361072 0.43638928]
 [0.39712599 0.60287401]
 ...
 [0.55713607 0.44286393]
 [0.50099453 0.49900547]
 [0.64437845 0.35562155]]";"[[0.59738492 0.40261508]
 [0.5084445  0.4915555 ]
 [0.49850792 0.50149208]
 ...
 [0.55796724 0.44203276]
 [0.4846221  0.5153779 ]
 [0.61381195 0.38618805]]"
0.708;0.71714;"[0.7        0.70666667 0.74666667 0.67333333 0.74666667 0.60666667
 0.76666667 0.73333333 0.68       0.72      ]";"[0.70571429 0.74571429 0.70857143 0.67142857 0.72285714 0.70285714
 0.72       0.74285714 0.71428571 0.73714286]";[-1 -1  1 ... -1 -1 -1];"[[0.63631825 0.36368175]
 [0.6250987  0.3749013 ]
 [0.36331698 0.63668302]
 ...
 [0.57983276 0.42016724]
 [0.50890258 0.49109742]
 [0.68847482 0.31152518]]";"[[0.67865285 0.32134715]
 [0.53307703 0.46692297]
 [0.45478563 0.54521437]
 ...
 [0.63704142 0.36295858]
 [0.52869679 0.47130321]
 [0.66776941 0.33223059]]"
0.70533;0.71514;"[0.68666667 0.72       0.73333333 0.68       0.72       0.61333333
 0.75333333 0.74       0.66666667 0.74      ]";"[0.7        0.74285714 0.71428571 0.68       0.71714286 0.69428571
 0.71714286 0.74285714 0.71714286 0.72571429]";[-1 -1  1 ... -1  1 -1];"[[0.65123822 0.34876178]
 [0.62605675 0.37394325]
 [0.35314473 0.64685527]
 ...
 [0.58524899 0.41475101]
 [0.49883482 0.50116518]
 [0.69939531 0.30060469]]";"[[0.69499597 0.30500403]
 [0.52541155 0.47458845]
 [0.45169685 0.54830315]
 ...
 [0.65570334 0.34429666]
 [0.52553869 0.47446131]
 [0.68302446 0.31697554]]"
0.75133;0.75457;"[0.74666667 0.75333333 0.78       0.72       0.81333333 0.71333333
 0.78       0.74666667 0.7        0.76      ]";"[0.75428571 0.76571429 0.75428571 0.72285714 0.74571429 0.74571429
 0.78857143 0.76285714 0.75428571 0.75142857]";[-1 -1  1 ... -1  1 -1];"[[0.55699642 0.44300358]
 [0.52710393 0.47289607]
 [0.45225163 0.54774837]
 ...
 [0.51399625 0.48600375]
 [0.49118476 0.50881524]
 [0.56856764 0.43143236]]";"[[0.56682724 0.43317276]
 [0.51357138 0.48642862]
 [0.49717298 0.50282702]
 ...
 [0.52784544 0.47215456]
 [0.49728596 0.50271404]
 [0.55825307 0.44174693]]"
0.748;0.75457;"[0.74666667 0.76666667 0.77333333 0.71333333 0.79333333 0.71333333
 0.76666667 0.75333333 0.7        0.75333333]";"[0.76       0.76285714 0.75428571 0.70857143 0.75714286 0.75142857
 0.78285714 0.76857143 0.75142857 0.74857143]";[-1 -1  1 ... -1  1 -1];"[[0.56597148 0.43402852]
 [0.52882943 0.47117057]
 [0.44873663 0.55126337]
 ...
 [0.51590211 0.48409789]
 [0.4913796  0.5086204 ]
 [0.57557806 0.42442194]]";"[[0.57215686 0.42784314]
 [0.51189353 0.48810647]
 [0.49583043 0.50416957]
 ...
 [0.52974157 0.47025843]
 [0.49385554 0.50614446]
 [0.56368663 0.43631337]]"
0.74067;0.77229;"[0.72666667 0.73333333 0.78       0.7        0.8        0.69333333
 0.76       0.75333333 0.69333333 0.76666667]";"[0.77142857 0.80857143 0.77428571 0.72       0.77428571 0.77142857
 0.76571429 0.78285714 0.78285714 0.77142857]";[-1 -1  1 ... -1  1 -1];"[[0.58738594 0.41261406]
 [0.53882987 0.46117013]
 [0.45254161 0.54745839]
 ...
 [0.52609826 0.47390174]
 [0.49486167 0.50513833]
 [0.59422763 0.40577237]]";"[[0.58271113 0.41728887]
 [0.51670109 0.48329891]
 [0.49750114 0.50249886]
 ...
 [0.53262487 0.46737513]
 [0.500346   0.499654  ]
 [0.57545888 0.42454112]]"
0.748;0.76943;"[0.74       0.73333333 0.77333333 0.72666667 0.79333333 0.71333333
 0.75333333 0.75333333 0.71333333 0.78      ]";"[0.77142857 0.80571429 0.77142857 0.71714286 0.77428571 0.77142857
 0.75428571 0.78285714 0.77428571 0.77142857]";[-1 -1  1 ... -1  1 -1];"[[0.60046287 0.39953713]
 [0.5404692  0.4595308 ]
 [0.44776225 0.55223775]
 ...
 [0.52746152 0.47253848]
 [0.49195695 0.50804305]
 [0.6028909  0.3971091 ]]";"[[0.5901237  0.4098763 ]
 [0.51536041 0.48463959]
 [0.49592835 0.50407165]
 ...
 [0.53453647 0.46546353]
 [0.49619456 0.50380544]
 [0.58348078 0.41651922]]"
0.748;0.77314;"[0.73333333 0.74666667 0.79333333 0.72       0.80666667 0.69333333
 0.76       0.74       0.71333333 0.77333333]";"[0.76571429 0.80571429 0.78       0.72       0.77714286 0.77428571
 0.78285714 0.77428571 0.77714286 0.77428571]";[-1 -1  1 ... -1 -1 -1];"[[0.59811983 0.40188017]
 [0.54820846 0.45179154]
 [0.44137696 0.55862304]
 ...
 [0.54256196 0.45743804]
 [0.50106648 0.49893352]
 [0.61276054 0.38723946]]";"[[0.58633556 0.41366444]
 [0.51661715 0.48338285]
 [0.49617362 0.50382638]
 ...
 [0.53948962 0.46051038]
 [0.506844   0.493156  ]
 [0.58652061 0.41347939]]"
0.75667;0.77429;"[0.72666667 0.76       0.79333333 0.72666667 0.8        0.72
 0.76       0.76       0.72666667 0.79333333]";"[0.76571429 0.8        0.78285714 0.72       0.76571429 0.77714286
 0.78857143 0.78285714 0.78285714 0.77714286]";[-1 -1  1 ... -1  1 -1];"[[0.61275083 0.38724917]
 [0.54962211 0.45037789]
 [0.43332655 0.56667345]
 ...
 [0.54630291 0.45369709]
 [0.49645036 0.50354964]
 [0.62325485 0.37674515]]";"[[0.59360059 0.40639941]
 [0.51421772 0.48578228]
 [0.49460468 0.50539532]
 ...
 [0.5437701  0.4562299 ]
 [0.50336006 0.49663994]
 [0.5986702  0.4013298 ]]"
0.74267;0.76571;"[0.72666667 0.76666667 0.78666667 0.7        0.78666667 0.68
 0.78666667 0.73333333 0.7        0.76      ]";"[0.76       0.78285714 0.79428571 0.71142857 0.74857143 0.77428571
 0.76571429 0.76571429 0.78285714 0.77142857]";[-1 -1  1 ... -1 -1 -1];"[[0.6034765  0.3965235 ]
 [0.56536158 0.43463842]
 [0.41944374 0.58055626]
 ...
 [0.5529891  0.4470109 ]
 [0.50621028 0.49378972]
 [0.62514639 0.37485361]]";"[[0.59343956 0.40656044]
 [0.51525563 0.48474437]
 [0.49421568 0.50578432]
 ...
 [0.54449114 0.45550886]
 [0.5041372  0.4958628 ]
 [0.60143557 0.39856443]]"
0.75333;0.76314;"[0.73333333 0.76666667 0.8        0.72666667 0.78       0.70666667
 0.76666667 0.77333333 0.71333333 0.76666667]";"[0.76285714 0.78       0.78857143 0.70285714 0.73714286 0.77714286
 0.76857143 0.76       0.78285714 0.77142857]";[-1 -1  1 ... -1 -1 -1];"[[0.61890683 0.38109317]
 [0.56899388 0.43100612]
 [0.40484882 0.59515118]
 ...
 [0.55762812 0.44237188]
 [0.50225242 0.49774758]
 [0.63793501 0.36206499]]";"[[0.5983696  0.4016304 ]
 [0.51010788 0.48989212]
 [0.49194546 0.50805454]
 ...
 [0.54949819 0.45050181]
 [0.49879594 0.50120406]
 [0.61777998 0.38222002]]"
0.69933;0.71629;"[0.69333333 0.71333333 0.72       0.66       0.73333333 0.62666667
 0.77333333 0.70666667 0.66       0.70666667]";"[0.70285714 0.75428571 0.71142857 0.66857143 0.72285714 0.70571429
 0.71714286 0.73714286 0.71714286 0.72571429]";[-1 -1  1 ... -1 -1 -1];"[[0.60394015 0.39605985]
 [0.62239275 0.37760725]
 [0.40311816 0.59688184]
 ...
 [0.56311832 0.43688168]
 [0.51316578 0.48683422]
 [0.65093982 0.34906018]]";"[[0.6378519  0.3621481 ]
 [0.54170361 0.45829639]
 [0.46882003 0.53117997]
 ...
 [0.58296122 0.41703878]
 [0.52848154 0.47151846]
 [0.62758176 0.37241824]]"
0.69867;0.71029;"[0.68       0.72       0.70666667 0.68666667 0.72       0.60666667
 0.77333333 0.72666667 0.66       0.70666667]";"[0.70571429 0.74       0.70571429 0.66857143 0.71428571 0.68571429
 0.71714286 0.73142857 0.70285714 0.73142857]";[-1 -1  1 ... -1 -1 -1];"[[0.62988619 0.37011381]
 [0.62845757 0.37154243]
 [0.37678924 0.62321076]
 ...
 [0.57495239 0.42504761]
 [0.50095039 0.49904961]
 [0.67356342 0.32643658]]";"[[0.6647582  0.3352418 ]
 [0.52599599 0.47400401]
 [0.45788473 0.54211527]
 ...
 [0.60972133 0.39027867]
 [0.52391434 0.47608566]
 [0.65842655 0.34157345]]"
0.75667;0.76543;"[0.75333333 0.77333333 0.77333333 0.74666667 0.78666667 0.71333333
 0.79333333 0.74666667 0.69333333 0.78666667]";"[0.76       0.77714286 0.76285714 0.72285714 0.74571429 0.76571429
 0.78285714 0.78       0.76571429 0.79142857]";[-1 -1  1 ... -1  1 -1];"[[0.74358942 0.25641058]
 [0.64586236 0.35413764]
 [0.0542989  0.9457011 ]
 ...
 [0.59523887 0.40476113]
 [0.46400997 0.53599003]
 [0.82858626 0.17141374]]";"[[0.71283727 0.28716273]
 [0.57039299 0.42960701]
 [0.545126   0.454874  ]
 ...
 [0.69695146 0.30304854]
 [0.40906634 0.59093366]
 [0.73907132 0.26092868]]"
0.75733;0.76514;"[0.75333333 0.77333333 0.76666667 0.74666667 0.79333333 0.71333333
 0.79333333 0.74666667 0.7        0.78666667]";"[0.76       0.77714286 0.76571429 0.72       0.74285714 0.76571429
 0.78285714 0.78       0.76857143 0.78857143]";[-1 -1  1 ... -1  1 -1];"[[0.74616994 0.25383006]
 [0.64677124 0.35322876]
 [0.05414316 0.94585684]
 ...
 [0.59724713 0.40275287]
 [0.46609031 0.53390969]
 [0.83002904 0.16997096]]";"[[0.7126652  0.2873348 ]
 [0.56997291 0.43002709]
 [0.54458683 0.45541317]
 ...
 [0.69735924 0.30264076]
 [0.40794496 0.59205504]
 [0.73933033 0.26066967]]"
0.75467;0.77086;"[0.73333333 0.76666667 0.78       0.73333333 0.80666667 0.70666667
 0.78       0.73333333 0.71333333 0.79333333]";"[0.76       0.78       0.77428571 0.70857143 0.76       0.78571429
 0.78285714 0.80285714 0.77428571 0.78      ]";[-1 -1  1 ... -1  1 -1];"[[0.8260966  0.1739034 ]
 [0.74960776 0.25039224]
 [0.07063054 0.92936946]
 ...
 [0.6374934  0.3625066 ]
 [0.43715685 0.56284315]
 [0.88038169 0.11961831]]";"[[0.77328743 0.22671257]
 [0.62490987 0.37509013]
 [0.57561766 0.42438234]
 ...
 [0.71983504 0.28016496]
 [0.41021068 0.58978932]
 [0.80461851 0.19538149]]"
0.754;0.77057;"[0.73333333 0.76666667 0.78       0.74       0.8        0.70666667
 0.78       0.73333333 0.70666667 0.79333333]";"[0.76       0.78       0.77714286 0.70857143 0.76       0.78571429
 0.78285714 0.80285714 0.76857143 0.78      ]";[-1 -1  1 ... -1  1 -1];"[[0.8276332  0.1723668 ]
 [0.75025614 0.24974386]
 [0.07007355 0.92992645]
 ...
 [0.63723945 0.36276055]
 [0.43692018 0.56307982]
 [0.8812526  0.1187474 ]]";"[[0.77300385 0.22699615]
 [0.62495842 0.37504158]
 [0.57502001 0.42497999]
 ...
 [0.71984342 0.28015658]
 [0.40818056 0.59181944]
 [0.80494185 0.19505815]]"
0.75467;0.77514;"[0.73333333 0.74       0.76666667 0.74       0.82       0.72666667
 0.78666667 0.74       0.7        0.79333333]";"[0.76285714 0.80285714 0.78       0.70571429 0.76285714 0.77428571
 0.80285714 0.80857143 0.77428571 0.77714286]";[-1 -1  1 ... -1 -1 -1];"[[0.86285171 0.13714829]
 [0.73296399 0.26703601]
 [0.09133317 0.90866683]
 ...
 [0.69985852 0.30014148]
 [0.51349021 0.48650979]
 [0.90723026 0.09276974]]";"[[0.79740095 0.20259905]
 [0.61340931 0.38659069]
 [0.61820094 0.38179906]
 ...
 [0.77459436 0.22540564]
 [0.49065446 0.50934554]
 [0.84554745 0.15445255]]"
0.75333;0.77514;"[0.72666667 0.74       0.76666667 0.74       0.82       0.72
 0.78666667 0.74       0.7        0.79333333]";"[0.76       0.80285714 0.78       0.70857143 0.76285714 0.77714286
 0.8        0.80857143 0.77428571 0.77714286]";[-1 -1  1 ... -1 -1 -1];"[[0.86360266 0.13639734]
 [0.73378484 0.26621516]
 [0.09051326 0.90948674]
 ...
 [0.69911445 0.30088555]
 [0.51065396 0.48934604]
 [0.90774057 0.09225943]]";"[[0.79700377 0.20299623]
 [0.61338965 0.38661035]
 [0.61828654 0.38171346]
 ...
 [0.77518761 0.22481239]
 [0.48686345 0.51313655]
 [0.84638173 0.15361827]]"
0.75067;0.76114;"[0.72       0.75333333 0.82666667 0.72       0.78666667 0.72666667
 0.79333333 0.72666667 0.68       0.77333333]";"[0.75428571 0.81142857 0.78571429 0.69142857 0.74285714 0.77428571
 0.75142857 0.78       0.75714286 0.76285714]";[-1 -1  1 ... -1 -1 -1];"[[0.81267631 0.18732369]
 [0.75988884 0.24011116]
 [0.08560621 0.91439379]
 ...
 [0.73534834 0.26465166]
 [0.53721767 0.46278233]
 [0.87972962 0.12027038]]";"[[0.78111325 0.21888675]
 [0.59143566 0.40856434]
 [0.60369339 0.39630661]
 ...
 [0.80289193 0.19710807]
 [0.4932715  0.5067285 ]
 [0.8357345  0.1642655 ]]"
0.75;0.762;"[0.72       0.75333333 0.82666667 0.72       0.78       0.72666667
 0.78666667 0.73333333 0.68       0.77333333]";"[0.76       0.81142857 0.78857143 0.69142857 0.73714286 0.77142857
 0.76       0.77428571 0.76       0.76571429]";[-1 -1  1 ... -1 -1 -1];"[[0.81276398 0.18723602]
 [0.76213933 0.23786067]
 [0.08416318 0.91583682]
 ...
 [0.73507842 0.26492158]
 [0.53269254 0.46730746]
 [0.88015339 0.11984661]]";"[[0.77904043 0.22095957]
 [0.5919642  0.4080358 ]
 [0.6039484  0.3960516 ]
 ...
 [0.80368204 0.19631796]
 [0.4879222  0.5120778 ]
 [0.83661016 0.16338984]]"
0.69333;0.71257;"[0.7        0.70666667 0.71333333 0.67333333 0.72666667 0.6
 0.76666667 0.69333333 0.64       0.71333333]";"[0.70857143 0.74857143 0.70285714 0.66       0.71714286 0.72571429
 0.72285714 0.70857143 0.71428571 0.71714286]";[-1 -1  1 ... -1 -1 -1];"[[0.80195967 0.19804033]
 [0.76263044 0.23736956]
 [0.21378747 0.78621253]
 ...
 [0.73614559 0.26385441]
 [0.57237166 0.42762834]
 [0.91186123 0.08813877]]";"[[0.85318388 0.14681612]
 [0.63131548 0.36868452]
 [0.41121577 0.58878423]
 ...
 [0.85936716 0.14063284]
 [0.59652102 0.40347898]
 [0.90877199 0.09122801]]"
0.69333;0.71086;"[0.7        0.70666667 0.71333333 0.68       0.70666667 0.59333333
 0.76       0.69333333 0.66666667 0.71333333]";"[0.70285714 0.74857143 0.70285714 0.65428571 0.71714286 0.72571429
 0.72285714 0.70857143 0.70571429 0.72      ]";[-1 -1  1 ... -1 -1 -1];"[[0.80206929 0.19793071]
 [0.76380343 0.23619657]
 [0.20816517 0.79183483]
 ...
 [0.73423238 0.26576762]
 [0.5544851  0.4455149 ]
 [0.91433979 0.08566021]]";"[[0.8529036  0.1470964 ]
 [0.63124741 0.36875259]
 [0.40922039 0.59077961]
 ...
 [0.86418573 0.13581427]
 [0.57889806 0.42110194]
 [0.91236308 0.08763692]]"
0.75067;0.76771;"[0.73333333 0.76       0.78       0.73333333 0.80666667 0.70666667
 0.77333333 0.74       0.68666667 0.78666667]";"[0.76571429 0.78571429 0.77428571 0.72571429 0.75714286 0.76285714
 0.78571429 0.77714286 0.76285714 0.78      ]";[-1 -1  1 ... -1  1 -1];"[[0.74971803 0.25028197]
 [0.67388575 0.32611425]
 [0.06297683 0.93702317]
 ...
 [0.60353534 0.39646466]
 [0.45198673 0.54801327]
 [0.82671032 0.17328968]]";"[[0.75047527 0.24952473]
 [0.58930809 0.41069191]
 [0.51649013 0.48350987]
 ...
 [0.69408813 0.30591187]
 [0.45243799 0.54756201]
 [0.78392105 0.21607895]]"
0.74733;0.768;"[0.72666667 0.76666667 0.76666667 0.71333333 0.80666667 0.69333333
 0.77333333 0.74       0.7        0.78666667]";"[0.76857143 0.78285714 0.77714286 0.72571429 0.75428571 0.76857143
 0.78285714 0.77714286 0.75714286 0.78571429]";[-1 -1  1 ... -1  1 -1];"[[0.76757548 0.23242452]
 [0.67978987 0.32021013]
 [0.05455533 0.94544467]
 ...
 [0.60965727 0.39034273]
 [0.45550757 0.54449243]
 [0.83765421 0.16234579]]";"[[0.75522424 0.24477576]
 [0.58617875 0.41382125]
 [0.51328073 0.48671927]
 ...
 [0.70414106 0.29585894]
 [0.44359456 0.55640544]
 [0.79461535 0.20538465]]"
0.746;0.77229;"[0.72666667 0.76       0.76666667 0.72666667 0.8        0.70666667
 0.77333333 0.73333333 0.68666667 0.78      ]";"[0.77142857 0.79714286 0.77142857 0.71428571 0.76571429 0.78571429
 0.77714286 0.78857143 0.76571429 0.78571429]";[-1 -1  1 ... -1  1 -1];"[[0.80267231 0.19732769]
 [0.74467431 0.25532569]
 [0.08538424 0.91461576]
 ...
 [0.65392092 0.34607908]
 [0.4676219  0.5323781 ]
 [0.86136891 0.13863109]]";"[[0.77888529 0.22111471]
 [0.62022535 0.37977465]
 [0.54060115 0.45939885]
 ...
 [0.71039232 0.28960768]
 [0.46359082 0.53640918]
 [0.81371967 0.18628033]]"
0.74933;0.76943;"[0.72666667 0.76       0.78666667 0.72666667 0.8        0.7
 0.77333333 0.74       0.69333333 0.78666667]";"[0.77428571 0.78857143 0.76857143 0.71428571 0.76285714 0.78285714
 0.77428571 0.78       0.76285714 0.78571429]";[-1 -1  1 ... -1  1 -1];"[[0.82004413 0.17995587]
 [0.75072763 0.24927237]
 [0.07351046 0.92648954]
 ...
 [0.65651928 0.34348072]
 [0.4639857  0.5360143 ]
 [0.87048409 0.12951591]]";"[[0.78504075 0.21495925]
 [0.61914977 0.38085023]
 [0.53833226 0.46166774]
 ...
 [0.71983027 0.28016973]
 [0.45362421 0.54637579]
 [0.82553127 0.17446873]]"
0.74667;0.77143;"[0.73333333 0.75333333 0.78       0.71333333 0.8        0.7
 0.78       0.74       0.68666667 0.78      ]";"[0.77142857 0.8        0.78857143 0.71428571 0.76571429 0.77714286
 0.78       0.78       0.76857143 0.76857143]";[-1 -1  1 ... -1 -1 -1];"[[0.83386719 0.16613281]
 [0.75111137 0.24888863]
 [0.1191896  0.8808104 ]
 ...
 [0.7010157  0.2989843 ]
 [0.522531   0.477469  ]
 [0.88227775 0.11772225]]";"[[0.79423127 0.20576873]
 [0.62409304 0.37590696]
 [0.57164623 0.42835377]
 ...
 [0.74056698 0.25943302]
 [0.51463896 0.48536104]
 [0.83271667 0.16728333]]"
0.752;0.77171;"[0.72       0.76       0.78       0.72       0.80666667 0.72666667
 0.78       0.75333333 0.69333333 0.78      ]";"[0.76571429 0.8        0.78285714 0.71142857 0.76857143 0.78
 0.79428571 0.78571429 0.76571429 0.76285714]";[-1 -1  1 ... -1 -1 -1];"[[0.84952279 0.15047721]
 [0.75648266 0.24351734]
 [0.10020673 0.89979327]
 ...
 [0.70484121 0.29515879]
 [0.51742209 0.48257791]
 [0.89047691 0.10952309]]";"[[0.79948886 0.20051114]
 [0.62282261 0.37717739]
 [0.57333239 0.42666761]
 ...
 [0.75415048 0.24584952]
 [0.50692072 0.49307928]
 [0.8462589  0.1537411 ]]"
0.748;0.75886;"[0.72666667 0.76666667 0.8        0.68666667 0.80666667 0.71333333
 0.8        0.74       0.66666667 0.77333333]";"[0.76       0.80285714 0.78285714 0.69714286 0.75428571 0.77714286
 0.75428571 0.76571429 0.74285714 0.75142857]";[-1 -1  1 ... -1 -1 -1];"[[0.80262368 0.19737632]
 [0.77029021 0.22970979]
 [0.12985322 0.87014678]
 ...
 [0.73354043 0.26645957]
 [0.54529629 0.45470371]
 [0.86139794 0.13860206]]";"[[0.79204455 0.20795545]
 [0.6114981  0.3885019 ]
 [0.5583729  0.4416271 ]
 ...
 [0.76163918 0.23836082]
 [0.5231963  0.4768037 ]
 [0.82676037 0.17323963]]"
0.74933;0.75886;"[0.72       0.76666667 0.80666667 0.70666667 0.78666667 0.71333333
 0.79333333 0.74       0.68666667 0.77333333]";"[0.75714286 0.80285714 0.77714286 0.69428571 0.74       0.78285714
 0.75428571 0.77428571 0.74857143 0.75714286]";[-1 -1  1 ... -1 -1 -1];"[[0.81689719 0.18310281]
 [0.777985   0.222015  ]
 [0.10450115 0.89549885]
 ...
 [0.73874444 0.26125556]
 [0.54040403 0.45959597]
 [0.86980186 0.13019814]]";"[[0.7922219  0.2077781 ]
 [0.6082018  0.3917982 ]
 [0.55898256 0.44101744]
 ...
 [0.77545081 0.22454919]
 [0.51429523 0.48570477]
 [0.84109353 0.15890647]]"
0.68733;0.70829;"[0.69333333 0.68666667 0.69333333 0.68       0.72       0.60666667
 0.78666667 0.68666667 0.62666667 0.69333333]";"[0.70857143 0.75142857 0.70285714 0.65714286 0.71428571 0.73142857
 0.71428571 0.69428571 0.70285714 0.70571429]";[-1 -1  1 ... -1 -1 -1];"[[0.76331358 0.23668642]
 [0.77679372 0.22320628]
 [0.27428751 0.72571249]
 ...
 [0.70742871 0.29257129]
 [0.56993764 0.43006236]
 [0.87758777 0.12241223]]";"[[0.8156608  0.1843392 ]
 [0.64484616 0.35515384]
 [0.43774944 0.56225056]
 ...
 [0.77278652 0.22721348]
 [0.58815339 0.41184661]
 [0.86561439 0.13438561]]"
0.69133;0.70714;"[0.7        0.68666667 0.69333333 0.68666667 0.72666667 0.6
 0.77333333 0.68666667 0.66       0.7       ]";"[0.69714286 0.74285714 0.69142857 0.67142857 0.71142857 0.72285714
 0.72857143 0.70857143 0.69428571 0.70285714]";[-1 -1  1 ... -1 -1 -1];"[[0.78217286 0.21782714]
 [0.77619568 0.22380432]
 [0.23181272 0.76818728]
 ...
 [0.7161236  0.2838764 ]
 [0.55428496 0.44571504]
 [0.88965631 0.11034369]]";"[[0.82939009 0.17060991]
 [0.63380793 0.36619207]
 [0.42079842 0.57920158]
 ...
 [0.80024285 0.19975715]
 [0.57417292 0.42582708]
 [0.88647499 0.11352501]]"
