accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.75667;0.76743;"[0.74666667 0.77333333 0.76666667 0.72666667 0.78666667 0.70666667
 0.76666667 0.76666667 0.72       0.80666667]";"[0.78       0.8        0.78285714 0.73428571 0.76285714 0.74
 0.78857143 0.76571429 0.76857143 0.75142857]";[-1 -1  1 ... -1  1 -1];"[[0.59861438 0.40138562]
 [0.53282006 0.46717994]
 [0.38360496 0.61639504]
 ...
 [0.55120412 0.44879588]
 [0.48476252 0.51523748]
 [0.65039903 0.34960097]]";"[[0.60848892 0.39151108]
 [0.51957255 0.48042745]
 [0.49672593 0.50327407]
 ...
 [0.56270329 0.43729671]
 [0.50246312 0.49753688]
 [0.65011719 0.34988281]]"
0.748;0.76286;"[0.75333333 0.77333333 0.76666667 0.69333333 0.79333333 0.66666667
 0.78666667 0.73333333 0.72666667 0.78666667]";"[0.75714286 0.80285714 0.78571429 0.72571429 0.76       0.75428571
 0.77142857 0.76571429 0.75142857 0.75428571]";[-1 -1  1 ... -1  1 -1];"[[0.59109184 0.40890816]
 [0.54910936 0.45089064]
 [0.3907725  0.6092275 ]
 ...
 [0.55056758 0.44943242]
 [0.49271616 0.50728384]
 [0.63736611 0.36263389]]";"[[0.59855419 0.40144581]
 [0.51530436 0.48469564]
 [0.49342853 0.50657147]
 ...
 [0.55846145 0.44153855]
 [0.50344413 0.49655587]
 [0.62979208 0.37020792]]"
0.75533;0.76486;"[0.72666667 0.77333333 0.78       0.73333333 0.78       0.71333333
 0.78666667 0.76666667 0.72       0.77333333]";"[0.77142857 0.80285714 0.79428571 0.72285714 0.75714286 0.75714286
 0.77714286 0.76       0.75714286 0.74857143]";[-1 -1  1 ... -1  1 -1];"[[0.60853338 0.39146662]
 [0.55102974 0.44897026]
 [0.36802071 0.63197929]
 ...
 [0.55768129 0.44231871]
 [0.48988732 0.51011268]
 [0.65979735 0.34020265]]";"[[0.60606063 0.39393937]
 [0.50771972 0.49228028]
 [0.48988052 0.51011948]
 ...
 [0.56699782 0.43300218]
 [0.49777221 0.50222779]
 [0.65573628 0.34426372]]"
0.698;0.70914;"[0.7        0.69333333 0.7        0.66666667 0.73333333 0.63333333
 0.78       0.7        0.67333333 0.7       ]";"[0.66857143 0.74571429 0.70857143 0.66571429 0.72       0.7
 0.72857143 0.72857143 0.70285714 0.72285714]";[-1 -1  1 ... -1 -1 -1];"[[0.59347434 0.40652566]
 [0.6098701  0.3901299 ]
 [0.38273863 0.61726137]
 ...
 [0.5634308  0.4365692 ]
 [0.51180736 0.48819264]
 [0.63960969 0.36039031]]";"[[0.64350552 0.35649448]
 [0.54874247 0.45125753]
 [0.46153313 0.53846687]
 ...
 [0.60829103 0.39170897]
 [0.5352086  0.4647914 ]
 [0.6376297  0.3623703 ]]"
0.70267;0.70686;"[0.7        0.71333333 0.68       0.69333333 0.72666667 0.61333333
 0.78       0.74       0.67333333 0.70666667]";"[0.68       0.74571429 0.70571429 0.67428571 0.72285714 0.70571429
 0.71714286 0.70857143 0.7        0.70857143]";[-1 -1  1 ... -1  1 -1];"[[0.62120927 0.37879073]
 [0.61521095 0.38478905]
 [0.3524952  0.6475048 ]
 ...
 [0.57911669 0.42088331]
 [0.49687597 0.50312403]
 [0.66289373 0.33710627]]";"[[0.67327225 0.32672775]
 [0.53141269 0.46858731]
 [0.43790513 0.56209487]
 ...
 [0.65175336 0.34824664]
 [0.52291166 0.47708834]
 [0.67005635 0.32994365]]"
0.76133;0.75629;"[0.76666667 0.76666667 0.73333333 0.78666667 0.78       0.74
 0.76666667 0.74666667 0.73333333 0.79333333]";"[0.76       0.77142857 0.76857143 0.69428571 0.74285714 0.76
 0.77142857 0.76571429 0.75428571 0.77428571]";[-1 -1  1 ... -1  1 -1];"[[0.69355306 0.30644694]
 [0.65846316 0.34153684]
 [0.06633896 0.93366104]
 ...
 [0.61861227 0.38138773]
 [0.41138257 0.58861743]
 [0.84705798 0.15294202]]";"[[0.72032744 0.27967256]
 [0.55316777 0.44683223]
 [0.558745   0.441255  ]
 ...
 [0.69755367 0.30244633]
 [0.38099616 0.61900384]
 [0.83983297 0.16016703]]"
0.76133;0.75771;"[0.76       0.76666667 0.73333333 0.79333333 0.78       0.74
 0.76666667 0.74666667 0.73333333 0.79333333]";"[0.76571429 0.77428571 0.76857143 0.69428571 0.74285714 0.76
 0.77428571 0.76571429 0.75428571 0.77714286]";[-1 -1  1 ... -1  1 -1];"[[0.69678351 0.30321649]
 [0.65946288 0.34053712]
 [0.06543541 0.93456459]
 ...
 [0.61916011 0.38083989]
 [0.41329628 0.58670372]
 [0.85091897 0.14908103]]";"[[0.72150747 0.27849253]
 [0.55301712 0.44698288]
 [0.55922653 0.44077347]
 ...
 [0.69840035 0.30159965]
 [0.38076632 0.61923368]
 [0.84266497 0.15733503]]"
0.754;0.76286;"[0.74666667 0.76       0.74666667 0.76       0.78666667 0.73333333
 0.75333333 0.72       0.73333333 0.8       ]";"[0.77428571 0.79142857 0.76571429 0.69142857 0.74285714 0.77428571
 0.77428571 0.77714286 0.75142857 0.78571429]";[-1 -1  1 ... -1  1 -1];"[[0.71230105 0.28769895]
 [0.68572033 0.31427967]
 [0.07402135 0.92597865]
 ...
 [0.63492407 0.36507593]
 [0.41381991 0.58618009]
 [0.84913539 0.15086461]]";"[[0.72742693 0.27257307]
 [0.56881209 0.43118791]
 [0.56639657 0.43360343]
 ...
 [0.70603638 0.29396362]
 [0.39369997 0.60630003]
 [0.84660239 0.15339761]]"
0.75533;0.76371;"[0.75333333 0.76       0.74666667 0.76       0.78666667 0.73333333
 0.75333333 0.72       0.74       0.8       ]";"[0.76857143 0.79428571 0.76571429 0.69142857 0.74285714 0.78
 0.77428571 0.77714286 0.75714286 0.78571429]";[-1 -1  1 ... -1  1 -1];"[[0.7148681  0.2851319 ]
 [0.68608829 0.31391171]
 [0.07277185 0.92722815]
 ...
 [0.63459095 0.36540905]
 [0.41489416 0.58510584]
 [0.85230423 0.14769577]]";"[[0.72821501 0.27178499]
 [0.5688006  0.4311994 ]
 [0.5670515  0.4329485 ]
 ...
 [0.70699415 0.29300585]
 [0.3935362  0.6064638 ]
 [0.84927709 0.15072291]]"
0.76067;0.77086;"[0.73333333 0.76666667 0.79333333 0.72       0.78666667 0.76
 0.76666667 0.76       0.72666667 0.79333333]";"[0.78       0.79428571 0.79428571 0.70571429 0.75714286 0.76857143
 0.79714286 0.79714286 0.74285714 0.77142857]";[-1 -1  1 ... -1  1 -1];"[[0.74649171 0.25350829]
 [0.66232206 0.33767794]
 [0.08892501 0.91107499]
 ...
 [0.67406395 0.32593605]
 [0.47042368 0.52957632]
 [0.86872211 0.13127789]]";"[[0.74111129 0.25888871]
 [0.56010171 0.43989829]
 [0.58678752 0.41321248]
 ...
 [0.75161919 0.24838081]
 [0.47450748 0.52549252]
 [0.86089949 0.13910051]]"
0.76;0.772;"[0.73333333 0.76666667 0.79333333 0.72       0.78666667 0.76
 0.76666667 0.76       0.72       0.79333333]";"[0.78       0.79428571 0.79428571 0.70857143 0.75714286 0.77142857
 0.79714286 0.8        0.74285714 0.77428571]";[-1 -1  1 ... -1  1 -1];"[[0.74818366 0.25181634]
 [0.66282456 0.33717544]
 [0.08708599 0.91291401]
 ...
 [0.67376025 0.32623975]
 [0.46761431 0.53238569]
 [0.87091823 0.12908177]]";"[[0.74125379 0.25874621]
 [0.56388449 0.43611551]
 [0.58813869 0.41186131]
 ...
 [0.75259086 0.24740914]
 [0.47385537 0.52614463]
 [0.86352555 0.13647445]]"
0.756;0.75743;"[0.72       0.78       0.81333333 0.71333333 0.79333333 0.74
 0.77333333 0.74       0.70666667 0.78      ]";"[0.75714286 0.78571429 0.8        0.69714286 0.74285714 0.76571429
 0.76571429 0.78       0.71714286 0.76285714]";[-1 -1  1 ... -1  1 -1];"[[0.77458188 0.22541812]
 [0.68417474 0.31582526]
 [0.09736541 0.90263459]
 ...
 [0.6918064  0.3081936 ]
 [0.48517659 0.51482341]
 [0.88451032 0.11548968]]";"[[0.74969317 0.25030683]
 [0.51377552 0.48622448]
 [0.53998755 0.46001245]
 ...
 [0.77302226 0.22697774]
 [0.47233686 0.52766314]
 [0.87236643 0.12763357]]"
0.75667;0.75714;"[0.72       0.78       0.81333333 0.70666667 0.79333333 0.74
 0.77333333 0.74       0.71333333 0.78666667]";"[0.76       0.78571429 0.8        0.7        0.74       0.76571429
 0.76571429 0.77142857 0.72571429 0.75714286]";[-1 -1  1 ... -1  1 -1];"[[0.77595437 0.22404563]
 [0.68615754 0.31384246]
 [0.09445796 0.90554204]
 ...
 [0.6906959  0.3093041 ]
 [0.48317594 0.51682406]
 [0.88613658 0.11386342]]";"[[0.74884579 0.25115421]
 [0.51384016 0.48615984]
 [0.53987442 0.46012558]
 ...
 [0.77371619 0.22628381]
 [0.46992013 0.53007987]
 [0.87475128 0.12524872]]"
0.70467;0.71;"[0.71333333 0.69333333 0.68666667 0.69333333 0.74       0.63333333
 0.76       0.71333333 0.7        0.71333333]";"[0.68285714 0.75142857 0.70857143 0.67142857 0.70285714 0.72571429
 0.72857143 0.70857143 0.70571429 0.71428571]";[-1 -1  1 ... -1 -1 -1];"[[0.7817125  0.2182875 ]
 [0.74065586 0.25934414]
 [0.18424488 0.81575512]
 ...
 [0.70763877 0.29236123]
 [0.54929028 0.45070972]
 [0.89739293 0.10260707]]";"[[0.84680227 0.15319773]
 [0.62456311 0.37543689]
 [0.36970524 0.63029476]
 ...
 [0.86460044 0.13539956]
 [0.57124268 0.42875732]
 [0.90252627 0.09747373]]"
0.704;0.70657;"[0.71333333 0.69333333 0.69333333 0.71333333 0.73333333 0.61333333
 0.76       0.71333333 0.69333333 0.71333333]";"[0.68571429 0.76       0.69714286 0.66285714 0.70571429 0.72571429
 0.71142857 0.70857143 0.71142857 0.69714286]";[-1 -1  1 ... -1 -1 -1];"[[0.78342976 0.21657024]
 [0.74262719 0.25737281]
 [0.17939039 0.82060961]
 ...
 [0.70415516 0.29584484]
 [0.52473817 0.47526183]
 [0.90074059 0.09925941]]";"[[0.84874882 0.15125118]
 [0.6248069  0.3751931 ]
 [0.36580232 0.63419768]
 ...
 [0.87077357 0.12922643]
 [0.54244159 0.45755841]
 [0.90672831 0.09327169]]"
0.75333;0.75771;"[0.74       0.74666667 0.77333333 0.74666667 0.79333333 0.71333333
 0.76       0.76       0.72666667 0.77333333]";"[0.75142857 0.78285714 0.76       0.70571429 0.75142857 0.75142857
 0.77428571 0.76857143 0.75142857 0.78      ]";[-1 -1  1 ... -1  1 -1];"[[0.70566841 0.29433159]
 [0.67273406 0.32726594]
 [0.09422018 0.90577982]
 ...
 [0.63274191 0.36725809]
 [0.42557829 0.57442171]
 [0.80111556 0.19888444]]";"[[0.74673421 0.25326579]
 [0.57332337 0.42667663]
 [0.49830645 0.50169355]
 ...
 [0.69837547 0.30162453]
 [0.43553976 0.56446024]
 [0.80927834 0.19072166]]"
0.75333;0.758;"[0.72666667 0.75333333 0.77333333 0.75333333 0.79333333 0.71333333
 0.76       0.75333333 0.72666667 0.78      ]";"[0.75142857 0.79428571 0.75428571 0.70285714 0.75714286 0.75428571
 0.78       0.76857143 0.74285714 0.77428571]";[-1 -1  1 ... -1  1 -1];"[[0.72603799 0.27396201]
 [0.68089754 0.31910246]
 [0.07519903 0.92480097]
 ...
 [0.63929106 0.36070894]
 [0.42670529 0.57329471]
 [0.81912987 0.18087013]]";"[[0.75266893 0.24733107]
 [0.56936417 0.43063583]
 [0.49660064 0.50339936]
 ...
 [0.70807491 0.29192509]
 [0.42700488 0.57299512]
 [0.82857548 0.17142452]]"
0.74867;0.764;"[0.72666667 0.74666667 0.76       0.74       0.80666667 0.70666667
 0.75333333 0.74666667 0.72666667 0.77333333]";"[0.76857143 0.80571429 0.76571429 0.68857143 0.76       0.76857143
 0.78285714 0.77428571 0.74       0.78571429]";[-1 -1  1 ... -1  1 -1];"[[0.72190206 0.27809794]
 [0.69226371 0.30773629]
 [0.10384212 0.89615788]
 ...
 [0.64911894 0.35088106]
 [0.43744315 0.56255685]
 [0.80722615 0.19277385]]";"[[0.75071142 0.24928858]
 [0.57780117 0.42219883]
 [0.50140355 0.49859645]
 ...
 [0.7021024  0.2978976 ]
 [0.44112789 0.55887211]
 [0.81342947 0.18657053]]"
0.74867;0.76629;"[0.71333333 0.74666667 0.76666667 0.72666667 0.80666667 0.70666667
 0.75333333 0.74666667 0.73333333 0.78666667]";"[0.77428571 0.80285714 0.76571429 0.70285714 0.76857143 0.76571429
 0.77714286 0.77714286 0.74       0.78857143]";[-1 -1  1 ... -1  1 -1];"[[0.74191628 0.25808372]
 [0.69978609 0.30021391]
 [0.08280515 0.91719485]
 ...
 [0.65483294 0.34516706]
 [0.43649226 0.56350774]
 [0.82355888 0.17644112]]";"[[0.75542292 0.24457708]
 [0.57483591 0.42516409]
 [0.50037145 0.49962855]
 ...
 [0.71215438 0.28784562]
 [0.43336328 0.56663672]
 [0.83263283 0.16736717]]"
0.752;0.76543;"[0.71333333 0.75333333 0.78666667 0.73333333 0.79333333 0.70666667
 0.78       0.74       0.74       0.77333333]";"[0.78       0.80285714 0.78571429 0.7        0.74285714 0.75142857
 0.78857143 0.78571429 0.73428571 0.78285714]";[-1 -1  1 ... -1  1 -1];"[[0.74454765 0.25545235]
 [0.69152373 0.30847627]
 [0.12434387 0.87565613]
 ...
 [0.6699801  0.3300199 ]
 [0.48086729 0.51913271]
 [0.82530484 0.17469516]]";"[[0.75901121 0.24098879]
 [0.57833171 0.42166829]
 [0.51277011 0.48722989]
 ...
 [0.72376195 0.27623805]
 [0.49223699 0.50776301]
 [0.81964107 0.18035893]]"
0.752;0.76571;"[0.72       0.75333333 0.79333333 0.71333333 0.79333333 0.71333333
 0.76666667 0.73333333 0.74       0.79333333]";"[0.78       0.80571429 0.78857143 0.70571429 0.74285714 0.74857143
 0.78857143 0.78285714 0.73428571 0.78      ]";[-1 -1  1 ... -1  1 -1];"[[0.76409787 0.23590213]
 [0.69612159 0.30387841]
 [0.09887913 0.90112087]
 ...
 [0.67820959 0.32179041]
 [0.47893456 0.52106544]
 [0.83988851 0.16011149]]";"[[0.76334621 0.23665379]
 [0.57740747 0.42259253]
 [0.5137398  0.4862602 ]
 ...
 [0.73679125 0.26320875]
 [0.48763546 0.51236454]
 [0.83986806 0.16013194]]"
0.74067;0.75657;"[0.72666667 0.75333333 0.78       0.70666667 0.78       0.7
 0.77333333 0.71333333 0.7        0.77333333]";"[0.75142857 0.79428571 0.78571429 0.70571429 0.74857143 0.76285714
 0.76571429 0.76571429 0.72857143 0.75714286]";[-1 -1  1 ... -1  1 -1];"[[0.76457555 0.23542445]
 [0.70866993 0.29133007]
 [0.13776558 0.86223442]
 ...
 [0.69110857 0.30889143]
 [0.49754861 0.50245139]
 [0.83936118 0.16063882]]";"[[0.76837094 0.23162906]
 [0.55220824 0.44779176]
 [0.48776811 0.51223189]
 ...
 [0.73723099 0.26276901]
 [0.49653515 0.50346485]
 [0.82826056 0.17173944]]"
0.752;0.75514;"[0.72       0.77333333 0.8        0.70666667 0.8        0.70666667
 0.79333333 0.72666667 0.72666667 0.76666667]";"[0.75142857 0.79428571 0.78857143 0.70571429 0.74       0.76
 0.75714286 0.76285714 0.74       0.75142857]";[-1 -1  1 ... -1  1 -1];"[[0.78403292 0.21596708]
 [0.71603205 0.28396795]
 [0.10707919 0.89292081]
 ...
 [0.69838681 0.30161319]
 [0.49554586 0.50445414]
 [0.85316368 0.14683632]]";"[[0.76987447 0.23012553]
 [0.54588716 0.45411284]
 [0.48314462 0.51685538]
 ...
 [0.74991604 0.25008396]
 [0.49011881 0.50988119]
 [0.84852746 0.15147254]]"
0.694;0.70857;"[0.70666667 0.68       0.69333333 0.68       0.72       0.64
 0.77333333 0.68666667 0.65333333 0.70666667]";"[0.69714286 0.74285714 0.7        0.66285714 0.70857143 0.73142857
 0.72571429 0.7        0.70285714 0.71428571]";[-1 -1  1 ... -1 -1 -1];"[[0.73855668 0.26144332]
 [0.75347722 0.24652278]
 [0.23456982 0.76543018]
 ...
 [0.68397487 0.31602513]
 [0.54226688 0.45773312]
 [0.85860357 0.14139643]]";"[[0.80665858 0.19334142]
 [0.63785716 0.36214284]
 [0.3952959  0.6047041 ]
 ...
 [0.77866399 0.22133601]
 [0.56942639 0.43057361]
 [0.85785444 0.14214556]]"
0.69267;0.70743;"[0.68666667 0.68666667 0.66666667 0.7        0.74       0.60666667
 0.76666667 0.70666667 0.66666667 0.7       ]";"[0.69142857 0.75428571 0.70571429 0.67142857 0.70857143 0.72857143
 0.71428571 0.70285714 0.7        0.69714286]";[-1 -1  1 ... -1 -1 -1];"[[0.76150441 0.23849559]
 [0.75369729 0.24630271]
 [0.19346988 0.80653012]
 ...
 [0.69491503 0.30508497]
 [0.5238205  0.4761795 ]
 [0.87329637 0.12670363]]";"[[0.82358253 0.17641747]
 [0.62784951 0.37215049]
 [0.36659656 0.63340344]
 ...
 [0.81720134 0.18279866]
 [0.5469588  0.4530412 ]
 [0.88195304 0.11804696]]"
