accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.737;0.7715;[0.82 0.73 0.77 0.77 0.73 0.72 0.71 0.72 0.7  0.7 ];[0.7675 0.78   0.8025 0.775  0.76   0.7525 0.755  0.78   0.765  0.7775];"[-1 -1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1
  1 -1  1  1  1 -1 -1 -1  1  1 -1  1 -1  1  1  1  1  1 -1 -1 -1  1  1  1
 -1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1 -1  1 -1  1 -1
 -1 -1 -1  1 -1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1  1 -1 -1  1  1  1
 -1  1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1  1 -1  1  1  1  1  1  1  1 -1  1  1 -1 -1 -1  1  1  1  1
  1  1  1  1 -1  1 -1  1  1  1 -1 -1  1  1  1 -1 -1 -1 -1 -1 -1  1 -1 -1
  1 -1 -1 -1  1  1  1  1  1  1 -1  1  1  1 -1 -1 -1  1  1  1  1 -1 -1  1
  1  1  1  1 -1  1  1  1  1  1  1  1 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1  1  1  1 -1 -1  1  1  1 -1  1  1  1 -1 -1  1  1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1
 -1 -1 -1  1  1 -1 -1  1  1 -1  1  1 -1  1 -1 -1 -1  1 -1  1 -1  1 -1  1
  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  1  1  1  1 -1  1  1  1
 -1  1 -1 -1  1  1  1  1 -1  1  1  1 -1 -1 -1 -1  1  1  1 -1 -1 -1 -1  1
 -1  1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1  1  1 -1  1  1  1 -1 -1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1  1  1  1 -1 -1  1  1 -1  1 -1
 -1 -1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1 -1  1 -1  1  1 -1 -1  1
 -1  1 -1  1  1  1  1  1 -1  1  1 -1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1  1 -1  1  1  1 -1 -1  1 -1
 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1  1  1 -1 -1
 -1  1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1  1 -1  1  1 -1  1 -1  1
  1 -1 -1  1  1 -1  1 -1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1 -1  1  1
 -1  1  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1 -1  1 -1  1 -1
  1 -1 -1 -1  1  1  1 -1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1  1 -1 -1 -1 -1  1  1  1  1  1 -1 -1 -1
 -1  1 -1  1  1  1  1  1  1  1 -1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1
  1  1 -1 -1 -1 -1  1  1 -1  1 -1 -1 -1  1  1  1 -1  1 -1  1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1  1 -1 -1  1 -1  1 -1
  1  1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1  1  1 -1 -1  1
  1 -1  1 -1 -1  1  1  1 -1  1 -1 -1 -1  1  1 -1 -1  1  1 -1  1 -1 -1  1
  1 -1  1  1 -1  1 -1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1  1
  1 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1 -1 -1
  1  1 -1  1 -1  1 -1 -1  1  1 -1  1 -1  1  1  1  1 -1 -1 -1 -1  1  1 -1
 -1  1  1 -1  1  1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1 -1  1  1
  1 -1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1 -1  1  1  1  1 -1 -1
  1  1  1  1  1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1 -1 -1 -1 -1
 -1  1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1  1 -1
  1  1 -1 -1  1  1  1 -1 -1 -1 -1  1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1  1
 -1 -1  1 -1  1 -1  1 -1  1  1 -1  1 -1 -1  1 -1  1  1  1  1 -1 -1  1  1
 -1  1  1 -1 -1  1 -1 -1  1  1 -1  1 -1  1 -1  1]";"[[0.57988539 0.42011461]
 [0.52627537 0.47372463]
 [0.39827452 0.60172548]
 ...
 [0.27330251 0.72669749]
 [0.50825792 0.49174208]
 [0.4782968  0.5217032 ]]";"[[0.56352141 0.43647859]
 [0.49664356 0.50335644]
 [0.51304644 0.48695356]
 ...
 [0.36496387 0.63503613]
 [0.507407   0.492593  ]
 [0.52425549 0.47574451]]"
0.739;0.77225;[0.82 0.72 0.78 0.77 0.74 0.72 0.72 0.72 0.7  0.7 ];[0.765  0.785  0.8    0.775  0.76   0.7525 0.76   0.7825 0.7675 0.775 ];"[-1 -1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1
  1 -1  1  1  1 -1 -1 -1  1  1 -1  1 -1  1  1  1  1  1 -1 -1 -1  1  1  1
 -1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1 -1  1 -1  1 -1
 -1 -1 -1  1 -1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1  1 -1 -1  1  1  1
 -1  1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1  1 -1  1  1  1  1  1  1  1 -1  1  1 -1 -1 -1  1  1  1  1
  1  1  1  1 -1  1 -1  1  1  1 -1 -1  1  1  1 -1 -1 -1 -1 -1 -1  1 -1 -1
 -1 -1 -1 -1  1  1  1  1  1  1 -1  1  1  1 -1 -1 -1  1  1  1  1 -1 -1  1
  1  1  1  1 -1  1  1  1  1  1  1  1 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1  1  1  1 -1 -1  1  1 -1 -1  1  1  1 -1 -1  1  1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1
 -1 -1 -1  1  1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1 -1  1 -1  1 -1  1 -1  1
  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  1  1  1  1 -1  1  1  1
 -1  1 -1 -1  1  1  1  1 -1  1  1  1 -1 -1 -1 -1  1  1  1 -1 -1 -1 -1  1
 -1  1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1  1  1 -1  1  1  1 -1 -1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1  1  1  1 -1 -1  1  1 -1  1 -1
 -1 -1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1 -1  1 -1  1  1 -1 -1  1
 -1  1 -1  1  1  1  1  1 -1  1  1 -1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1  1 -1  1  1  1 -1 -1  1 -1
 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1  1  1 -1 -1
 -1  1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1  1 -1  1  1 -1  1 -1  1
  1 -1 -1  1  1 -1  1 -1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1 -1  1  1
 -1  1  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1  1  1 -1  1 -1
  1 -1 -1 -1  1  1  1 -1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1  1 -1 -1 -1 -1  1  1  1  1  1 -1 -1 -1
 -1  1 -1  1  1  1  1  1  1  1 -1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1
  1  1 -1 -1 -1 -1  1  1 -1  1 -1 -1 -1  1  1  1 -1  1 -1  1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1  1 -1 -1  1 -1  1 -1
  1  1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1  1  1 -1 -1  1
  1 -1  1 -1 -1  1  1  1 -1  1 -1 -1 -1  1  1 -1 -1  1  1 -1  1 -1 -1  1
  1 -1  1  1 -1  1 -1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1  1
  1 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1 -1 -1
  1  1 -1  1 -1  1 -1 -1  1  1 -1  1 -1  1  1  1  1 -1 -1 -1 -1  1  1 -1
 -1  1  1 -1  1  1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1 -1  1  1
  1 -1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1 -1  1  1  1  1 -1 -1
  1  1  1  1  1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1 -1 -1 -1 -1
 -1  1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1  1 -1
  1  1 -1 -1  1  1  1 -1 -1 -1 -1  1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1  1
 -1 -1  1 -1  1 -1  1 -1  1  1 -1  1 -1 -1  1 -1  1  1  1  1 -1 -1  1  1
 -1  1  1 -1 -1  1 -1 -1  1  1 -1  1 -1  1 -1  1]";"[[0.58441911 0.41558089]
 [0.52683346 0.47316654]
 [0.39455733 0.60544267]
 ...
 [0.26742535 0.73257465]
 [0.5083722  0.4916278 ]
 [0.47725212 0.52274788]]";"[[0.56713685 0.43286315]
 [0.49616197 0.50383803]
 [0.51353763 0.48646237]
 ...
 [0.35949012 0.64050988]
 [0.5076446  0.4923554 ]
 [0.52589337 0.47410663]]"
0.739;0.77275;[0.8  0.72 0.8  0.76 0.73 0.72 0.69 0.74 0.72 0.71];[0.76   0.79   0.805  0.765  0.755  0.76   0.755  0.78   0.775  0.7825];"[-1 -1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1
  1 -1  1  1  1 -1 -1 -1  1  1 -1  1 -1  1  1  1  1  1 -1 -1 -1  1  1  1
  1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1 -1  1 -1  1 -1
 -1 -1 -1  1 -1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1  1 -1 -1  1  1  1
 -1  1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1  1 -1  1  1  1  1  1 -1  1 -1  1  1 -1 -1 -1  1  1  1  1
  1  1  1  1 -1  1 -1  1  1  1 -1 -1  1  1  1 -1 -1 -1 -1 -1 -1  1 -1 -1
  1 -1 -1 -1  1  1  1  1  1  1 -1 -1  1  1  1 -1 -1  1  1  1  1 -1 -1  1
  1  1  1  1 -1  1  1  1  1  1 -1  1 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1 -1  1  1 -1 -1  1  1 -1 -1  1  1  1 -1 -1  1  1  1 -1  1  1 -1  1  1
 -1 -1  1  1 -1 -1  1  1  1 -1  1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1
 -1 -1 -1  1  1 -1 -1  1  1 -1  1  1  1  1 -1 -1 -1  1 -1  1 -1  1 -1  1
  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  1  1  1  1 -1  1  1  1
 -1  1 -1 -1  1  1  1  1 -1  1  1  1 -1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1
 -1  1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1  1  1 -1  1  1  1 -1 -1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1 -1  1  1 -1 -1  1  1 -1  1 -1
 -1 -1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1
 -1  1 -1  1  1  1  1  1 -1  1  1 -1  1 -1 -1 -1  1  1 -1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1  1 -1
 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1  1  1 -1 -1
 -1  1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1  1 -1  1  1 -1  1 -1  1
  1 -1 -1 -1  1 -1  1 -1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1  1  1
 -1  1  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1 -1  1 -1  1 -1
  1 -1 -1 -1  1  1  1 -1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1  1 -1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1
 -1  1 -1  1  1  1  1  1  1  1 -1  1 -1 -1  1  1  1  1 -1 -1 -1  1 -1  1
  1  1 -1 -1 -1 -1  1  1 -1  1 -1 -1 -1  1  1  1 -1  1 -1  1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1  1 -1 -1  1 -1  1 -1
  1  1 -1  1  1 -1  1  1  1 -1  1  1  1  1 -1 -1  1 -1  1  1 -1 -1 -1  1
  1 -1  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1  1 -1 -1  1  1 -1  1 -1 -1  1
  1 -1  1  1 -1  1 -1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1  1
  1 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1 -1 -1
  1  1 -1  1 -1  1 -1 -1  1  1 -1  1 -1  1  1  1  1 -1 -1 -1 -1  1  1 -1
 -1  1  1 -1  1  1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1 -1  1  1
  1 -1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1 -1  1  1  1  1 -1 -1
  1  1  1  1  1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1 -1 -1 -1 -1
 -1  1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1  1 -1
  1  1 -1 -1  1  1  1 -1 -1 -1  1  1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1  1
 -1 -1  1 -1  1 -1  1 -1  1  1 -1  1 -1 -1  1 -1  1  1  1  1 -1 -1  1  1
 -1  1  1 -1 -1  1 -1 -1  1  1 -1  1 -1  1 -1  1]";"[[0.58705222 0.41294778]
 [0.53115502 0.46884498]
 [0.39836494 0.60163506]
 ...
 [0.27258309 0.72741691]
 [0.50411204 0.49588796]
 [0.47895642 0.52104358]]";"[[0.56593515 0.43406485]
 [0.50035642 0.49964358]
 [0.51393693 0.48606307]
 ...
 [0.36345724 0.63654276]
 [0.50878579 0.49121421]
 [0.5252033  0.4747967 ]]"
0.743;0.774;[0.8  0.72 0.8  0.76 0.75 0.72 0.7  0.75 0.72 0.71];[0.7625 0.7925 0.8    0.7675 0.755  0.7625 0.755  0.7825 0.7775 0.785 ];"[-1 -1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1
  1 -1  1  1  1 -1 -1 -1  1  1 -1  1 -1  1  1  1  1  1 -1 -1 -1  1  1  1
  1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1  1 -1  1 -1  1 -1
 -1 -1 -1  1 -1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1  1 -1 -1  1  1  1
 -1  1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1  1 -1  1  1  1  1  1 -1  1 -1  1  1 -1 -1 -1  1  1  1  1
  1  1  1  1 -1  1 -1  1  1  1 -1 -1  1  1  1 -1 -1 -1 -1 -1 -1  1 -1 -1
  1 -1 -1 -1  1  1  1  1  1  1 -1 -1  1  1  1 -1 -1  1  1  1  1 -1 -1  1
  1  1  1  1 -1  1  1 -1  1  1 -1  1 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1 -1  1  1 -1 -1  1  1 -1 -1  1  1  1 -1 -1  1  1  1 -1  1  1 -1  1  1
 -1 -1  1  1 -1 -1  1  1  1 -1  1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1
 -1 -1 -1  1  1 -1 -1  1  1 -1  1  1  1  1 -1 -1 -1  1 -1  1 -1  1 -1  1
  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  1  1  1  1 -1  1  1  1
 -1  1 -1 -1  1  1  1  1 -1  1  1  1 -1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1
 -1  1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1  1  1 -1  1  1  1 -1 -1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1 -1  1  1 -1 -1  1  1 -1  1 -1
 -1 -1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1
 -1  1 -1  1  1  1  1  1 -1  1  1 -1  1 -1 -1 -1  1  1 -1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1  1 -1
 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1  1  1 -1 -1
 -1  1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1  1 -1  1  1 -1  1 -1  1
  1 -1 -1 -1  1 -1  1 -1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1  1  1
 -1  1  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1 -1  1 -1  1 -1
  1 -1 -1 -1  1  1  1 -1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1 -1  1
  1  1 -1  1 -1  1 -1  1 -1 -1  1  1 -1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1
 -1  1 -1  1  1  1  1  1  1  1 -1  1 -1 -1  1  1  1  1 -1 -1 -1  1 -1  1
  1  1 -1 -1 -1 -1  1  1 -1  1 -1 -1 -1  1  1  1 -1  1 -1  1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1  1 -1 -1  1 -1  1 -1
  1  1 -1  1  1 -1  1  1  1 -1  1  1  1  1 -1 -1  1 -1  1  1 -1 -1 -1  1
  1 -1  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1  1 -1 -1  1  1 -1  1 -1 -1  1
  1 -1  1  1 -1  1 -1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1  1
  1 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1 -1 -1
  1  1 -1  1 -1  1 -1 -1  1  1 -1  1 -1  1  1  1  1 -1 -1 -1 -1  1  1 -1
 -1  1  1 -1  1  1  1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1  1 -1  1  1
  1 -1 -1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1 -1  1  1  1  1 -1 -1
  1  1  1  1  1  1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1 -1 -1 -1 -1
 -1  1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1  1 -1 -1 -1  1  1 -1  1 -1
  1  1 -1 -1  1  1  1 -1 -1 -1  1  1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1  1
 -1 -1  1 -1  1 -1  1 -1  1  1 -1  1 -1 -1  1 -1  1  1  1  1 -1 -1  1  1
 -1  1  1 -1 -1  1 -1 -1  1  1 -1  1 -1  1 -1  1]";"[[0.59211892 0.40788108]
 [0.53161102 0.46838898]
 [0.39449176 0.60550824]
 ...
 [0.26675958 0.73324042]
 [0.50353579 0.49646421]
 [0.47800299 0.52199701]]";"[[0.56891412 0.43108588]
 [0.50010391 0.49989609]
 [0.51442101 0.48557899]
 ...
 [0.35782009 0.64217991]
 [0.50897484 0.49102516]
 [0.52660053 0.47339947]]"
