accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.672;0.685;[0.69 0.67 0.71 0.66 0.66 0.68 0.61 0.69 0.62 0.73];[0.6875 0.67   0.705  0.6725 0.675  0.69   0.6625 0.6825 0.7    0.705 ];"[-1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1  1  1 -1  1  1  1 -1
 -1 -1  1  1  1  1  1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1 -1 -1  1  1  1
 -1  1  1  1 -1  1  1  1 -1 -1 -1  1 -1  1 -1  1  1  1 -1 -1  1 -1 -1  1
 -1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1
 -1  1 -1  1 -1  1 -1  1  1 -1 -1 -1  1 -1 -1 -1 -1  1 -1  1  1 -1  1  1
 -1  1  1  1  1  1 -1 -1  1  1  1  1  1 -1  1  1  1 -1  1 -1 -1  1  1  1
 -1  1  1  1  1  1 -1  1  1  1 -1  1  1  1  1 -1 -1  1 -1  1 -1  1 -1  1
 -1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1  1 -1 -1
  1  1  1  1 -1 -1 -1  1  1  1  1  1 -1  1  1 -1 -1 -1  1 -1  1  1  1  1
  1  1  1  1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1  1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1 -1  1  1 -1 -1  1  1 -1  1  1 -1  1 -1 -1 -1  1 -1  1 -1
 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1  1 -1  1 -1  1  1 -1 -1 -1  1 -1 -1
  1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1  1  1 -1  1  1  1  1  1  1  1  1
 -1  1 -1  1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1 -1  1  1 -1 -1 -1 -1
 -1  1 -1 -1  1 -1 -1  1  1  1  1  1 -1  1  1 -1 -1 -1  1 -1 -1 -1  1 -1
  1 -1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1 -1  1 -1  1 -1  1  1 -1  1 -1
 -1 -1 -1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1 -1  1
  1  1  1 -1  1  1 -1  1 -1 -1  1 -1  1 -1  1  1  1 -1 -1 -1  1  1 -1  1
  1  1 -1  1 -1 -1  1  1 -1 -1  1 -1 -1  1 -1 -1  1  1  1 -1 -1 -1  1 -1
  1  1  1  1 -1 -1 -1  1  1  1  1  1  1  1 -1  1 -1 -1  1  1 -1  1 -1 -1
 -1  1 -1  1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1  1  1  1 -1  1 -1 -1
  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1  1 -1  1 -1  1  1 -1  1  1
 -1  1  1 -1  1 -1  1  1 -1 -1 -1  1  1 -1 -1 -1 -1  1  1  1  1 -1  1 -1
 -1 -1 -1 -1  1  1  1 -1  1 -1  1 -1 -1 -1 -1  1  1  1 -1 -1  1 -1 -1 -1
  1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1 -1  1 -1  1  1  1 -1  1 -1  1 -1
 -1  1  1  1  1 -1  1  1  1 -1 -1 -1 -1 -1  1  1 -1 -1 -1 -1  1  1 -1  1
 -1  1 -1 -1  1 -1 -1  1  1  1 -1 -1 -1  1  1  1 -1  1  1 -1  1  1  1  1
 -1  1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1  1  1  1  1  1 -1  1 -1
  1  1 -1  1  1 -1  1  1  1  1 -1  1  1  1 -1  1  1  1  1  1 -1  1 -1  1
 -1 -1  1 -1 -1  1 -1  1 -1  1  1 -1 -1  1  1 -1 -1  1  1 -1 -1 -1  1 -1
  1 -1  1  1 -1  1  1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1  1 -1  1 -1 -1  1  1  1 -1 -1  1  1  1  1  1 -1  1  1 -1  1  1
  1 -1 -1 -1  1  1  1  1 -1 -1 -1  1 -1 -1  1  1  1  1  1 -1  1 -1 -1 -1
  1  1 -1 -1 -1 -1 -1  1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1  1  1 -1
 -1 -1  1 -1 -1 -1  1  1  1  1 -1 -1  1  1  1  1  1 -1 -1  1  1 -1 -1  1
 -1 -1 -1 -1 -1  1  1  1 -1  1 -1  1  1  1  1 -1 -1 -1  1  1  1  1 -1  1
 -1  1  1 -1 -1  1  1  1 -1 -1  1  1  1 -1  1  1 -1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1 -1  1  1 -1  1  1 -1  1  1 -1  1  1 -1 -1 -1  1  1  1  1
  1 -1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1 -1 -1  1 -1  1  1  1  1 -1
  1  1  1 -1  1  1  1 -1 -1 -1 -1  1 -1  1 -1  1 -1  1  1 -1 -1 -1  1  1
  1 -1  1  1 -1  1 -1 -1  1  1 -1  1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1
  1 -1  1 -1 -1  1 -1 -1  1  1 -1  1 -1  1 -1  1]";"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [0. 1.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]"
0.672;0.685;[0.69 0.67 0.71 0.66 0.66 0.68 0.61 0.69 0.62 0.73];[0.6875 0.67   0.705  0.6725 0.675  0.69   0.6625 0.6825 0.7    0.705 ];"[-1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1  1  1 -1  1  1  1 -1
 -1 -1  1  1  1  1  1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1 -1 -1  1  1  1
 -1  1  1  1 -1  1  1  1 -1 -1 -1  1 -1  1 -1  1  1  1 -1 -1  1 -1 -1  1
 -1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1
 -1  1 -1  1 -1  1 -1  1  1 -1 -1 -1  1 -1 -1 -1 -1  1 -1  1  1 -1  1  1
 -1  1  1  1  1  1 -1 -1  1  1  1  1  1 -1  1  1  1 -1  1 -1 -1  1  1  1
 -1  1  1  1  1  1 -1  1  1  1 -1  1  1  1  1 -1 -1  1 -1  1 -1  1 -1  1
 -1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1  1 -1 -1
  1  1  1  1 -1 -1 -1  1  1  1  1  1 -1  1  1 -1 -1 -1  1 -1  1  1  1  1
  1  1  1  1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1  1  1 -1  1  1 -1  1  1
 -1 -1  1 -1 -1 -1  1  1 -1 -1  1  1 -1  1  1 -1  1 -1 -1 -1  1 -1  1 -1
 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1  1 -1  1 -1  1  1 -1 -1 -1  1 -1 -1
  1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1  1  1 -1  1  1  1  1  1  1  1  1
 -1  1 -1  1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1 -1  1  1 -1 -1 -1 -1
 -1  1 -1 -1  1 -1 -1  1  1  1  1  1 -1  1  1 -1 -1 -1  1 -1 -1 -1  1 -1
  1 -1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1 -1  1 -1  1 -1  1  1 -1  1 -1
 -1 -1 -1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1 -1  1
  1  1  1 -1  1  1 -1  1 -1 -1  1 -1  1 -1  1  1  1 -1 -1 -1  1  1 -1  1
  1  1 -1  1 -1 -1  1  1 -1 -1  1 -1 -1  1 -1 -1  1  1  1 -1 -1 -1  1 -1
  1  1  1  1 -1 -1 -1  1  1  1  1  1  1  1 -1  1 -1 -1  1  1 -1  1 -1 -1
 -1  1 -1  1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1  1  1  1 -1  1 -1 -1
  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1  1 -1  1 -1  1  1 -1  1  1
 -1  1  1 -1  1 -1  1  1 -1 -1 -1  1  1 -1 -1 -1 -1  1  1  1  1 -1  1 -1
 -1 -1 -1 -1  1  1  1 -1  1 -1  1 -1 -1 -1 -1  1  1  1 -1 -1  1 -1 -1 -1
  1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1 -1  1 -1  1  1  1 -1  1 -1  1 -1
 -1  1  1  1  1 -1  1  1  1 -1 -1 -1 -1 -1  1  1 -1 -1 -1 -1  1  1 -1  1
 -1  1 -1 -1  1 -1 -1  1  1  1 -1 -1 -1  1  1  1 -1  1  1 -1  1  1  1  1
 -1  1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1  1  1  1  1  1 -1  1 -1
  1  1 -1  1  1 -1  1  1  1  1 -1  1  1  1 -1  1  1  1  1  1 -1  1 -1  1
 -1 -1  1 -1 -1  1 -1  1 -1  1  1 -1 -1  1  1 -1 -1  1  1 -1 -1 -1  1 -1
  1 -1  1  1 -1  1  1 -1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1  1 -1  1 -1 -1  1  1  1 -1 -1  1  1  1  1  1 -1  1  1 -1  1  1
  1 -1 -1 -1  1  1  1  1 -1 -1 -1  1 -1 -1  1  1  1  1  1 -1  1 -1 -1 -1
  1  1 -1 -1 -1 -1 -1  1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1  1  1 -1
 -1 -1  1 -1 -1 -1  1  1  1  1 -1 -1  1  1  1  1  1 -1 -1  1  1 -1 -1  1
 -1 -1 -1 -1 -1  1  1  1 -1  1 -1  1  1  1  1 -1 -1 -1  1  1  1  1 -1  1
 -1  1  1 -1 -1  1  1  1 -1 -1  1  1  1 -1  1  1 -1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1 -1  1  1 -1  1  1 -1  1  1 -1  1  1 -1 -1 -1  1  1  1  1
  1 -1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1 -1 -1  1 -1  1  1  1  1 -1
  1  1  1 -1  1  1  1 -1 -1 -1 -1  1 -1  1 -1  1 -1  1  1 -1 -1 -1  1  1
  1 -1  1  1 -1  1 -1 -1  1  1 -1  1  1  1  1 -1  1 -1  1  1 -1 -1  1 -1
  1 -1  1 -1 -1  1 -1 -1  1  1 -1  1 -1  1 -1  1]";"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [0. 1.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]"
0.679;0.69825;[0.72 0.68 0.71 0.72 0.7  0.66 0.62 0.68 0.59 0.71];[0.7175 0.685  0.705  0.68   0.69   0.695  0.6825 0.6975 0.72   0.71  ];"[-1 -1  1  1  1  1 -1 -1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1  1 -1
  1 -1  1  1  1  1 -1 -1  1  1 -1  1 -1  1  1  1  1  1 -1 -1 -1  1  1  1
 -1  1  1 -1 -1  1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1 -1 -1  1  1 -1  1
  1 -1 -1  1 -1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1 -1 -1 -1 -1 -1  1
 -1  1  1 -1  1  1  1  1  1 -1 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1
  1  1  1  1 -1  1 -1 -1  1  1  1  1  1 -1  1  1  1 -1  1 -1 -1  1  1  1
 -1  1  1  1 -1  1 -1  1  1 -1 -1 -1  1  1  1  1 -1  1 -1  1 -1  1  1 -1
 -1 -1  1 -1  1  1 -1  1  1  1 -1 -1  1  1  1  1  1  1  1  1 -1  1 -1  1
  1  1  1  1 -1 -1  1  1  1 -1  1  1 -1  1 -1 -1  1 -1  1 -1  1  1  1 -1
  1  1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1 -1  1  1  1 -1  1  1 -1  1 -1
 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1 -1  1  1 -1 -1
 -1 -1 -1  1  1 -1  1 -1  1 -1  1  1  1 -1  1 -1  1  1 -1  1 -1  1 -1  1
  1  1 -1  1  1 -1 -1  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1  1  1
  1  1 -1  1  1  1  1  1 -1  1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1 -1
 -1  1  1 -1  1 -1  1 -1  1  1  1  1  1  1  1 -1 -1  1  1  1 -1 -1  1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1 -1  1 -1 -1  1  1 -1 -1  1 -1
 -1 -1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1 -1 -1
 -1  1  1  1  1  1 -1  1 -1 -1  1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1  1
  1  1 -1  1  1 -1 -1  1 -1 -1  1 -1 -1  1 -1 -1 -1  1  1  1  1 -1 -1 -1
 -1  1  1 -1  1 -1 -1  1 -1  1 -1  1  1  1  1  1 -1 -1  1  1 -1  1 -1  1
 -1  1 -1 -1  1  1 -1  1  1  1  1  1  1  1 -1  1 -1  1  1  1 -1  1 -1 -1
  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1  1 -1 -1 -1 -1  1 -1  1  1
 -1  1  1 -1  1 -1  1 -1 -1 -1 -1  1  1  1 -1 -1 -1  1  1  1  1 -1  1 -1
 -1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1  1
 -1  1 -1  1 -1  1 -1  1 -1  1 -1  1 -1 -1  1 -1  1  1  1  1  1 -1  1 -1
 -1  1  1  1  1 -1 -1 -1  1  1 -1 -1  1  1  1  1  1 -1 -1 -1  1  1  1  1
  1  1 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1 -1 -1 -1
 -1  1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1  1 -1 -1 -1  1
 -1 -1  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1 -1
  1 -1  1 -1 -1  1 -1 -1  1  1  1 -1 -1 -1  1  1 -1  1  1 -1  1 -1  1 -1
  1  1 -1  1 -1  1 -1 -1 -1 -1  1 -1 -1  1  1  1  1 -1  1  1 -1 -1  1  1
  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1 -1 -1  1  1  1  1  1 -1 -1 -1 -1 -1
  1  1 -1 -1 -1  1 -1 -1  1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1  1  1 -1
 -1 -1  1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1  1  1  1 -1  1  1  1 -1 -1  1
  1 -1  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1 -1 -1  1  1  1  1 -1  1
 -1  1  1 -1 -1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1  1 -1 -1  1  1
 -1  1  1  1 -1 -1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1 -1  1 -1  1  1  1 -1  1  1 -1 -1 -1  1  1 -1 -1  1 -1  1  1 -1 -1 -1
  1  1 -1 -1  1  1  1  1 -1 -1 -1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1 -1  1
  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1  1 -1 -1 -1  1  1 -1 -1  1  1
  1 -1 -1 -1 -1  1 -1 -1  1  1  1  1 -1  1 -1  1]";"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [0. 1.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]"
0.679;0.6985;[0.72 0.68 0.7  0.72 0.7  0.66 0.62 0.68 0.6  0.71];[0.72   0.685  0.705  0.68   0.69   0.695  0.6825 0.6975 0.72   0.71  ];"[-1 -1  1  1  1  1 -1 -1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1  1 -1
  1 -1  1  1  1  1 -1 -1  1  1 -1  1 -1  1  1  1  1  1 -1 -1 -1  1  1  1
 -1  1  1 -1 -1  1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1 -1 -1  1  1 -1  1
  1 -1 -1  1 -1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1 -1 -1 -1 -1 -1  1
 -1  1  1 -1  1  1  1  1  1 -1 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1
  1  1  1  1 -1  1 -1 -1  1  1  1  1 -1 -1  1  1  1 -1  1 -1 -1  1  1  1
 -1  1  1  1 -1  1 -1  1  1 -1 -1 -1  1  1  1  1 -1  1 -1  1 -1  1  1 -1
 -1 -1  1 -1  1  1 -1  1  1  1 -1 -1  1  1  1  1  1  1  1  1 -1  1 -1  1
  1  1  1  1 -1 -1  1  1  1 -1  1  1 -1  1 -1 -1  1 -1  1 -1  1  1  1 -1
  1  1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1 -1  1  1  1 -1  1  1 -1  1 -1
 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1 -1  1  1 -1 -1
 -1 -1 -1  1  1 -1  1 -1  1 -1  1  1  1 -1  1 -1  1  1 -1  1 -1  1 -1  1
  1  1 -1  1  1 -1 -1  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1  1  1
  1  1 -1  1  1  1  1  1  1  1  1 -1 -1 -1  1 -1  1 -1  1  1 -1 -1  1 -1
 -1  1  1 -1  1 -1  1 -1  1  1  1  1  1  1  1 -1 -1  1  1  1 -1 -1  1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1  1 -1  1 -1 -1  1  1 -1 -1  1 -1
 -1 -1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1 -1 -1
 -1  1  1  1  1  1 -1  1 -1 -1  1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1  1
  1  1 -1  1  1 -1 -1  1 -1 -1  1 -1 -1  1 -1 -1 -1  1  1  1  1 -1 -1 -1
  1  1  1 -1  1 -1 -1  1 -1  1 -1  1  1  1  1  1 -1 -1  1  1 -1  1 -1  1
 -1  1 -1 -1  1  1 -1  1  1  1  1  1  1  1 -1  1 -1  1  1  1 -1  1 -1 -1
  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1  1  1 -1 -1 -1 -1  1 -1  1  1
 -1  1  1 -1  1 -1  1 -1 -1 -1 -1  1  1  1 -1 -1 -1  1  1  1  1 -1  1 -1
 -1  1  1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1  1
 -1  1 -1  1 -1  1 -1  1 -1  1 -1  1 -1 -1  1 -1  1  1  1  1  1 -1  1 -1
 -1  1  1  1  1 -1 -1 -1  1  1 -1 -1  1  1  1  1  1 -1 -1 -1  1  1  1  1
  1  1 -1 -1 -1  1 -1  1  1  1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1  1 -1 -1 -1 -1  1 -1  1  1  1  1  1 -1 -1 -1
 -1  1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1  1 -1 -1 -1  1
 -1 -1  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1 -1
  1 -1  1 -1 -1  1 -1 -1  1  1  1 -1 -1 -1  1  1 -1  1  1 -1  1 -1  1 -1
  1  1 -1  1 -1  1 -1 -1 -1 -1  1 -1 -1  1  1  1  1 -1  1  1 -1 -1  1  1
  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1 -1 -1  1  1  1  1  1 -1 -1 -1 -1 -1
  1  1 -1 -1 -1  1 -1 -1  1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1  1  1 -1
 -1 -1  1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1  1  1  1 -1  1  1  1 -1 -1  1
  1 -1  1 -1 -1  1 -1  1  1  1 -1  1  1  1  1 -1 -1 -1  1  1  1  1 -1  1
 -1  1  1 -1 -1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1  1 -1 -1  1  1
 -1  1  1  1 -1 -1  1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1 -1  1 -1  1  1  1 -1  1  1 -1 -1 -1  1  1 -1 -1  1 -1  1  1 -1 -1 -1
  1  1 -1 -1  1  1  1  1 -1 -1 -1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1 -1  1
  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1  1 -1 -1 -1  1  1 -1 -1  1  1
  1 -1 -1 -1 -1  1 -1 -1  1  1  1  1 -1  1 -1  1]";"[[1. 0.]
 [1. 0.]
 [0. 1.]
 ...
 [0. 1.]
 [1. 0.]
 [0. 1.]]";"[[1. 0.]
 [1. 0.]
 [1. 0.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]"
0.673;0.72875;[0.69 0.69 0.71 0.65 0.65 0.67 0.64 0.67 0.63 0.73];[0.72   0.7375 0.7275 0.7175 0.72   0.7    0.745  0.755  0.7425 0.7225];"[-1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1  1 -1 -1
 -1 -1 -1  1  1 -1 -1  1  1  1 -1 -1  1  1  1  1  1  1 -1 -1 -1  1  1  1
  1  1 -1  1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1  1 -1  1 -1 -1  1 -1 -1 -1
 -1 -1 -1 -1 -1 -1  1  1  1  1  1 -1  1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1 -1  1 -1  1  1
 -1 -1  1 -1 -1  1 -1  1  1  1 -1  1 -1  1 -1  1 -1 -1 -1 -1 -1  1  1  1
 -1 -1  1 -1 -1 -1 -1  1  1 -1 -1 -1  1  1  1 -1 -1 -1  1 -1 -1  1 -1 -1
 -1 -1 -1 -1  1  1 -1  1  1  1 -1 -1 -1  1  1  1  1 -1 -1  1 -1  1 -1 -1
  1 -1  1 -1 -1  1  1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1
 -1 -1  1  1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1  1 -1  1 -1 -1 -1 -1 -1 -1
 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1
 -1 -1 -1  1  1 -1 -1 -1  1 -1  1  1 -1  1 -1 -1 -1  1 -1 -1 -1  1  1 -1
  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1  1  1  1  1  1  1  1
 -1  1 -1  1 -1  1  1  1 -1  1  1  1 -1 -1 -1 -1  1  1  1 -1  1 -1 -1  1
 -1 -1  1 -1 -1 -1  1 -1  1  1  1  1  1  1  1  1  1 -1 -1  1  1 -1 -1 -1
 -1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1 -1 -1  1  1 -1 -1 -1  1 -1  1 -1
 -1 -1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1 -1  1 -1 -1  1 -1  1  1 -1 -1 -1
 -1  1 -1 -1  1 -1  1  1 -1 -1  1 -1  1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1  1
 -1  1 -1  1 -1  1 -1  1 -1 -1 -1  1 -1 -1 -1 -1 -1  1  1 -1  1 -1  1 -1
 -1  1  1 -1  1 -1 -1 -1 -1  1 -1  1 -1 -1  1 -1 -1 -1 -1  1 -1  1  1 -1
 -1  1 -1  1 -1  1 -1  1  1  1  1  1  1 -1 -1 -1 -1 -1  1  1 -1  1 -1 -1
  1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1 -1  1
 -1  1  1 -1  1 -1  1 -1 -1 -1  1  1 -1  1 -1 -1 -1 -1  1 -1  1 -1  1 -1
  1 -1 -1  1  1  1 -1 -1  1 -1  1 -1  1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1  1
 -1  1 -1  1 -1 -1 -1  1 -1 -1  1 -1 -1 -1 -1 -1  1  1 -1 -1 -1 -1 -1 -1
 -1  1 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1  1  1 -1  1 -1 -1 -1 -1 -1  1
 -1  1 -1 -1 -1 -1  1 -1 -1  1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1 -1 -1  1 -1 -1  1 -1 -1  1  1  1 -1
 -1  1 -1  1  1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1 -1  1  1 -1 -1  1
 -1  1  1 -1 -1 -1 -1  1 -1  1 -1 -1 -1  1 -1  1 -1 -1 -1 -1 -1  1  1  1
 -1 -1  1 -1  1  1 -1 -1  1  1  1 -1  1 -1  1 -1 -1 -1  1 -1  1 -1  1 -1
 -1  1 -1  1 -1  1 -1 -1 -1  1  1 -1 -1  1  1  1 -1 -1 -1  1 -1 -1  1  1
  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1
  1 -1 -1  1 -1 -1 -1 -1  1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1  1  1 -1
 -1  1  1 -1 -1  1  1  1  1 -1  1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1  1
 -1 -1 -1 -1 -1  1 -1  1  1 -1 -1  1 -1  1  1 -1  1 -1  1  1  1  1 -1 -1
 -1  1  1 -1 -1  1 -1  1 -1  1  1  1  1 -1 -1  1  1 -1 -1  1 -1 -1  1  1
 -1  1  1  1  1 -1 -1  1  1  1  1 -1 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1
 -1  1  1 -1  1  1  1 -1  1  1 -1 -1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1
 -1  1 -1 -1  1  1 -1 -1 -1 -1  1  1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1 -1
 -1 -1  1 -1  1 -1 -1 -1 -1  1 -1  1 -1 -1  1  1 -1  1  1  1 -1 -1  1  1
 -1 -1  1 -1 -1  1 -1 -1  1 -1 -1  1 -1  1 -1 -1]";"[[1.00000000e+000 0.00000000e+000]
 [1.00000000e+000 1.86310045e-247]
 [0.00000000e+000 1.00000000e+000]
 ...
 [0.00000000e+000 1.00000000e+000]
 [1.00000000e+000 1.11264765e-217]
 [1.00000000e+000 0.00000000e+000]]";"[[1. 0.]
 [0. 1.]
 [1. 0.]
 ...
 [0. 1.]
 [1. 0.]
 [1. 0.]]"
