accuracy;accuracy2;cvscore;cvscore2;y_pred;y_pred_pr;cvpred_pr
0.674;0.70257;"[0.69333333 0.66       0.68666667 0.65333333 0.69333333 0.62666667
 0.72666667 0.68666667 0.6        0.71333333]";"[0.70285714 0.73142857 0.69714286 0.69428571 0.68       0.7
 0.70285714 0.71428571 0.68857143 0.71428571]";[-1 -1  1 ... -1 -1 -1];"[-0.16574324 -0.30417807  0.69408604 ... -0.03251114 -0.10788315
 -0.49361379]";"[-0.51177897 -0.44898237 -0.20988487 ... -0.76307788 -0.58377333
 -0.35250161]"
0.674;0.70257;"[0.69333333 0.66       0.68666667 0.65333333 0.69333333 0.62666667
 0.72666667 0.68666667 0.6        0.71333333]";"[0.70285714 0.73142857 0.69714286 0.69428571 0.68       0.7
 0.70285714 0.71428571 0.68857143 0.71428571]";[-1 -1  1 ... -1 -1 -1];"[-0.16574324 -0.30417807  0.69408604 ... -0.03251114 -0.10788315
 -0.49361379]";"[-0.51177897 -0.44898237 -0.20988487 ... -0.76307788 -0.58377333
 -0.35250161]"
0.66533;0.73086;"[0.67333333 0.62       0.71333333 0.63333333 0.72       0.6
 0.74       0.67333333 0.62666667 0.65333333]";"[0.72571429 0.76571429 0.73428571 0.72       0.70857143 0.72571429
 0.69714286 0.75142857 0.72857143 0.75142857]";[-1 -1  1 ...  1  1 -1];"[-0.55136889 -0.81790501  0.67198865 ...  0.10482481  1.00005151
 -0.79833214]";"[-0.49150265 -0.67783895 -0.29155534 ... -0.91787189 -1.00005303
 -0.45003664]"
0.66533;0.73086;"[0.67333333 0.62       0.71333333 0.63333333 0.72       0.6
 0.74       0.67333333 0.62666667 0.65333333]";"[0.72571429 0.76571429 0.73428571 0.72       0.70857143 0.72571429
 0.69714286 0.75142857 0.72857143 0.75142857]";[-1 -1  1 ...  1  1 -1];"[-0.55136889 -0.81790501  0.67198865 ...  0.10482481  1.00005151
 -0.79833214]";"[-0.49150265 -0.67783895 -0.29155534 ... -0.91787189 -1.00005303
 -0.45003664]"
0.66933;0.72029;"[0.62       0.68       0.72       0.64666667 0.72666667 0.6
 0.73333333 0.64       0.62666667 0.7       ]";"[0.68571429 0.74       0.72       0.72285714 0.70571429 0.72571429
 0.72571429 0.73714286 0.72285714 0.71714286]";[-1 -1  1 ...  1 -1 -1];"[-1.00051485 -1.00029605  0.34961909 ...  0.92555797 -0.99998185
 -0.95658095]";"[-0.27496684 -0.9999874  -0.76359317 ... -0.64064554 -1.0003575
 -0.81645143]"
0.66933;0.72029;"[0.62       0.68       0.72       0.64666667 0.72666667 0.6
 0.73333333 0.64       0.62666667 0.7       ]";"[0.68571429 0.74       0.72       0.72285714 0.70571429 0.72571429
 0.72571429 0.73714286 0.72285714 0.71714286]";[-1 -1  1 ...  1 -1 -1];"[-1.00051485 -1.00029605  0.34961909 ...  0.92555797 -0.99998185
 -0.95658095]";"[-0.27496684 -0.9999874  -0.76359317 ... -0.64064554 -1.0003575
 -0.81645143]"
0.66867;0.698;"[0.61333333 0.69333333 0.74666667 0.63333333 0.68666667 0.6
 0.70666667 0.66666667 0.65333333 0.68666667]";"[0.67142857 0.71428571 0.69428571 0.68857143 0.69142857 0.72
 0.71142857 0.71428571 0.67714286 0.69714286]";[-1 -1  1 ...  1 -1 -1];"[-0.99972758 -0.99984546  0.89460684 ...  0.30236097 -1.00023797
 -0.63241689]";"[-0.99977499 -0.99959194 -0.61806179 ... -0.76646753 -1.00016167
 -0.32239026]"
0.66867;0.698;"[0.61333333 0.69333333 0.74666667 0.63333333 0.68666667 0.6
 0.70666667 0.66666667 0.65333333 0.68666667]";"[0.67142857 0.71428571 0.69428571 0.68857143 0.69142857 0.72
 0.71142857 0.71428571 0.67714286 0.69714286]";[-1 -1  1 ...  1 -1 -1];"[-0.99972758 -0.99984546  0.89460684 ...  0.30236097 -1.00023797
 -0.63241689]";"[-0.99977499 -0.99959194 -0.61806179 ... -0.76646753 -1.00016167
 -0.32239026]"
0.63667;0.62457;"[0.63333333 0.62666667 0.68666667 0.62       0.62       0.61333333
 0.66       0.66       0.6        0.64666667]";"[0.63714286 0.63428571 0.62571429 0.59714286 0.61714286 0.62285714
 0.61714286 0.63142857 0.60857143 0.65428571]";[-1 -1 -1 ... -1 -1 -1];"[-0.99984123 -0.99984123 -0.99961344 ... -0.99969029 -0.99961344
 -0.99984123]";"[-0.99979491 -0.99979491 -0.99961632 ... -1.00025661 -0.99995404
 -0.99971589]"
0.63667;0.62457;"[0.63333333 0.62666667 0.68666667 0.62       0.62       0.61333333
 0.66       0.66       0.6        0.64666667]";"[0.63714286 0.63428571 0.62571429 0.59714286 0.61714286 0.62285714
 0.61714286 0.63142857 0.60857143 0.65428571]";[-1 -1 -1 ... -1 -1 -1];"[-0.99984123 -0.99984123 -0.99961344 ... -0.99969029 -0.99961344
 -0.99984123]";"[-0.99979491 -0.99979491 -0.99961632 ... -1.00025661 -0.99995404
 -0.99971589]"
0.688;0.70171;"[0.68       0.74       0.71333333 0.64       0.72       0.63333333
 0.69333333 0.68666667 0.64       0.73333333]";"[0.68857143 0.72       0.70285714 0.69714286 0.69428571 0.7
 0.68       0.72285714 0.68857143 0.72285714]";[-1 -1  1 ...  1 -1 -1];"[-0.58212783 -0.44304602  0.54303718 ...  0.17442111 -0.08445957
 -0.58855832]";"[-0.41427745 -0.34242659 -0.44874086 ... -0.30311223 -0.32058462
 -0.44450421]"
0.688;0.70171;"[0.68       0.74       0.71333333 0.64       0.72       0.63333333
 0.69333333 0.68666667 0.64       0.73333333]";"[0.68857143 0.72       0.70285714 0.69714286 0.69428571 0.7
 0.68       0.72285714 0.68857143 0.72285714]";[-1 -1  1 ...  1 -1 -1];"[-0.58212783 -0.44304602  0.54303718 ...  0.17442111 -0.08445957
 -0.58855832]";"[-0.41427745 -0.34242659 -0.44874086 ... -0.30311223 -0.32058462
 -0.44450421]"
0.676;0.72229;"[0.68666667 0.70666667 0.71333333 0.58666667 0.72       0.62666667
 0.73333333 0.64       0.62666667 0.72      ]";"[0.70571429 0.74571429 0.74       0.71428571 0.68571429 0.71428571
 0.69428571 0.71428571 0.75428571 0.75428571]";[-1 -1  1 ...  1  1 -1];"[-0.75299752 -0.77221461  0.45707104 ...  0.1662963   0.99976095
 -0.79465451]";"[-0.62244693 -0.67896057 -0.40918953 ... -0.64047951 -1.00019788
 -0.53750681]"
0.676;0.72229;"[0.68666667 0.70666667 0.71333333 0.58666667 0.72       0.62666667
 0.73333333 0.64       0.62666667 0.72      ]";"[0.70571429 0.74571429 0.74       0.71428571 0.68571429 0.71428571
 0.69428571 0.71428571 0.75428571 0.75428571]";[-1 -1  1 ...  1  1 -1];"[-0.75299752 -0.77221461  0.45707104 ...  0.1662963   0.99976095
 -0.79465451]";"[-0.62244693 -0.67896057 -0.40918953 ... -0.64047951 -1.00019788
 -0.53750681]"
0.66867;0.71943;"[0.63333333 0.69333333 0.72       0.62       0.74       0.59333333
 0.70666667 0.66       0.62666667 0.69333333]";"[0.70285714 0.74285714 0.70857143 0.71714286 0.69428571 0.71714286
 0.73428571 0.70857143 0.71142857 0.75714286]";[-1 -1  1 ...  1 -1 -1];"[-1.00029264 -1.0003709   0.29710181 ...  0.99996177 -0.99979005
 -0.85484734]";"[-0.47979082 -1.00001691 -0.44156907 ... -0.60962088 -1.00026689
 -0.45004917]"
0.66867;0.71943;"[0.63333333 0.69333333 0.72       0.62       0.74       0.59333333
 0.70666667 0.66       0.62666667 0.69333333]";"[0.70285714 0.74285714 0.70857143 0.71714286 0.69428571 0.71714286
 0.73428571 0.70857143 0.71142857 0.75714286]";[-1 -1  1 ...  1 -1 -1];"[-1.00029264 -1.0003709   0.29710181 ...  0.99996177 -0.99979005
 -0.85484734]";"[-0.47979082 -1.00001691 -0.44156907 ... -0.60962088 -1.00026689
 -0.45004917]"
0.676;0.69857;"[0.59333333 0.72       0.73333333 0.62666667 0.71333333 0.60666667
 0.73333333 0.68       0.67333333 0.68      ]";"[0.66857143 0.71714286 0.69428571 0.67428571 0.68857143 0.71428571
 0.71428571 0.72571429 0.68285714 0.70571429]";[-1 -1  1 ... -1 -1 -1];"[-0.99963921 -0.9996883   0.91923273 ... -0.12838453 -0.99998901
 -0.6731476 ]";"[-0.99973044 -1.00011173 -0.34563937 ... -0.75910938 -1.00016026
  0.08528508]"
0.676;0.69857;"[0.59333333 0.72       0.73333333 0.62666667 0.71333333 0.60666667
 0.73333333 0.68       0.67333333 0.68      ]";"[0.66857143 0.71714286 0.69428571 0.67428571 0.68857143 0.71428571
 0.71428571 0.72571429 0.68285714 0.70571429]";[-1 -1  1 ... -1 -1 -1];"[-0.99963921 -0.9996883   0.91923273 ... -0.12838453 -0.99998901
 -0.6731476 ]";"[-0.99973044 -1.00011173 -0.34563937 ... -0.75910938 -1.00016026
  0.08528508]"
0.63667;0.624;"[0.62666667 0.61333333 0.68666667 0.62       0.62       0.61333333
 0.66       0.66       0.61333333 0.65333333]";"[0.63142857 0.63142857 0.62571429 0.6        0.62       0.62285714
 0.61714286 0.63142857 0.60571429 0.65428571]";[-1 -1 -1 ... -1 -1 -1];"[-1.00001839 -1.00001839 -1.00003508 ... -1.00009334 -1.00003508
 -1.00001839]";"[-0.99995276 -0.99995276 -1.00043873 ... -0.99997925 -1.0004059
 -1.00005991]"
0.63667;0.624;"[0.62666667 0.61333333 0.68666667 0.62       0.62       0.61333333
 0.66       0.66       0.61333333 0.65333333]";"[0.63142857 0.63142857 0.62571429 0.6        0.62       0.62285714
 0.61714286 0.63142857 0.60571429 0.65428571]";[-1 -1 -1 ... -1 -1 -1];"[-1.00001839 -1.00001839 -1.00003508 ... -1.00009334 -1.00003508
 -1.00001839]";"[-0.99995276 -0.99995276 -1.00043873 ... -0.99997925 -1.0004059
 -1.00005991]"
0.69;0.71286;"[0.66666667 0.7        0.7        0.66       0.73333333 0.64
 0.72       0.68666667 0.64       0.75333333]";"[0.68857143 0.73142857 0.71142857 0.68857143 0.70285714 0.72857143
 0.70285714 0.74       0.69428571 0.74      ]";[-1 -1  1 ...  1 -1 -1];"[-0.65606816 -0.56404123  0.51320626 ...  0.28040525 -0.04972984
 -0.60516024]";"[-0.46890434 -0.47133054 -0.50866906 ... -0.49915034 -0.53106643
 -0.5267727 ]"
0.69;0.71286;"[0.66666667 0.7        0.7        0.66       0.73333333 0.64
 0.72       0.68666667 0.64       0.75333333]";"[0.68857143 0.73142857 0.71142857 0.68857143 0.70285714 0.72857143
 0.70285714 0.74       0.69428571 0.74      ]";[-1 -1  1 ...  1 -1 -1];"[-0.65606816 -0.56404123  0.51320626 ...  0.28040525 -0.04972984
 -0.60516024]";"[-0.46890434 -0.47133054 -0.50866906 ... -0.49915034 -0.53106643
 -0.5267727 ]"
0.67667;0.72343;"[0.68       0.7        0.74       0.60666667 0.72       0.61333333
 0.73333333 0.62666667 0.63333333 0.71333333]";"[0.70571429 0.74571429 0.72285714 0.71142857 0.69428571 0.72571429
 0.70857143 0.73142857 0.74285714 0.74571429]";[-1 -1  1 ...  1  1 -1];"[-0.73830154 -0.77088723  0.43897897 ...  0.12602791  0.13083603
 -0.7489053 ]";"[-0.57762942 -0.74921388 -0.44505404 ... -0.76160928 -1.00040252
 -0.54654572]"
0.67667;0.72343;"[0.68       0.7        0.74       0.60666667 0.72       0.61333333
 0.73333333 0.62666667 0.63333333 0.71333333]";"[0.70571429 0.74571429 0.72285714 0.71142857 0.69428571 0.72571429
 0.70857143 0.73142857 0.74285714 0.74571429]";[-1 -1  1 ...  1  1 -1];"[-0.73830154 -0.77088723  0.43897897 ...  0.12602791  0.13083603
 -0.7489053 ]";"[-0.57762942 -0.74921388 -0.44505404 ... -0.76160928 -1.00040252
 -0.54654572]"
0.66733;0.72057;"[0.6        0.68       0.72666667 0.62       0.74666667 0.6
 0.74       0.66       0.62666667 0.67333333]";"[0.7        0.75142857 0.70857143 0.72285714 0.7        0.72285714
 0.74       0.72       0.71428571 0.72571429]";[-1 -1  1 ...  1 -1 -1];"[-0.99995217 -1.00002486  0.37817173 ...  0.84837024 -0.99965866
 -0.88201406]";"[-0.34226993 -0.99999111 -0.44141404 ... -0.71644836 -0.99981474
 -0.45709437]"
0.66733;0.72057;"[0.6        0.68       0.72666667 0.62       0.74666667 0.6
 0.74       0.66       0.62666667 0.67333333]";"[0.7        0.75142857 0.70857143 0.72285714 0.7        0.72285714
 0.74       0.72       0.71428571 0.72571429]";[-1 -1  1 ...  1 -1 -1];"[-0.99995217 -1.00002486  0.37817173 ...  0.84837024 -0.99965866
 -0.88201406]";"[-0.34226993 -0.99999111 -0.44141404 ... -0.71644836 -0.99981474
 -0.45709437]"
0.67133;0.69829;"[0.6        0.70666667 0.73333333 0.62666667 0.70666667 0.61333333
 0.72666667 0.66666667 0.65333333 0.68      ]";"[0.66285714 0.71428571 0.70571429 0.68857143 0.69142857 0.70857143
 0.72571429 0.71142857 0.68       0.69428571]";[-1 -1  1 ...  1 -1 -1];"[-0.99965578 -0.99985621  0.91072937 ...  0.0292961  -0.99981652
 -0.649782  ]";"[-0.99983575 -1.00010422 -0.342058   ... -0.68384794 -0.99963989
 -0.19879082]"
0.67133;0.69829;"[0.6        0.70666667 0.73333333 0.62666667 0.70666667 0.61333333
 0.72666667 0.66666667 0.65333333 0.68      ]";"[0.66285714 0.71428571 0.70571429 0.68857143 0.69142857 0.70857143
 0.72571429 0.71142857 0.68       0.69428571]";[-1 -1  1 ...  1 -1 -1];"[-0.99965578 -0.99985621  0.91072937 ...  0.0292961  -0.99981652
 -0.649782  ]";"[-0.99983575 -1.00010422 -0.342058   ... -0.68384794 -0.99963989
 -0.19879082]"
0.63467;0.62429;"[0.63333333 0.61333333 0.68666667 0.62       0.62       0.60666667
 0.66       0.66       0.6        0.64666667]";"[0.64       0.64       0.62285714 0.59714286 0.61714286 0.62285714
 0.61714286 0.62857143 0.60285714 0.65428571]";[-1 -1 -1 ... -1 -1 -1];"[-1.00012865 -1.00012865 -1.00027981 ... -1.00026399 -1.00027981
 -1.00012865]";"[-0.99997254 -0.99997254 -1.00034245 ... -0.99985694 -0.99970457
 -1.00005182]"
0.63467;0.62429;"[0.63333333 0.61333333 0.68666667 0.62       0.62       0.60666667
 0.66       0.66       0.6        0.64666667]";"[0.64       0.64       0.62285714 0.59714286 0.61714286 0.62285714
 0.61714286 0.62857143 0.60285714 0.65428571]";[-1 -1 -1 ... -1 -1 -1];"[-1.00012865 -1.00012865 -1.00027981 ... -1.00026399 -1.00027981
 -1.00012865]";"[-0.99997254 -0.99997254 -1.00034245 ... -0.99985694 -0.99970457
 -1.00005182]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99978137 0.9997963  0.99982157 ... 0.99982072 0.99979089 0.9997859 ];"[-0.99992718 -0.99992758 -0.99991191 ... -0.99992319 -0.99994522
 -0.99993975]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99978137 0.9997963  0.99982157 ... 0.99982072 0.99979089 0.9997859 ];"[-0.99992718 -0.99992758 -0.99991191 ... -0.99992319 -0.99994522
 -0.99993975]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99756859 0.99800517 0.99866087 ... 0.99787172 0.99962405 0.99786225];"[-0.99938715 -0.99940659 -0.99905519 ... -0.99959836 -1.00040313
 -0.99929562]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99756859 0.99800517 0.99866087 ... 0.99787172 0.99962405 0.99786225];"[-0.99938715 -0.99940659 -0.99905519 ... -0.99959836 -1.00040313
 -0.99929562]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.97073698 0.96902693 0.98262134 ... 0.97385791 0.95097561 0.97324878];"[-0.99293564 -0.99459056 -0.99000137 ... -0.99589035 -1.00036165
 -0.99326368]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.97073698 0.96902693 0.98262134 ... 0.97385791 0.95097561 0.97324878];"[-0.99293564 -0.99459056 -0.99000137 ... -0.99589035 -1.00036165
 -0.99326368]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.91993285 0.87738907 0.92651665 ... 0.86218692 0.79728045 0.90632274];"[-0.93805925 -0.95414454 -0.94314007 ... -0.97387703 -0.99999897
 -0.95802363]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.91993285 0.87738907 0.92651665 ... 0.86218692 0.79728045 0.90632274];"[-0.93805925 -0.95414454 -0.94314007 ... -0.97387703 -0.99999897
 -0.95802363]"
0.51533;0.60629;"[0.50666667 0.51333333 0.51333333 0.54       0.50666667 0.52
 0.51333333 0.51333333 0.52       0.50666667]";"[0.61142857 0.61428571 0.59428571 0.59142857 0.59428571 0.60571429
 0.60285714 0.62       0.60571429 0.62285714]";[-1 -1 -1 ... -1 -1 -1];"[-0.70090885 -0.70090885 -0.89455991 ... -0.8900517  -0.89455991
 -0.70090885]";"[-0.91707138 -0.91707138 -0.99969605 ... -1.00005144 -0.99985982
 -0.94722212]"
0.51533;0.60629;"[0.50666667 0.51333333 0.51333333 0.54       0.50666667 0.52
 0.51333333 0.51333333 0.52       0.50666667]";"[0.61142857 0.61428571 0.59428571 0.59142857 0.59428571 0.60571429
 0.60285714 0.62       0.60571429 0.62285714]";[-1 -1 -1 ... -1 -1 -1];"[-0.70090885 -0.70090885 -0.89455991 ... -0.8900517  -0.89455991
 -0.70090885]";"[-0.91707138 -0.91707138 -0.99969605 ... -1.00005144 -0.99985982
 -0.94722212]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99974863 0.99976371 0.99980078 ... 0.9998544  0.99982311 0.99975648];"[-0.99982112 -0.99982873 -0.99981724 ... -0.99988714 -0.99997047
 -0.99988744]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99974863 0.99976371 0.99980078 ... 0.9998544  0.99982311 0.99975648];"[-0.99982112 -0.99982873 -0.99981724 ... -0.99988714 -0.99997047
 -0.99988744]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99721643 0.99759695 0.998328   ... 0.99699225 0.99872931 0.99752273];"[-0.99899628 -0.99909731 -0.99876679 ... -0.99984454 -1.00046503
 -0.99919443]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.99721643 0.99759695 0.998328   ... 0.99699225 0.99872931 0.99752273];"[-0.99899628 -0.99909731 -0.99876679 ... -0.99984454 -1.00046503
 -0.99919443]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.96917352 0.96637055 0.97956377 ... 0.96462473 0.95701432 0.97132138];"[-0.99239908 -0.99486567 -0.99063261 ... -0.99727481 -1.00030408
 -0.99386477]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.96917352 0.96637055 0.97956377 ... 0.96462473 0.95701432 0.97132138];"[-0.99239908 -0.99486567 -0.99063261 ... -0.99727481 -1.00030408
 -0.99386477]"
0.512;0.50514;"[0.51333333 0.51333333 0.51333333 0.51333333 0.51333333 0.51333333
 0.51333333 0.51333333 0.50666667 0.50666667]";"[0.50285714 0.50285714 0.50571429 0.50571429 0.50571429 0.50571429
 0.50571429 0.50571429 0.50571429 0.50571429]";[1 1 1 ... 1 1 1];[0.91417841 0.870605   0.91378678 ... 0.83919887 0.83497131 0.90037377];"[-0.94969926 -0.96609947 -0.95842909 ... -0.98416529 -0.99998611
 -0.96782811]"
